        nu  unc1  unc2 nu1' nu2' nu3' nu4' L3' L4'  J'  K' i' Gtot'  Nb'  nu1"  nu2"  nu3"  nu4"  L3"  L4"  J"  K" i" Gtot"  Nb"          E'        Calc'  Obs-Calc'          Source Method  BandMatch
7668.74749  0.01  0.01    1    1    1    0   1   0   7   0  a    E"  -16     0     0     0     0    0    0   7   1  a    E'    5 8220.067917  8221.129833  -1.061916  16BaYuTeBe.361   CD_b       True
7511.32796  0.01  0.01    1    1    1    0   1   0   7   0  a    E"  -16     0     0     0     0    0    0   8   1  a    E'    6 8220.074647  8221.129833  -1.055186  16BaYuTeBe.102   CD_b       True
7895.50296  0.01  0.01    0    1    2    0   2   0   7   6  a    E"  -17     0     0     0     0    0    0   7   7  a    E'    1 8270.610045  8270.473121   0.136924  16BaYuTeBe.770     Br       True
7716.97951  0.01  0.01    0    1    2    0   2   0   7   4  a    E"  -18     0     0     0     0    0    0   8   5  a    E'    3 8338.672498  8338.564435   0.108063  16BaYuTeBe.455     CD       True
7874.96614  0.01  0.01    0    1    2    0   2   0   7   4  a    E"  -18     0     0     0     0    0    0   7   5  a    E'    2 8338.673267  8338.564435   0.108832  16BaYuTeBe.749     CD       True
8013.54693  0.01  0.01    0    1    2    0   2   0   7   4  a    E"  -18     0     0     0     0    0    0   6   5  a    E'    1 8338.674205  8338.564435   0.109770  16BaYuTeBe.874     CD       True
7858.79129  0.01  0.01    0    1    2    0   2   0   7   3  s    E"  -19     0     0     0     0    0    0   7   4  s    E'    3 8354.826473  8354.720334   0.106139  16BaYuTeBe.723     CD       True
7997.24249  0.01  0.01    0    1    2    0   2   0   7   3  s    E"  -19     0     0     0     0    0    0   6   4  s    E'    2 8354.826770  8354.720334   0.106436  16BaYuTeBe.839     CD       True
7686.32242  0.01  0.01    0    1    2    0   2   0   7   1  s    E"  -20     0     0     0     0    0    0   8   2  s    E'    5 8383.717823  8383.622849   0.094974  16BaYuTeBe.393     CD       True
7982.07185  0.01  0.01    0    1    2    0   2   0   7   1  s    E"  -20     0     0     0     0    0    0   6   2  s    E'    3 8383.719747  8383.622849   0.096898  16BaYuTeBe.817     CD       True
7981.96265  0.01  0.01    0    1    2    0   2   0   7   0  a    E"  -21     0     0     0     0    0    0   6   1  a    E'    4 8395.200507  8395.164500   0.036007  16BaYuTeBe.816     Br       True
8067.66953  0.01  0.01    1    0    0    3   0   1   7   7  s    E"  -22     0     0     0     0    0    0   8   8  s    E'    1 8544.933888  8544.921410   0.012478  16BaYuTeBe.953     Br      False
8082.94078  0.01  0.01    1    0    1    1   1   1   7   7  s    E"  -23     0     0     0     0    0    0   8   8  s    E'    1 8560.205138  8560.857128  -0.651990  16BaYuTeBe.980     Br       True
8212.06531  0.01  0.01    2    0    0    1   0   1   7   5  s    E"  -24     0     0     0     0    0    0   6   4  s    E'    2 8569.649590  8571.291044  -1.641454 16BaYuTeBe.1296     Br       True
8256.51035  0.01  0.01    2    0    0    1   0   1   7   4  a    E"  -25     0     0     0     0    0    0   6   5  a    E'    1 8581.637625  8581.099963   0.537662 16BaYuTeBe.1435   CD_b       True
8117.93705  0.01  0.01    2    0    0    1   0   1   7   4  a    E"  -25     0     0     0     0    0    0   7   5  a    E'    2 8581.644177  8581.099963   0.544214 16BaYuTeBe.1046   CD_b       True
8140.56637  0.01  0.01    1    2    0    2   0   2   7   7  s    E"  -26     0     0     0     0    0    0   7   5  a    E'    2 8604.273497  8603.379725   0.893772 16BaYuTeBe.1092     CD      False
8279.15116  0.01  0.01    1    2    0    2   0   2   7   7  s    E"  -26     0     0     0     0    0    0   6   5  a    E'    1 8604.278435  8603.379725   0.898710 16BaYuTeBe.1514     CD      False
8254.72425  0.01  0.01    1    2    0    2   0   2   7   5  s    E"  -27     0     0     0     0    0    0   6   4  s    E'    2 8612.308530  8610.855034   1.453496 16BaYuTeBe.1430     Br      False
8122.90223  0.01  0.01    2    0    0    1   0   1   7   3  s    E"  -28     0     0     0     0    0    0   7   4  s    E'    3 8618.937413  8621.212126  -2.274713 16BaYuTeBe.1057     Br       True
8267.52501  0.01  0.01    1    0    1    1   1   1   7   5  s    E"  -29     0     0     0     0    0    0   6   4  s    E'    2 8625.109290  8624.145950   0.963340 16BaYuTeBe.1475     Br      False
8086.49787  0.01  0.01    2    0    0    1   0   1   7   2  a    E"  -30     0     0     0     0    0    0   7   1  a    E'    5 8637.818297  8637.543262   0.275035  16BaYuTeBe.986     Br      False
8325.60159  0.01  0.01    1    0    0    3   0   1   7   6  a    E"  -31     0     0     0     0    0    0   6   5  a    E'    1 8650.728865  8650.935283  -0.206418 16BaYuTeBe.1698     CD      False
8173.46585  0.01  0.01    1    0    0    3   0   1   7   6  a    E"  -31     0     0     0     0    0    0   8   8  s    E'    1 8650.730208  8650.935283  -0.205075 16BaYuTeBe.1177     CD      False
8263.15102  0.01  0.01    2    0    0    1   0   1   7   1  s    E"  -32     0     0     0     0    0    0   6   2  s    E'    3 8664.798917  8663.921531   0.877386 16BaYuTeBe.1461     Br      False
8355.24169  0.01  0.01    1    0    1    1   1   1   7   7  s    E"  -33     0     0     0     0    0    0   6   5  a    E'    1 8680.368965  8681.699523  -1.330558 16BaYuTeBe.1805     Br      False
8362.04596  0.01  0.01    1    0    1    1   1   1   7   4  a    E"  -34     0     0     0     0    0    0   6   5  a    E'    1 8687.173235  8687.780197  -0.606962 16BaYuTeBe.1838   CD_b      False
8223.47827  0.01  0.01    1    0    1    1   1   1   7   4  a    E"  -34     0     0     0     0    0    0   7   5  a    E'    2 8687.185397  8687.780197  -0.594800 16BaYuTeBe.1332   CD_b      False
8285.54454  0.01  0.01    1    0    1    1   1   1   7   4  a    E"  -34     0     0     0     0    0    0   6   2  s    E'    3 8687.192437  8687.780197  -0.587760 16BaYuTeBe.1536   CD_b      False
8341.60004  0.01  0.01    1    0    1    1   1   1   7   1  s    E"  -35     0     0     0     0    0    0   6   4  s    E'    2 8699.184320  8698.182180   1.002140 16BaYuTeBe.1752     Br       True
8303.40268  0.01  0.01    1    0    1    1   1   1   7   2  a    E"  -36     0     0     0     0    0    0   6   1  a    E'    4 8716.640537  8717.889474  -1.248937 16BaYuTeBe.1604   CD_b      False
8007.91035  0.01  0.01    1    0    1    1   1   1   7   2  a    E"  -36     0     0     0     0    0    0   8   1  a    E'    6 8716.657037  8717.889474  -1.232437  16BaYuTeBe.861   CD_b      False
8195.12117  0.01  0.01    1    0    1    1   1   1   7   1  s    E"  -37     0     0     0     0    0    0   7   2  s    E'    4 8734.966147  8735.560057  -0.593910 16BaYuTeBe.1235     CD      False
8321.73231  0.01  0.01    1    0    1    1   1   1   7   1  s    E"  -37     0     0     0     0    0    0   6   1  a    E'    4 8734.970167  8735.560057  -0.589890 16BaYuTeBe.1686     CD      False
8326.38009  0.01  0.01    1    0    1    1   1   1   7   0  a    E"  -38     0     0     0     0    0    0   6   1  a    E'    4 8739.617947  8740.455306  -0.837359 16BaYuTeBe.1699     CD       True
8188.29989  0.01  0.01    1    0    1    1   1   1   7   0  a    E"  -38     0     0     0     0    0    0   7   1  a    E'    5 8739.620317  8740.455306  -0.834989 16BaYuTeBe.1220     CD       True
8038.46954  0.01  0.01    1    0    0    3   0   1   7   5  s    E"  -39     0     0     0     0    0    0   8   1  a    E'    6 8747.216227  8748.027110  -0.810883  16BaYuTeBe.915     Br      False
8364.08555  0.01  0.01    1    0    1    1   1   1   7   5  s    E"  -40     0     0     0     0    0    0   6   2  s    E'    3 8765.733447  8765.790399  -0.056952 16BaYuTeBe.1843     CD      False
8302.03048  0.01  0.01    1    0    1    1   1   1   7   5  s    E"  -40     0     0     0     0    0    0   7   5  a    E'    2 8765.737607  8765.790399  -0.052792 16BaYuTeBe.1598     CD      False
8459.60001  0.01  0.01    1    0    0    3   0   1   7   4  a    E"  -41     0     0     0     0    0    0   6   5  a    E'    1 8784.727285  8784.391413   0.335872 16BaYuTeBe.2067     CD      False
8321.02631  0.01  0.01    1    0    0    3   0   1   7   4  a    E"  -41     0     0     0     0    0    0   7   5  a    E'    2 8784.733437  8784.391413   0.342024 16BaYuTeBe.1682     CD      False
8392.73745  0.01  0.01    1    0    0    3   0   1   7   0  a    E"  -42     0     0     0     0    0    0   6   2  s    E'    3 8794.385347  8794.357696   0.027651 16BaYuTeBe.1940     Br      False
8254.57355  0.01  0.01    1    0    1    1   1   1   7   3  s    E"  -42     0     0     0     0    0    0   7   2  s    E'    4 8794.418527  8794.465145  -0.046618 16BaYuTeBe.1428     Br      False
8384.31778  0.01  0.01    1    0    0    3   0   1   7   2  a    E"  -43     0     0     0     0    0    0   6   1  a    E'    4 8797.555637  8798.066227  -0.510590 16BaYuTeBe.1907   CD_b      False
8257.71724  0.01  0.01    1    0    0    3   0   1   7   2  a    E"  -43     0     0     0     0    0    0   7   2  s    E'    4 8797.562217  8798.066227  -0.504010 16BaYuTeBe.1440   CD_b      False
8304.35737  0.01  0.01    1    0    1    1   1   1   7   4  a    E"  -44     0     0     0     0    0    0   7   4  s    E'    3 8800.392553  8800.036079   0.356474 16BaYuTeBe.1607     Br      False
8155.56771  0.01  0.01    1    0    0    3   0   1   7   3  s    E"  -45     0     0     0     0    0    0   8   4  s    E'    4 8809.438423  8811.334890  -1.896467 16BaYuTeBe.1130     CD      False
8313.40384  0.01  0.01    1    0    0    3   0   1   7   3  s    E"  -45     0     0     0     0    0    0   7   4  s    E'    3 8809.439023  8811.334890  -1.895867 16BaYuTeBe.1653     CD      False
8260.07233  0.01  0.01    1    2    0    2   0   2   7   3  s    E"  -46     0     0     0     0    0    0   7   1  a    E'    5 8811.392757  8811.334890   0.057867 16BaYuTeBe.1446   CD_b      False
8157.53131  0.01  0.01    1    2    0    2   0   2   7   3  s    E"  -46     0     0     0     0    0    0   8   4  s    E'    4 8811.402023  8811.334890   0.067133 16BaYuTeBe.1138   CD_b      False
8272.75929  0.01  0.01    1    0    1    1   1   1   7   2  a    E"  -47     0     0     0     0    0    0   7   1  a    E'    5 8824.079717  8825.045146  -0.965429 16BaYuTeBe.1492     Br      False
8418.87996  0.01  0.01    1    0    0    3   0   1   7   1  s    E"  -48     0     0     0     0    0    0   6   1  a    E'    4 8832.117817  8832.601492  -0.483675 16BaYuTeBe.1990   CD_b      False
8134.74109  0.01  0.01    1    0    0    3   0   1   7   1  s    E"  -48     0     0     0     0    0    0   8   2  s    E'    5 8832.136493  8832.601492  -0.464999 16BaYuTeBe.1076   CD_b      False
8302.65548  0.01  0.01    0    0    2    1   2   1   7   7  s    E"  -49     0     0     0     0    0    0   8   7  a    E'    2 8836.324817  8837.431711  -1.106894 16BaYuTeBe.1602   CD_b      False
8461.22760  0.01  0.01    0    0    2    1   2   1   7   7  s    E"  -49     0     0     0     0    0    0   7   7  a    E'    1 8836.334685  8837.431711  -1.097026 16BaYuTeBe.2071   CD_b      False
8440.91908  0.01  0.01    1    0    1    1   1   1   7   1  s    E"  -50     0     0     0     0    0    0   6   1  a    E'    4 8854.156937  8854.789099  -0.632162 16BaYuTeBe.2033     Br      False
8539.85631  0.01  0.01    0    0    2    1   2   1   7   5  s    E"  -51     0     0     0     0    0    0   6   4  s    E'    2 8897.440590  8897.065272   0.375318 16BaYuTeBe.2136     Br      False
8537.61582  0.01  0.01    0    0    2    1   2   1   7   6  a    E"  -52     0     0     0     0    0    0   7   7  a    E'    1 8912.722905  8914.639138  -1.916233 16BaYuTeBe.2130     Br      False
8295.40720  0.01  0.01    0    0    2    1   2   1   7   5  s    E"  -53     0     0     0     0    0    0   8   5  a    E'    3 8917.100188  8914.639138   2.461050 16BaYuTeBe.1572   CD_b       True
8453.40433  0.01  0.01    0    0    2    1   2   1   7   5  s    E"  -53     0     0     0     0    0    0   7   5  a    E'    2 8917.111457  8914.639138   2.472319 16BaYuTeBe.2053   CD_b       True
8589.03374  0.01  0.01    0    0    2    1   2   1   7   4  a    E"  -54     0     0     0     0    0    0   6   4  s    E'    2 8946.618020  8946.088587   0.529433 16BaYuTeBe.2169     Br      False
8427.64092  0.01  0.01    0    0    2    1   2   1   7   3  s    E"  -55     0     0     0     0    0    0   7   2  s    E'    4 8967.485897  8968.401907  -0.916010 16BaYuTeBe.2012     Br      False
8347.37552  0.01  0.01    0    0    2    1   2   1   7   4  a    E"  -56     0     0     0     0    0    0   8   5  a    E'    3 8969.068508  8968.401907   0.666601 16BaYuTeBe.1777     Br      False
8516.84030  0.01  0.01    0    0    2    1   2   1   7   2  a    E"  -57     0     0     0     0    0    0   7   5  a    E'    2 8980.547427  8981.584147  -1.036720 16BaYuTeBe.2108     Br      False
8570.36870  0.01  0.01    0    0    2    1   2   1   7   1  s    E"  -58     0     0     0     0    0    0   6   1  a    E'    4 8983.606557  8983.454239   0.152318 16BaYuTeBe.2159     Br      False
8438.30778  0.01  0.01    0    0    2    1   2   1   7   1  s    E"  -59     0     0     0     0    0    0   7   1  a    E'    5 8989.628207  8987.767831   1.860376 16BaYuTeBe.2025     Br       True
8440.26588  0.01  0.01    0    0    2    1   2   1   7   2  a    E"  -60     0     0     0     0    0    0   7   1  a    E'    5 8991.586307  8987.767831   3.818476 16BaYuTeBe.2031     Br      False
7454.43167  0.01  0.01    1    1    0    2   0   2   7   7  a    E'   -1     0     0     0     0    0    0   8   8  a    E"    1 7932.580606  7931.531353   1.049253   16BaYuTeBe.38     Br      False
7527.81030  0.01  0.01    1    1    0    2   0   2   7   6  s    E'   -2     0     0     0     0    0    0   7   5  s    E"    2 7990.823453  7988.737532   2.085921  16BaYuTeBe.127     Br      False
7560.30648  0.01  0.01    1    1    0    2   0   2   7   4  s    E'   -3     0     0     0     0    0    0   7   5  s    E"    2 8023.319633  8017.693033   5.626600  16BaYuTeBe.169   CD_b       True
7621.05146  0.01  0.01    1    1    0    2   0   2   7   4  s    E'   -3     0     0     0     0    0    0   6   2  a    E"    3 8023.329283  8017.693033   5.636250  16BaYuTeBe.282   CD_b       True
7617.36527  0.01  0.01    1    1    0    2   0   2   7   2  s    E'   -4     0     0     0     0    0    0   7   4  a    E"    3 8114.041512  8112.066593   1.974919  16BaYuTeBe.275   CD_b      False
7755.76837  0.01  0.01    1    1    0    2   0   2   7   2  s    E'   -4     0     0     0     0    0    0   6   4  a    E"    2 8114.052955  8112.066593   1.986362  16BaYuTeBe.530   CD_b      False
7464.15443  0.01  0.01    1    1    1    0   1   0   7   5  a    E'   -5     0     0     0     0    0    0   8   4  a    E"    4 8118.604814  8118.577440   0.027374   16BaYuTeBe.49     Br       True
7587.70608  0.01  0.01    1    1    0    2   0   2   7   3  a    E'   -6     0     0     0     0    0    0   7   2  a    E"    4 8128.127839  8130.752994  -2.625155  16BaYuTeBe.214     CD      False
7430.21365  0.01  0.01    1    1    0    2   0   2   7   3  a    E'   -6     0     0     0     0    0    0   8   2  a    E"    5 8128.130739  8130.752994  -2.622255   16BaYuTeBe.15     CD      False
7517.89853  0.01  0.01    1    1    1    0   1   0   7   4  s    E'   -7     0     0     0     0    0    0   8   5  s    E"    3 8138.964133  8139.287788  -0.323655  16BaYuTeBe.114   CD_b      False
7675.96536  0.01  0.01    1    1    1    0   1   0   7   4  s    E'   -7     0     0     0     0    0    0   7   5  s    E"    2 8138.978513  8139.287788  -0.309275  16BaYuTeBe.375   CD_b      False
7782.06527  0.01  0.01    1    1    0    2   0   2   7   5  a    E'   -8     0     0     0     0    0    0   6   4  a    E"    2 8140.349855  8140.068225   0.281630  16BaYuTeBe.587     Br      False
7635.18881  0.01  0.01    1    1    1    0   1   0   7   3  a    E'   -9     0     0     0     0    0    0   7   2  a    E"    4 8175.610569  8175.763988  -0.153419  16BaYuTeBe.307     CD       True
7773.33311  0.01  0.01    1    1    1    0   1   0   7   3  a    E'   -9     0     0     0     0    0    0   6   2  a    E"    3 8175.610933  8175.763988  -0.153055  16BaYuTeBe.568     CD       True
7773.02691  0.01  0.01    1    1    1    0   1   0   7   2  s    E'  -10     0     0     0     0    0    0   6   1  s    E"    4 8185.651291  8186.493089  -0.841798  16BaYuTeBe.567     Br      False
7503.82899  0.01  0.01    1    1    0    2   0   2   7   1  a    E'  -11     0     0     0     0    0    0   8   2  a    E"    5 8201.746079  8203.577046  -1.830967   16BaYuTeBe.96     CD      False
7661.32611  0.01  0.01    1    1    0    2   0   2   7   1  a    E'  -11     0     0     0     0    0    0   7   2  a    E"    4 8201.747869  8203.577046  -1.829177  16BaYuTeBe.354     CD      False
7789.99744  0.01  0.01    1    1    1    0   1   0   7   0  s    E'  -12     0     0     0     0    0    0   6   1  s    E"    4 8202.621821  8203.577046  -0.955225  16BaYuTeBe.603     Br      False
7748.21090  0.01  0.01    0    1    2    0   2   0   7   7  a    E'  -13     0     0     0     0    0    0   8   8  a    E"    1 8226.359836  8226.203616   0.156220  16BaYuTeBe.513     Br       True
7728.44927  0.01  0.01    0    1    2    0   2   0   7   6  s    E'  -14     0     0     0     0    0    0   8   7  s    E"    2 8261.343663  8261.399828  -0.056165  16BaYuTeBe.480     CD       True
7887.09449  0.01  0.01    0    1    2    0   2   0   7   6  s    E'  -14     0     0     0     0    0    0   7   7  s    E"    1 8261.343809  8261.399828  -0.056019  16BaYuTeBe.763     CD       True
8006.24326  0.01  0.01    0    1    2    0   2   0   7   4  s    E'  -15     0     0     0     0    0    0   6   5  s    E"    1 8330.612263  8330.479055   0.133208  16BaYuTeBe.855     CD       True
7867.59916  0.01  0.01    0    1    2    0   2   0   7   4  s    E'  -15     0     0     0     0    0    0   7   5  s    E"    2 8330.612313  8330.479055   0.133258  16BaYuTeBe.737     CD       True
7865.89787  0.01  0.01    0    1    2    0   2   0   7   3  a    E'  -16     0     0     0     0    0    0   7   4  a    E"    3 8362.574112  8362.543795   0.030317  16BaYuTeBe.735     CD       True
8004.28956  0.01  0.01    0    1    2    0   2   0   7   3  a    E'  -16     0     0     0     0    0    0   6   4  a    E"    2 8362.574145  8362.543795   0.030350  16BaYuTeBe.853     CD       True
7708.12384  0.01  0.01    0    1    2    0   2   0   7   3  a    E'  -16     0     0     0     0    0    0   8   4  a    E"    4 8362.574224  8362.543795   0.030429  16BaYuTeBe.442     CD       True
7975.44117  0.01  0.01    0    1    2    0   2   0   7   0  s    E'  -17     0     0     0     0    0    0   6   1  s    E"    4 8388.065551  8387.987750   0.077801  16BaYuTeBe.811     CD       True
7837.31017  0.01  0.01    0    1    2    0   2   0   7   0  s    E'  -17     0     0     0     0    0    0   7   1  s    E"    5 8388.068842  8387.987750   0.081092  16BaYuTeBe.686     CD       True
7679.83035  0.01  0.01    0    1    2    0   2   0   7   0  s    E'  -17     0     0     0     0    0    0   8   1  s    E"    6 8388.068911  8387.987750   0.081161  16BaYuTeBe.382     CD       True
7850.42302  0.01  0.01    0    1    2    0   2   0   7   1  a    E'  -18     0     0     0     0    0    0   7   2  a    E"    4 8390.844779  8390.791555   0.053224  16BaYuTeBe.705     CD       True
7692.92930  0.01  0.01    0    1    2    0   2   0   7   1  a    E'  -18     0     0     0     0    0    0   8   2  a    E"    5 8390.846389  8390.791555   0.054834  16BaYuTeBe.406     CD       True
7988.56862  0.01  0.01    0    1    2    0   2   0   7   1  a    E'  -18     0     0     0     0    0    0   6   2  a    E"    3 8390.846443  8390.791555   0.054888  16BaYuTeBe.826     CD       True
7959.48303  0.01  0.01    2    0    0    1   0   1   7   7  a    E'  -19     0     0     0     0    0    0   8   8  a    E"    1 8437.631966  8438.270228  -0.638262  16BaYuTeBe.799     Br      False
7960.93052  0.01  0.01    2    0    0    1   0   1   7   6  s    E'  -20     0     0     0     0    0    0   8   7  s    E"    2 8493.824913  8493.689643   0.135270  16BaYuTeBe.802     CD      False
8119.58134  0.01  0.01    2    0    0    1   0   1   7   6  s    E'  -20     0     0     0     0    0    0   7   7  s    E"    1 8493.830659  8493.689643   0.141016 16BaYuTeBe.1048     CD      False
8210.88141  0.01  0.01    2    0    0    1   0   1   7   5  a    E'  -21     0     0     0     0    0    0   6   4  a    E"    2 8569.165995  8570.108349  -0.942354 16BaYuTeBe.1290     Br       True
8121.15214  0.01  0.01    2    0    0    1   0   1   7   4  s    E'  -22     0     0     0     0    0    0   7   5  s    E"    2 8584.165293  8582.901006   1.264287 16BaYuTeBe.1051     Br      False
8259.06144  0.01  0.01    2    0    0    1   0   1   7   3  a    E'  -23     0     0     0     0    0    0   6   4  a    E"    2 8617.346025  8617.578437  -0.232412 16BaYuTeBe.1443     Br       True
8273.01329  0.01  0.01    1    0    1    1   1   1   7   4  s    E'  -24     0     0     0     0    0    0   6   4  a    E"    2 8631.297875  8631.375717  -0.077842 16BaYuTeBe.1493   CD_b      False
8098.42092  0.01  0.01    1    0    1    1   1   1   7   4  s    E'  -24     0     0     0     0    0    0   8   7  s    E"    2 8631.315313  8631.375717  -0.060404 16BaYuTeBe.1015   CD_b      False
8140.45207  0.01  0.01    2    0    0    1   0   1   7   2  s    E'  -25     0     0     0     0    0    0   7   4  a    E"    3 8637.128312  8636.157968   0.970344 16BaYuTeBe.1091     Br      False
8171.86065  0.01  0.01    1    0    0    3   0   1   7   6  s    E'  -26     0     0     0     0    0    0   8   8  a    E"    1 8650.009586  8648.864907   1.144679 16BaYuTeBe.1175     Br      False
8179.61253  0.01  0.01    1    0    0    3   0   1   7   7  a    E'  -27     0     0     0     0    0    0   8   8  a    E"    1 8657.761466  8659.902217  -2.140751 16BaYuTeBe.1190     Br      False
8355.64059  0.01  0.01    1    0    1    1   1   1   7   4  s    E'  -28     0     0     0     0    0    0   6   5  s    E"    1 8680.009593  8680.173905  -0.164312 16BaYuTeBe.1808   CD_b      False
8058.95157  0.01  0.01    1    0    1    1   1   1   7   4  s    E'  -28     0     0     0     0    0    0   8   5  s    E"    3 8680.017173  8680.173905  -0.156732  16BaYuTeBe.942   CD_b      False
8218.66688  0.01  0.01    1    2    0    2   0   2   7   6  s    E'  -29     0     0     0     0    0    0   7   5  s    E"    2 8681.680033  8681.261899   0.418134 16BaYuTeBe.1313     Br      False
8308.35116  0.01  0.01    1    0    1    1   1   1   7   7  a    E'  -30     0     0     0     0    0    0   7   7  s    E"    1 8682.600479  8682.342714   0.257765 16BaYuTeBe.1625     Br      False
8158.71950  0.01  0.01    1    0    0    3   0   1   7   5  a    E'  -31     0     0     0     0    0    0   8   7  s    E"    2 8691.613893  8692.157339  -0.543446 16BaYuTeBe.1144     Br      False
8296.22610  0.01  0.01    1    0    1    1   1   1   7   7  a    E'  -32     0     0     0     0    0    0   6   2  a    E"    3 8698.503923  8698.567366  -0.063443 16BaYuTeBe.1575     CD      False
8158.08300  0.01  0.01    1    0    1    1   1   1   7   7  a    E'  -32     0     0     0     0    0    0   7   2  a    E"    4 8698.504759  8698.567366  -0.062607 16BaYuTeBe.1141     CD      False
8057.21857  0.01  0.01    1    0    1    1   1   1   7   3  a    E'  -33     0     0     0     0    0    0   8   4  a    E"    4 8711.668954  8710.476735   1.192219  16BaYuTeBe.940   CD_b      False
8215.00070  0.01  0.01    1    0    1    1   1   1   7   3  a    E'  -33     0     0     0     0    0    0   7   4  a    E"    3 8711.676942  8710.476735   1.200207 16BaYuTeBe.1302   CD_b      False
8164.42928  0.01  0.01    1    0    1    1   1   1   7   2  s    E'  -34     0     0     0     0    0    0   7   1  s    E"    5 8715.187952  8715.649223  -0.461271 16BaYuTeBe.1160     Br       True
8232.43533  0.01  0.01    1    0    1    1   1   1   7   5  a    E'  -35     0     0     0     0    0    0   7   4  a    E"    3 8729.111572  8729.200659  -0.089087 16BaYuTeBe.1355     Br       True
8370.96193  0.01  0.01    1    0    0    3   0   1   7   3  a    E'  -36     0     0     0     0    0    0   6   4  a    E"    2 8729.246515  8729.200659   0.045856 16BaYuTeBe.1865     Br      False
8375.43341  0.01  0.01    1    0    1    1   1   1   7   0  s    E'  -37     0     0     0     0    0    0   6   4  a    E"    2 8733.717995  8733.438514   0.279481 16BaYuTeBe.1876     CD      False
8193.29868  0.01  0.01    1    0    1    1   1   1   7   0  s    E'  -37     0     0     0     0    0    0   7   2  a    E"    4 8733.720439  8733.438514   0.281925 16BaYuTeBe.1230     CD      False
8331.44467  0.01  0.01    1    0    1    1   1   1   7   0  s    E'  -37     0     0     0     0    0    0   6   2  a    E"    3 8733.722493  8733.438514   0.283979 16BaYuTeBe.1711     CD      False
8237.04982  0.01  0.01    1    0    1    1   1   1   7   0  s    E'  -37     0     0     0     0    0    0   7   4  a    E"    3 8733.726062  8733.438514   0.287548 16BaYuTeBe.1368     CD      False
8338.90445  0.01  0.01    1    0    1    1   1   1   7   1  a    E'  -38     0     0     0     0    0    0   6   2  a    E"    3 8741.182273  8742.088339  -0.906066 16BaYuTeBe.1739     CD      False
8200.76265  0.01  0.01    1    0    1    1   1   1   7   1  a    E'  -38     0     0     0     0    0    0   7   2  a    E"    4 8741.184409  8742.088339  -0.903930 16BaYuTeBe.1254     CD      False
8212.95010  0.01  0.01    1    0    1    1   1   1   7   4  s    E'  -39     0     0     0     0    0    0   7   1  s    E"    5 8763.708772  8763.796775  -0.088003 16BaYuTeBe.1298     Br      False
8305.72457  0.01  0.01    1    0    1    1   1   1   7   5  a    E'  -40     0     0     0     0    0    0   7   5  s    E"    2 8768.737723  8767.506769   1.230954 16BaYuTeBe.1614   CD_b      False
8147.68014  0.01  0.01    1    0    1    1   1   1   7   5  a    E'  -40     0     0     0     0    0    0   8   5  s    E"    3 8768.745743  8767.506769   1.238974 16BaYuTeBe.1106   CD_b      False
8376.65601  0.01  0.01    1    2    0    2   0   2   7   4  s    E'  -41     0     0     0     0    0    0   6   2  a    E"    3 8778.933833  8779.401701  -0.467868 16BaYuTeBe.1879     Br      False
8322.15271  0.01  0.01    1    0    0    3   0   1   7   4  s    E'  -42     0     0     0     0    0    0   7   5  s    E"    2 8785.165863  8786.203647  -1.037784 16BaYuTeBe.1690     Br      False
8247.16198  0.01  0.01    1    0    0    3   0   1   7   2  s    E'  -43     0     0     0     0    0    0   7   1  s    E"    5 8797.920652  8797.399764   0.520888 16BaYuTeBe.1394     Br      False
8385.65638  0.01  0.01    0    0    2    1   2   1   7   7  a    E'  -44     0     0     0     0    0    0   6   1  s    E"    4 8798.280761  8798.674774  -0.394013 16BaYuTeBe.1915   CD_b      False
8424.04544  0.01  0.01    0    0    2    1   2   1   7   7  a    E'  -44     0     0     0     0    0    0   7   7  s    E"    1 8798.294759  8798.674774  -0.380015 16BaYuTeBe.2004   CD_b      False
8261.58093  0.01  0.01    1    0    0    3   0   1   7   1  a    E'  -45     0     0     0     0    0    0   7   2  a    E"    4 8802.002689  8802.224398  -0.221709 16BaYuTeBe.1453     Br      False
8406.86740  0.01  0.01    1    0    0    3   0   1   7   0  s    E'  -46     0     0     0     0    0    0   6   1  s    E"    4 8819.491781  8818.170457   1.321324 16BaYuTeBe.1971   CD_b      False
8268.74400  0.01  0.01    1    0    0    3   0   1   7   0  s    E'  -46     0     0     0     0    0    0   7   1  s    E"    5 8819.502672  8818.170457   1.332215 16BaYuTeBe.1480   CD_b      False
8123.22213  0.01  0.01    1    0    1    1   1   1   7   2  s    E'  -47     0     0     0     0    0    0   8   2  a    E"    5 8821.139219  8821.697769  -0.558550 16BaYuTeBe.1058     Br      False
8421.61825  0.01  0.01    1    2    0    2   0   2   7   2  s    E'  -48     0     0     0     0    0    0   6   1  s    E"    4 8834.242631  8833.890876   0.351755 16BaYuTeBe.1998   CD_b      False
8283.49585  0.01  0.01    1    2    0    2   0   2   7   2  s    E'  -48     0     0     0     0    0    0   7   1  s    E"    5 8834.254522  8833.890876   0.363646 16BaYuTeBe.1529   CD_b      False
8427.88572  0.01  0.01    0    0    2    1   2   1   7   5  a    E'  -49     0     0     0     0    0    0   7   5  s    E"    2 8890.898873  8892.493387  -1.594514 16BaYuTeBe.2013     Br      False
