        nu  unc1  unc2 nu1' nu2' nu3' nu4' L3' L4'  J'  K' i' Gtot'  Nb'  nu1"  nu2"  nu3"  nu4"  L3"  L4"  J"  K" i" Gtot"  Nb"          E'        Calc'  Obs-Calc'          Source Method  BandMatch
8238.78131  0.01  0.01    1    2    0    2   0   2   2   0  s    E'  -16     0     0     0     0    0    0   3   2  a    E"    1 8343.965065  8344.010966  -0.045901 16BaYuTeBe.1375     CD      False
8298.38219  0.01  0.01    1    2    0    2   0   2   2   0  s    E'  -16     0     0     0     0    0    0   2   2  a    E"    1 8343.969470  8344.010966  -0.041496 16BaYuTeBe.1584     CD      False
8299.51979  0.01  0.01    1    0    1    1   1   1   2   1  a    E'  -17     0     0     0     0    0    0   2   2  a    E"    1 8345.107070  8344.974869   0.132201 16BaYuTeBe.1588   CD_b       True
8328.94308  0.01  0.01    1    0    1    1   1   1   2   1  a    E'  -17     0     0     0     0    0    0   1   1  s    E"    1 8345.116073  8344.974869   0.141204 16BaYuTeBe.1706   CD_b       True
8439.56818  0.01  0.01    0    0    2    1   2   1   2   2  s    E'  -18     0     0     0     0    0    0   2   2  a    E"    1 8485.155460  8481.762102   3.393358 16BaYuTeBe.2028     Br       True
8390.85936  0.01  0.01    0    0    2    1   2   1   2   2  s    E'  -19     0     0     0     0    0    0   3   2  a    E"    1 8496.043115  8495.412101   0.631014 16BaYuTeBe.1934     Br      False
8442.23227  0.01  0.01    0    0    2    1   2   1   2   2  s    E'  -20     0     0     0     0    0    0   2   1  s    E"    2 8498.171003  8495.412101   2.758902 16BaYuTeBe.2036     Br      False
8383.59808  0.01  0.01    0    0    2    1   2   1   2   1  a    E'  -21     0     0     0     0    0    0   3   1  s    E"    2 8499.134711  8495.412101   3.722610 16BaYuTeBe.1906   CD_b       True
8443.20687  0.01  0.01    0    0    2    1   2   1   2   1  a    E'  -21     0     0     0     0    0    0   2   1  s    E"    2 8499.145603  8495.412101   3.733502 16BaYuTeBe.2037   CD_b       True
8389.12236  0.01  0.01    0    0    2    1   2   1   2   1  a    E'  -22     0     0     0     0    0    0   3   1  s    E"    2 8504.658991  8503.159223   1.499768 16BaYuTeBe.1932     Br       True
7486.51785  0.01  0.01    1    1    0    2   0   2   3   1  s   A2"   -1     0     0     0     0    0    0   3   0  s   A2'    2 7605.755709  7599.396177   6.359532   16BaYuTeBe.69     Br       True
7619.87356  0.01  0.01    1    1    0    2   0   2   3   2  a   A2"   -2     0     0     0     0    0    0   3   3  a   A2'    1 7706.531363  7701.039421   5.491942  16BaYuTeBe.279     Br      False
7683.55983  0.01  0.01    1    1    1    0   1   0   3   1  s   A2"   -3     0     0     0     0    0    0   3   3  a   A2'    1 7770.217633  7770.122240   0.095393  16BaYuTeBe.388     CD       True
7604.13042  0.01  0.01    1    1    1    0   1   0   3   1  s   A2"   -3     0     0     0     0    0    0   4   3  a   A2'    1 7770.218323  7770.122240   0.096083  16BaYuTeBe.250     CD       True
7650.98195  0.01  0.01    1    1    1    0   1   0   3   1  s   A2"   -3     0     0     0     0    0    0   3   0  s   A2'    2 7770.219809  7770.122240   0.097569  16BaYuTeBe.338     CD       True
7689.20711  0.01  0.01    1    1    1    0   1   0   3   2  a   A2"   -4     0     0     0     0    0    0   3   3  a   A2'    1 7775.864913  7775.827312   0.037601  16BaYuTeBe.400     CD       True
7656.62713  0.01  0.01    1    1    1    0   1   0   3   2  a   A2"   -4     0     0     0     0    0    0   3   0  s   A2'    2 7775.864989  7775.827312   0.037677  16BaYuTeBe.342     CD       True
7609.78080  0.01  0.01    1    1    1    0   1   0   3   2  a   A2"   -4     0     0     0     0    0    0   4   3  a   A2'    1 7775.868703  7775.827312   0.041391  16BaYuTeBe.259     CD       True
7797.03622  0.01  0.01    0    1    2    0   2   0   3   2  a   A2"   -5     0     0     0     0    0    0   4   3  a   A2'    1 7963.124123  7963.094430   0.029693  16BaYuTeBe.624     CD       True
7876.46643  0.01  0.01    0    1    2    0   2   0   3   2  a   A2"   -5     0     0     0     0    0    0   3   3  a   A2'    1 7963.124233  7963.094430   0.029803  16BaYuTeBe.750     CD       True
7799.95631  0.01  0.01    0    1    2    0   2   0   3   1  s   A2"   -6     0     0     0     0    0    0   4   3  a   A2'    1 7966.044213  7965.962911   0.081302  16BaYuTeBe.629     CD       True
7846.80734  0.01  0.01    0    1    2    0   2   0   3   1  s   A2"   -6     0     0     0     0    0    0   3   0  s   A2'    2 7966.045199  7965.962911   0.082288  16BaYuTeBe.700     CD       True
8024.33969  0.01  0.01    2    0    0    1   0   1   3   2  a   A2"   -7     0     0     0     0    0    0   4   3  a   A2'    1 8190.427593  8192.018789  -1.591196  16BaYuTeBe.891     Br       True
8117.58325  0.01  0.01    1    0    1    1   1   1   3   3  s   A2"   -8     0     0     0     0    0    0   3   3  a   A2'    1 8204.241053  8204.968211  -0.727158 16BaYuTeBe.1045     Br       True
8093.30674  0.01  0.01    1    0    1    1   1   1   3   0  a   A2"   -9     0     0     0     0    0    0   4   3  a   A2'    1 8259.394643  8259.048562   0.346081 16BaYuTeBe.1007     Br      False
8200.69195  0.01  0.01    1    0    1    1   1   1   3   2  a   A2"  -10     0     0     0     0    0    0   3   3  a   A2'    1 8287.349753  8286.195519   1.154234 16BaYuTeBe.1252     Br       True
8252.78426  0.01  0.01    1    0    0    3   0   1   3   1  s   A2"  -11     0     0     0     0    0    0   3   0  s   A2'    2 8372.022119  8372.479547  -0.457428 16BaYuTeBe.1420     CD      False
8205.93563  0.01  0.01    1    0    0    3   0   1   3   1  s   A2"  -11     0     0     0     0    0    0   4   3  a   A2'    1 8372.023533  8372.479547  -0.456014 16BaYuTeBe.1265     CD      False
8208.76502  0.01  0.01    1    0    0    3   0   1   3   2  a   A2"  -12     0     0     0     0    0    0   4   3  a   A2'    1 8374.852923  8375.898364  -1.045441 16BaYuTeBe.1281     Br      False
7521.82192  0.01  0.01    1    1    0    2   0   2   3   2  s   A2'   -1     0     0     0     0    0    0   3   3  s   A2"    1 7607.683501  7601.177563   6.505938  16BaYuTeBe.121   CD_b       True
7442.36521  0.01  0.01    1    1    0    2   0   2   3   2  s   A2'   -1     0     0     0     0    0    0   4   3  s   A2"    1 7607.696312  7601.177563   6.518749   16BaYuTeBe.23   CD_b       True
7518.20123  0.01  0.01    1    1    0    2   0   2   3   1  a   A2'   -2     0     0     0     0    0    0   4   0  a   A2"    2 7717.495167  7722.236028  -4.740861  16BaYuTeBe.115   CD_b      False
7657.11783  0.01  0.01    1    1    0    2   0   2   3   1  a   A2'   -2     0     0     0     0    0    0   2   0  a   A2"    1 7717.530848  7722.236028  -4.705180  16BaYuTeBe.343   CD_b      False
7673.18737  0.01  0.01    1    1    1    0   1   0   3   2  s   A2'   -3     0     0     0     0    0    0   3   3  s   A2"    1 7759.048951  7758.990223   0.058728  16BaYuTeBe.368     CD       True
7593.72256  0.01  0.01    1    1    1    0   1   0   3   2  s   A2'   -3     0     0     0     0    0    0   4   3  s   A2"    1 7759.053662  7758.990223   0.063439  16BaYuTeBe.229     CD       True
7586.21639  0.01  0.01    1    1    1    0   1   0   3   1  a   A2'   -4     0     0     0     0    0    0   4   0  a   A2"    2 7785.510327  7785.085176   0.425151  16BaYuTeBe.211   CD_b       True
7725.14528  0.01  0.01    1    1    1    0   1   0   3   1  a   A2'   -4     0     0     0     0    0    0   2   0  a   A2"    1 7785.558298  7785.085176   0.473122  16BaYuTeBe.473   CD_b       True
7788.49335  0.01  0.01    0    1    2    0   2   0   3   2  s   A2'   -5     0     0     0     0    0    0   4   3  s   A2"    1 7953.824452  7953.714145   0.110307  16BaYuTeBe.599     CD       True
7867.96296  0.01  0.01    0    1    2    0   2   0   3   2  s   A2'   -5     0     0     0     0    0    0   3   3  s   A2"    1 7953.824541  7953.714145   0.110396  16BaYuTeBe.738     CD       True
7776.77539  0.01  0.01    0    1    2    0   2   0   3   1  a   A2'   -6     0     0     0     0    0    0   4   0  a   A2"    2 7976.069327  7976.106352  -0.037025  16BaYuTeBe.577     CD       True
7915.65669  0.01  0.01    0    1    2    0   2   0   3   1  a   A2'   -6     0     0     0     0    0    0   2   0  a   A2"    1 7976.069708  7976.106352  -0.036644  16BaYuTeBe.779     CD       True
8102.71721  0.01  0.01    2    0    0    1   0   1   3   2  s   A2'   -7     0     0     0     0    0    0   3   3  s   A2"    1 8188.578791  8190.940321  -2.361530 16BaYuTeBe.1022     Br       True
8121.93204  0.01  0.01    1    0    1    1   1   1   3   3  a   A2'   -8     0     0     0     0    0    0   3   3  s   A2"    1 8207.793621  8207.308172   0.485449 16BaYuTeBe.1053     Br       True
8153.62052  0.01  0.01    2    0    0    1   0   1   3   1  a   A2'   -9     0     0     0     0    0    0   2   0  a   A2"    1 8214.033538  8215.577027  -1.543489 16BaYuTeBe.1124     Br       True
8285.42674  0.01  0.01    1    0    0    3   0   1   3   2  s   A2'  -10     0     0     0     0    0    0   3   3  s   A2"    1 8371.288321  8370.445427   0.842894 16BaYuTeBe.1535   CD_b      False
8205.96633  0.01  0.01    1    0    0    3   0   1   3   2  s   A2'  -10     0     0     0     0    0    0   4   3  s   A2"    1 8371.297432  8370.445427   0.852005 16BaYuTeBe.1266   CD_b      False
8285.58394  0.01  0.01    1    0    0    3   0   1   3   1  a   A2'  -11     0     0     0     0    0    0   3   3  s   A2"    1 8371.445521  8370.445427   1.000094 16BaYuTeBe.1537   CD_b      False
8311.05085  0.01  0.01    1    0    0    3   0   1   3   1  a   A2'  -11     0     0     0     0    0    0   2   0  a   A2"    1 8371.463868  8370.445427   1.018441 16BaYuTeBe.1641   CD_b      False
8175.97204  0.01  0.01    1    2    0    2   0   2   3   2  s   A2'  -12     0     0     0     0    0    0   4   0  a   A2"    2 8375.265977  8373.632801   1.633176 16BaYuTeBe.1180     CD      False
8289.40763  0.01  0.01    1    2    0    2   0   2   3   2  s   A2'  -12     0     0     0     0    0    0   3   3  s   A2"    1 8375.269211  8373.632801   1.636410 16BaYuTeBe.1553     CD      False
8314.86203  0.01  0.01    1    2    0    2   0   2   3   2  s   A2'  -12     0     0     0     0    0    0   2   0  a   A2"    1 8375.275048  8373.632801   1.642247 16BaYuTeBe.1657     CD      False
8338.96645  0.01  0.01    1    0    1    1   1   1   3   2  s   A2'  -13     0     0     0     0    0    0   2   0  a   A2"    1 8399.379468  8399.582397  -0.202929 16BaYuTeBe.1740     Br      False
8314.72393  0.01  0.01    1    0    1    1   1   1   3   0  s   A2'  -14     0     0     0     0    0    0   3   3  s   A2"    1 8400.585511  8400.562612   0.022899 16BaYuTeBe.1656   CD_b       True
8340.18274  0.01  0.01    1    0    1    1   1   1   3   0  s   A2'  -14     0     0     0     0    0    0   2   0  a   A2"    1 8400.595758  8400.562612   0.033146 16BaYuTeBe.1745   CD_b       True
8358.07318  0.01  0.01    0    0    2    1   2   1   3   3  a   A2'  -15     0     0     0     0    0    0   4   3  s   A2"    1 8523.404282  8520.351141   3.053141 16BaYuTeBe.1823     Br       True
8453.90303  0.01  0.01    0    0    2    1   2   1   3   3  a   A2'  -16     0     0     0     0    0    0   3   3  s   A2"    1 8539.764611  8537.798860   1.965751 16BaYuTeBe.2054     CD       True
8374.43542  0.01  0.01    0    0    2    1   2   1   3   3  a   A2'  -16     0     0     0     0    0    0   4   3  s   A2"    1 8539.766522  8537.798860   1.967662 16BaYuTeBe.1874     CD       True
8364.86855  0.01  0.01    0    0    2    1   2   1   3   0  s   A2'  -17     0     0     0     0    0    0   4   0  a   A2"    2 8564.162487  8563.619550   0.542937 16BaYuTeBe.1849     Br       True
8491.42309  0.01  0.01    0    0    2    1   2   1   3   2  s   A2'  -18     0     0     0     0    0    0   3   3  s   A2"    1 8577.284671  8572.940366   4.344305 16BaYuTeBe.2094     Br       True
7458.45985  0.01  0.01    1    1    0    2   0   2   3   0  a    E"   -1     0     0     0     0    0    0   4   1  a    E'    3 7654.071171  7652.553378   1.517793   16BaYuTeBe.44   CD_b      False
7537.80926  0.01  0.01    1    1    0    2   0   2   3   0  a    E"   -1     0     0     0     0    0    0   3   1  a    E'    2 7654.087555  7652.553378   1.534177  16BaYuTeBe.142   CD_b      False
7612.66899  0.01  0.01    1    1    0    2   0   2   3   3  s    E"   -2     0     0     0     0    0    0   2   2  s    E'    1 7657.464968  7652.553378   4.911590  16BaYuTeBe.265     CD      False
7553.04831  0.01  0.01    1    1    0    2   0   2   3   3  s    E"   -2     0     0     0     0    0    0   3   2  s    E'    1 7657.470398  7652.553378   4.917020  16BaYuTeBe.156     CD      False
7645.25027  0.01  0.01    1    1    0    2   0   2   3   1  s    E"   -3     0     0     0     0    0    0   2   2  s    E'    1 7690.046248  7689.496777   0.549471  16BaYuTeBe.329     CD      False
7585.62809  0.01  0.01    1    1    0    2   0   2   3   1  s    E"   -3     0     0     0     0    0    0   3   2  s    E'    1 7690.050178  7689.496777   0.553401  16BaYuTeBe.207     CD      False
7590.95147  0.01  0.01    1    1    0    2   0   2   3   2  a    E"   -4     0     0     0     0    0    0   3   1  a    E'    2 7707.229765  7705.298539   1.931226  16BaYuTeBe.220     Br      False
7556.52819  0.01  0.01    1    1    1    0   1   0   3   3  s    E"   -5     0     0     0     0    0    0   4   2  s    E'    2 7740.357301  7740.264851   0.092450  16BaYuTeBe.162     CD       True
7635.93611  0.01  0.01    1    1    1    0   1   0   3   3  s    E"   -5     0     0     0     0    0    0   3   2  s    E'    1 7740.358198  7740.264851   0.093347  16BaYuTeBe.311     CD       True
7695.56319  0.01  0.01    1    1    1    0   1   0   3   3  s    E"   -5     0     0     0     0    0    0   2   2  s    E'    1 7740.359168  7740.264851   0.094317  16BaYuTeBe.412     CD       True
7585.93319  0.01  0.01    1    1    1    0   1   0   3   1  s    E"   -6     0     0     0     0    0    0   4   2  s    E'    2 7769.762301  7769.958379  -0.196078  16BaYuTeBe.209     Br       True
7659.50052  0.01  0.01    1    1    1    0   1   0   3   2  a    E"   -7     0     0     0     0    0    0   3   1  a    E'    2 7775.778815  7775.678509   0.100306  16BaYuTeBe.351     Br       True
7895.62966  0.01  0.01    0    1    2    0   2   0   3   3  s    E"   -8     0     0     0     0    0    0   2   2  s    E'    1 7940.425638  7940.539601  -0.113963  16BaYuTeBe.771     CD       True
7756.59687  0.01  0.01    0    1    2    0   2   0   3   3  s    E"   -8     0     0     0     0    0    0   4   2  s    E'    2 7940.425981  7940.539601  -0.113620  16BaYuTeBe.531     CD       True
7836.00478  0.01  0.01    0    1    2    0   2   0   3   3  s    E"   -8     0     0     0     0    0    0   3   2  s    E'    1 7940.426868  7940.539601  -0.112733  16BaYuTeBe.682     CD       True
7770.85511  0.01  0.01    0    1    2    0   2   0   3   2  a    E"   -9     0     0     0     0    0    0   4   1  a    E'    3 7966.466431  7966.533810  -0.067379  16BaYuTeBe.562     CD       True
7850.18863  0.01  0.01    0    1    2    0   2   0   3   2  a    E"   -9     0     0     0     0    0    0   3   1  a    E'    2 7966.466925  7966.533810  -0.066885  16BaYuTeBe.704     CD       True
7909.75781  0.01  0.01    0    1    2    0   2   0   3   2  a    E"   -9     0     0     0     0    0    0   2   1  a    E'    2 7966.467037  7966.533810  -0.066773  16BaYuTeBe.776     CD       True
7861.87528  0.01  0.01    0    1    2    0   2   0   3   0  a    E"  -10     0     0     0     0    0    0   3   1  a    E'    2 7978.153575  7978.158676  -0.005101  16BaYuTeBe.728     CD       True
7921.44437  0.01  0.01    0    1    2    0   2   0   3   0  a    E"  -10     0     0     0     0    0    0   2   1  a    E'    2 7978.153597  7978.158676  -0.005079  16BaYuTeBe.782     CD       True
8134.38969  0.01  0.01    2    0    0    1   0   1   3   3  s    E"  -11     0     0     0     0    0    0   2   2  s    E'    1 8179.185668  8181.059779  -1.874111 16BaYuTeBe.1075     Br       True
8020.67910  0.01  0.01    2    0    0    1   0   1   3   1  s    E"  -12     0     0     0     0    0    0   4   2  s    E'    2 8204.508211  8206.820745  -2.312534  16BaYuTeBe.886     CD       True
8159.72960  0.01  0.01    2    0    0    1   0   1   3   1  s    E"  -12     0     0     0     0    0    0   2   2  s    E'    1 8204.525578  8206.820745  -2.295167 16BaYuTeBe.1146   CD_b       True
8156.58711  0.01  0.01    2    0    0    1   0   1   3   0  a    E"  -13     0     0     0     0    0    0   2   1  a    E'    2 8213.296337  8214.859954  -1.563617 16BaYuTeBe.1134     Br       True
8196.73756  0.01  0.01    1    0    1    1   1   1   3   2  a    E"  -14     0     0     0     0    0    0   2   2  s    E'    1 8241.533538  8237.886839   3.646699 16BaYuTeBe.1242     Br       True
8242.29910  0.01  0.01    1    0    1    1   1   1   3   0  a    E"  -15     0     0     0     0    0    0   2   1  a    E'    2 8299.008327  8299.377706  -0.369379 16BaYuTeBe.1385     CD      False
8182.73471  0.01  0.01    1    0    1    1   1   1   3   0  a    E"  -15     0     0     0     0    0    0   3   1  a    E'    2 8299.013005  8299.377706  -0.364701 16BaYuTeBe.1201     CD      False
8162.00019  0.01  0.01    1    0    0    3   0   1   3   3  s    E"  -16     0     0     0     0    0    0   4   2  s    E'    2 8345.829301  8345.187707   0.641594 16BaYuTeBe.1153     CD      False
8301.03838  0.01  0.01    1    0    0    3   0   1   3   3  s    E"  -16     0     0     0     0    0    0   2   2  s    E'    1 8345.834358  8345.187707   0.646651 16BaYuTeBe.1595     CD      False
8308.04516  0.01  0.01    1    2    0    2   0   2   3   3  s    E"  -17     0     0     0     0    0    0   2   2  s    E'    1 8352.841138  8353.106935  -0.265797 16BaYuTeBe.1623   CD_b      False
8248.42818  0.01  0.01    1    2    0    2   0   2   3   3  s    E"  -17     0     0     0     0    0    0   3   2  s    E'    1 8352.850268  8353.106935  -0.256667 16BaYuTeBe.1400   CD_b      False
8171.46526  0.01  0.01    1    0    0    3   0   1   3   1  s    E"  -18     0     0     0     0    0    0   4   2  s    E'    2 8355.294371  8355.447246  -0.152875 16BaYuTeBe.1174     CD      False
