C.1	C.2       	C.3       	C.4       	C.5                 	C.6	C.7	C.8	C.9	C.10	C.11	C.12	C.13	C.14	C.15	C.16	C.17	C.18	C.19	C.20	C.21	C.22	C.23	C.24	C.25	C.26	C.27	C.28	C.29	C.30	C.31	C.32
1	5081.39814	   0.00007	3.4020E-24	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	6	5	6	6	150	0	0	0	0	0	0	1	5	6	5	6	3	1
1	5081.42931	   0.00011	3.0789E-24	0202_00_aA2"<-0000  	1	0	2	0	2	0	0	1	5	7	7	6	3	162	0	0	0	0	0	0	0	1	7	7	6	6	1
1	5081.45071	   0.00090	8.7433E-24	0401_01_sE'<-0000   	1	0	4	0	1	0	1	0	3	4	1	6	6	114	0	0	0	0	0	0	0	1	4	2	3	3	2
1	5081.48950	   0.00057	2.2654E-23	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	11	3	5	6	302	0	0	0	0	0	0	0	1	11	4	3	3	6
1	5081.50103	   0.00002	1.1900E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	4	1	6	2	50	0	0	0	0	0	0	0	1	4	3	5	5	1
1	5081.55637	   0.00008	5.1563E-23	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	1	1	6	2	35	0	1	0	0	0	0	1	5	0	0	1	5	2
1	5081.59962	   0.00010	2.3430E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	5	1	6	5	66	0	0	0	0	0	0	1	5	5	3	4	2	1
1	5081.63033	   0.00063	1.2240E-24	0111_11_sA2'<-0100  	1	0	1	1	1	1	1	0	2	8	1	6	6	324	0	1	0	0	0	0	0	1	8	2	3	3	11
1	5081.65489	   0.00002	1.7410E-23	0202_00_aA2"<-0000  	1	0	2	0	2	0	0	1	5	6	6	1	5	77	0	0	0	0	0	0	0	1	6	6	2	2	1
1	5081.66975	   0.00044	8.1400E-24	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	8	2	3	6	225	0	0	0	0	0	0	0	1	8	2	3	3	5
1	5081.69189	   0.00028	2.8866E-23	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	4	1	6	3	117	0	0	0	0	0	0	1	5	4	2	3	6	2
1	5081.72797	   0.00001	4.1250E-24	0210_10_sE'<-0000   	1	0	2	1	0	1	0	0	3	10	6	2	3	273	0	0	0	0	0	0	1	5	10	4	3	6	5
1	5081.84886	   0.00007	4.9230E-23	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	4	1	6	6	115	0	0	0	0	0	0	0	1	4	2	3	3	2
1	5081.86342	   0.00006	7.6236E-23	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	5	1	6	3	143	0	0	0	0	0	0	1	5	5	2	3	6	3
	5082.01378	          	2.7670E-25																												
	5082.10281	          	1.1930E-24																												
1	5082.14538	   0.00003	2.2990E-24	0202_02_aE"<-0000   	1	0	2	0	2	0	2	1	6	8	5	6	2	104	0	0	0	0	0	0	0	1	8	3	5	5	2
1	5082.29248	   0.00055	1.8019E-23	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	2	1	6	3	97	0	1	0	0	0	0	1	5	2	2	3	6	4
1	5082.33476	   0.00058	2.2370E-23	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	3	1	6	3	131	0	1	0	0	0	0	1	5	3	2	3	6	4
1	5082.36800	   0.00016	2.1100E-23	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	4	1	6	3	173	0	1	0	0	0	0	1	5	4	2	3	6	6
1	5082.38533	   0.00005	1.3450E-23	0401_01_sE'<-0000   	1	0	4	0	1	0	1	0	3	8	0	1	3	219	0	0	0	0	0	0	1	5	8	4	3	6	4
2	5082.40913	          	3.7464E-23																												
1	5082.43486	   0.00014	1.9600E-24	0011_11_sA2'<-0000  	1	0	0	1	1	1	1	0	2	11	1	6	6	312	0	0	0	0	0	0	0	1	11	2	3	3	7
1	5082.45681	   0.00028	1.4010E-23	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	5	1	6	3	211	0	1	0	0	0	0	1	5	5	2	3	6	8
	5082.53773	          	2.2550E-24																												
1	5082.60149	   0.00083	5.9050E-24	0210_10_sE'<-0000   	1	0	2	1	0	1	0	0	3	3	0	2	3	94	0	0	0	0	0	0	1	5	4	2	3	6	2
1	5082.62623	   0.00009	5.9506E-23	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	10	3	5	3	274	0	0	0	0	0	0	1	5	10	4	3	6	5
1	5082.66606	   0.00002	1.0920E-22	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	5	1	6	2	74	0	0	0	0	0	0	0	1	5	3	5	5	1
2	5082.67403	          	3.7549E-23																												
1	5082.69408	   0.00019	7.7360E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	7	2	3	2	91	0	0	0	0	0	0	1	5	6	0	1	5	3
1	5082.73350	   0.00008	2.2390E-24	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	6	5	6	3	152	0	0	0	0	0	0	0	1	6	5	6	6	1
1	5082.75513	          	5.0682E-24	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	6	1	6	3	250	0	1	0	0	0	0	1	5	6	2	3	6	8
1	5082.82570	   0.00009	6.2720E-23	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	10	3	5	6	273	0	0	0	0	0	0	0	1	10	4	3	3	5
1	5082.88365	   0.00009	3.6300E-24	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	8	2	3	3	227	0	0	0	0	0	0	1	5	8	2	3	6	5
1	5082.95019	   0.00043	8.5758E-23	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	5	1	6	6	145	0	0	0	0	0	0	0	1	5	2	3	3	3
1	5083.11907	   0.00082	8.8260E-23	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	6	1	6	3	171	0	0	0	0	0	0	1	5	6	2	3	6	3
1	5083.16445	   0.00002	1.1008E-22	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	7	4	3	5	78	0	0	0	0	0	0	1	5	6	3	4	2	2
1	5083.20345	   0.00074	1.1330E-22	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	7	4	3	2	90	0	0	0	0	0	0	0	1	6	3	5	5	2
	5083.38184	          	5.5120E-25																												
1	5083.46092	   0.00028	3.4440E-24	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	7	1	6	3	289	0	1	0	0	0	0	1	5	7	2	3	6	10
1	5083.49397	          	6.1360E-24	0211_11_sE'<-0200   	1	0	2	1	1	1	1	0	3	2	2	3	2	61	0	2	0	0	0	0	0	1	3	3	5	5	3
1	5083.56935	   0.00003	3.8630E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	2	2	3	5	32	0	0	0	0	0	0	0	1	1	0	2	2	1
1	5083.62006	   0.00036	1.7210E-24	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	9	2	3	5	179	0	1	0	0	0	0	1	5	9	3	4	2	7
2	5083.62896	          	6.4357E-25																												
1	5083.63915	   0.00020	2.7210E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	6	1	6	2	78	0	0	0	0	0	0	0	1	6	3	5	5	2
2	5083.77673	          	1.1105E-23																												
1	5083.86342	   0.00041	1.5164E-22	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	9	3	4	3	244	0	0	0	0	0	0	1	5	9	4	3	6	4
2	5084.00379	          	1.5842E-24																												
2	5084.06819	          	1.0436E-23																												
1	5084.09833	   0.00031	2.9388E-23	0111_11_sE'<-0100   	1	0	1	1	1	1	1	0	3	2	0	1	3	94	0	1	0	0	0	0	0	1	2	1	6	6	3
1	5084.10825	   0.00042	3.2610E-23	0111_11_sE'<-0100   	1	0	1	1	1	1	1	0	3	3	0	2	3	128	0	1	0	0	0	0	0	1	3	1	6	6	3
1	5084.18448	   0.00006	2.1670E-23	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	6	6	2	2	69	0	0	0	0	0	0	1	5	6	6	1	5	1
1	5084.20248	   0.00024	1.5870E-22	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	9	3	4	6	245	0	0	0	0	0	0	0	1	9	4	3	3	4
1	5084.21584	   0.00009	2.1000E-23	0111_11_sE'<-0100   	1	0	1	1	1	1	1	0	3	1	0	2	3	53	0	1	0	0	0	0	0	1	1	1	6	6	2
1	5084.27813	   0.00002	6.2971E-23	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	6	1	6	5	90	0	0	0	0	0	0	1	5	6	3	4	2	2
2	5084.42899	          	1.2512E-24																												
	5084.49894	          	4.8040E-24																												
1	5084.54591	   0.00159	1.7960E-23	0111_11_sE'<-0100   	1	0	1	1	1	1	1	0	3	4	0	1	3	171	0	1	0	0	0	0	0	1	4	1	6	6	5
1	5084.56590	   0.00028	9.6946E-23	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	6	1	6	6	169	0	0	0	0	0	0	0	1	6	2	3	3	3
1	5084.65082	   0.00002	4.7537E-21	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	3	3	5	3	78	0	0	0	0	0	0	1	5	2	2	3	6	1
1	5084.76374	   0.00046	3.2022E-23	0202_02_aE"<-0000   	1	0	2	0	2	0	2	1	6	7	5	6	2	102	0	0	0	0	0	0	0	1	7	3	5	5	2
1	5084.84279	   0.00036	7.4610E-24	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	11	2	3	3	314	0	0	0	0	0	0	0	1	11	1	6	6	8
1	5084.87248	   0.00050	2.5046E-22	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	8	7	6	2	78	0	0	0	0	0	0	1	5	7	6	1	5	1
1	5084.87279	   0.00010	2.5190E-22	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	8	7	6	5	87	0	0	0	0	0	0	0	1	7	6	2	2	1
1	5084.88129	   0.00106	6.8756E-23	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	7	1	6	3	198	0	0	0	0	0	0	1	5	7	2	3	6	4
1	5084.88907	   0.00010	4.8468E-21	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	3	3	5	6	79	0	0	0	0	0	0	0	1	2	2	3	3	1
1	5085.00056	   0.00001	3.2000E-22	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	8	3	5	3	220	0	0	0	0	0	0	1	5	8	4	3	6	4
1	5085.08421	   0.00012	8.4847E-24	0111_11_sE'<-0100   	1	0	1	1	1	1	1	0	3	5	0	2	3	208	0	1	0	0	0	0	0	1	5	1	6	6	7
1	5085.15129	   0.00100	1.3872E-24	0211_11_sE'<-0200   	1	0	2	1	1	1	1	0	3	5	4	3	2	157	0	2	0	0	0	0	0	1	5	3	5	5	4
1	5085.15159	   0.00054	1.1113E-23	0210_10_sE'<-0000   	1	0	2	1	0	1	0	0	3	5	3	5	6	149	0	0	0	0	0	0	1	5	6	5	6	3	1
1	5085.21088	   0.00014	3.2232E-22	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	8	3	5	6	217	0	0	0	0	0	0	0	1	8	4	3	3	4
1	5085.41088	   0.00002	5.6541E-22	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	7	3	4	3	188	0	0	0	0	0	0	1	5	7	4	3	6	3
1	5085.55110	   0.00044	4.3360E-23	0401_01_sE'<-0000   	1	0	4	0	1	0	1	0	3	6	5	6	6	157	0	0	0	0	0	0	0	1	6	4	3	3	2
	5085.64175	          	4.7650E-24																												
1	5085.69115	   0.00006	4.2570E-24	0401_01_sE'<-0000   	1	0	4	0	1	0	1	0	3	7	7	6	5	82	0	0	0	0	0	0	0	1	7	6	2	2	1
1	5085.76258	   0.00005	9.4240E-24	0111_11_sE'<-0100   	1	0	1	1	1	1	1	0	3	6	0	1	3	247	0	1	0	0	0	0	0	1	6	1	6	6	7
	5085.77992	          	1.6620E-24																												
1	5085.98166	   0.00006	6.1229E-22	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	7	3	4	6	189	0	0	0	0	0	0	0	1	7	4	3	3	3
1	5086.04012	   0.00224	6.6547E-23	0011_11_aA1"<-0000  	1	0	0	1	1	1	1	1	4	3	0	2	5	41	0	0	0	0	0	0	1	5	3	3	4	2	1
1	5086.04394	   0.00003	6.7064E-21	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	2	1	6	5	33	0	0	0	0	0	0	0	1	1	0	2	2	1
1	5086.08636	   0.00019	9.7880E-22	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	6	3	5	3	162	0	0	0	0	0	0	1	5	6	4	3	6	2
1	5086.28080	   0.00124	3.5782E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	8	3	5	6	195	0	0	0	0	0	0	1	5	7	1	6	3	5
	5086.29829	          	3.4241E-24																												
	5086.32038	          	4.8069E-24																												
1	5086.36537	   0.00020	1.2941E-21	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	5	3	4	3	134	0	0	0	0	0	0	1	5	5	4	3	6	2
	5086.39737	          	5.3730E-24																												
1	5086.44456	   0.00055	1.1659E-21	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	4	3	5	3	108	0	0	0	0	0	0	1	5	4	4	3	6	1
1	5086.50033	   0.00025	9.4542E-22	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	6	3	5	6	158	0	0	0	0	0	0	0	1	6	4	3	3	2
	5086.59876	          	1.3310E-24																												
1	5086.63849	   0.00004	8.2480E-23	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	7	1	6	6	199	0	0	0	0	0	0	0	1	7	2	3	3	4
1	5086.70966	   0.00002	1.2039E-21	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	4	3	5	6	104	0	0	0	0	0	0	0	1	4	4	3	3	1
1	5086.71679	   0.00013	1.2320E-21	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	5	3	4	6	133	0	0	0	0	0	0	0	1	5	4	3	3	2
1	5086.82507	   0.00041	5.1530E-23	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	6	0	1	6	148	0	0	0	0	0	0	1	5	5	1	6	3	4
1	5087.02382	   0.00273	1.8340E-24	0111_11_sE'<-0100   	1	0	1	1	1	1	1	0	3	8	0	1	3	329	0	1	0	0	0	0	0	1	8	1	6	6	11
1	5087.05992	   0.00023	4.6715E-23	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	8	1	6	3	228	0	0	0	0	0	0	1	5	8	2	3	6	5
1	5087.11204	   0.00035	2.2056E-23	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	1	0	2	2	25	0	0	0	0	0	0	1	5	0	0	1	5	1
1	5087.13664	   0.00001	1.2220E-22	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	6	1	6	5	79	0	0	0	0	0	0	0	1	5	0	2	2	2
1	5087.19851	   0.00001	3.3694E-23	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	7	1	6	2	103	0	0	0	0	0	0	0	1	7	3	5	5	2
	5087.29436	          	2.2570E-24																												
1	5087.40443	   0.00024	2.4670E-22	0011_11_sA2'<-0000  	1	0	0	1	1	1	1	0	2	4	0	1	2	51	0	0	0	0	0	0	0	1	4	3	5	5	1
1	5087.50438	   0.00087	2.1170E-24	0401_01_sE'<-0000   	1	0	4	0	1	0	1	0	3	7	5	6	5	84	0	0	0	0	0	0	0	1	7	6	2	2	1
1	5087.58531	   0.00052	8.9534E-24	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	7	7	6	6	167	0	0	0	0	0	0	1	5	7	7	6	3	1
1	5087.73937	   0.00006	3.7120E-24	0202_02_aE"<-0000   	1	0	2	0	2	0	2	1	6	6	5	6	2	79	0	0	0	0	0	0	0	1	6	3	5	5	2
1	5087.80096	   0.00154	5.8670E-24	0210_10_sE'<-0000   	1	0	2	1	0	1	0	0	3	6	5	6	6	163	0	0	0	0	0	0	1	5	7	7	6	3	1
1	5087.90049	   0.00049	9.3837E-24	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	7	2	3	5	138	0	1	0	0	0	0	1	5	7	3	4	2	5
1	5087.90979	   0.00017	1.4789E-23	0210_10_sE'<-0000   	1	0	2	1	0	1	0	0	3	7	5	6	5	95	0	0	0	0	0	0	1	5	7	3	4	2	2
1	5087.91915	   0.00010	4.6678E-23	0401_01_sE'<-0000   	1	0	4	0	1	0	1	0	3	7	2	3	3	189	0	0	0	0	0	0	1	5	7	4	3	6	3
1	5088.00743	   0.00018	2.5600E-23	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	7	3	5	6	170	0	0	0	0	0	0	0	1	6	2	3	3	3
1	5088.04573	   0.00002	3.2823E-22	0011_11_aA1"<-0000  	1	0	0	1	1	1	1	1	4	5	0	2	5	67	0	0	0	0	0	0	1	5	5	3	4	2	1
1	5088.07518	   0.00006	2.9858E-23	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	7	3	5	3	168	0	0	0	0	0	0	1	5	6	2	3	6	3
1	5088.25210	   0.00039	5.3670E-23	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	6	0	1	3	149	0	0	0	0	0	0	0	1	5	1	6	6	4
1	5088.63451	   0.00033	7.5720E-24	0202_00_aA2"<-0000  	1	0	2	0	2	0	0	1	5	6	6	1	5	78	0	0	0	0	0	0	0	1	6	6	2	2	1
1	5088.66164	   0.00013	3.0220E-23	0202_00_aA2"<-0000  	1	0	2	0	2	0	0	1	5	4	4	3	6	105	0	0	0	0	0	0	0	1	4	4	3	3	1
1	5088.83441	   0.00022	3.2530E-24	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	8	7	6	6	193	0	0	0	0	0	0	1	5	8	7	6	3	2
1	5088.93854	   0.00075	1.2890E-24	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	9	4	3	6	217	0	0	0	0	0	0	0	1	8	2	3	3	5
1	5089.12335	          	1.3226E-24	1101_01_aE"<-0100   	1	1	1	0	1	0	1	1	6	8	7	6	2	134	0	1	0	0	0	0	1	5	7	6	1	5	3
1	5089.12336	          	5.0342E-25	1201_01_sE'<-0001   	1	1	2	0	1	0	1	0	3	6	4	3	3	314	0	0	0	1	0	1	1	6	5	4	3	6	11
1	5089.15141	   0.00025	1.6810E-24	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	12	2	3	6	341	0	0	0	0	0	0	1	5	12	1	6	3	8
1	5089.17438	   0.00032	5.4320E-23	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	8	1	6	6	227	0	0	0	0	0	0	0	1	8	2	3	3	5
	5089.30687	          	7.3990E-25																												
	5089.35810	          	1.0330E-24																												
1	5089.39329	   0.00051	1.3390E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	9	4	3	3	214	0	0	0	0	0	0	1	5	8	2	3	6	5
1	5089.41737	   0.00026	3.4255E-23	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	6	1	6	3	148	0	0	0	0	0	0	1	5	5	2	3	6	3
1	5089.50586	   0.00034	2.6062E-23	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	9	1	6	3	254	0	0	0	0	0	0	1	5	9	2	3	6	5
1	5089.52770	   0.00002	8.2613E-24	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	8	2	3	5	168	0	1	0	0	0	0	1	5	8	3	4	2	4
1	5089.68356	   0.00102	1.0580E-24	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	10	2	3	6	283	0	0	0	0	0	0	0	1	10	2	3	3	6
1	5089.73123	   0.00007	3.9970E-24	0202_00_aA2"<-0000  	1	0	2	0	2	0	0	1	5	3	3	4	2	50	0	0	0	0	0	0	0	1	3	3	5	5	1
1	5089.75095	   0.00009	1.0940E-23	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	3	3	4	6	80	0	0	0	0	0	0	1	5	2	1	6	3	2
1	5089.81985	   0.00021	3.4175E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	13	4	3	3	350	0	0	0	0	0	0	0	1	13	5	6	6	6
1	5089.82183	   0.00006	2.9678E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	13	4	3	6	357	0	0	0	0	0	0	1	5	13	5	6	3	6
	5090.10078	          	1.5110E-24																												
1	5090.14304	   0.00027	1.8950E-24	0111_11_aA1"<-0100  	1	0	1	1	1	1	1	1	4	6	3	5	2	115	0	1	0	0	0	0	0	1	6	3	5	5	5
1	5090.19194	   0.00013	1.9880E-23	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	8	1	6	5	115	0	0	0	0	0	0	1	5	8	3	4	2	2
1	5090.26311	   0.00010	2.5400E-24	0111_11_sE'<-0100   	1	0	1	1	1	1	1	0	3	7	1	6	6	285	0	1	0	0	0	0	0	1	7	2	3	3	9
1	5090.35702	   0.00003	1.7180E-22	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	9	9	4	6	174	0	0	0	0	0	0	0	1	8	8	3	3	1
1	5090.36869	   0.00011	4.2299E-24	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	10	2	3	3	283	0	0	0	0	0	0	1	5	10	2	3	6	6
1	5090.36883	   0.00015	2.8301E-24	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	12	2	3	3	344	0	0	0	0	0	0	0	1	12	1	6	6	8
1	5090.54154	   0.00008	1.6867E-22	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	9	9	4	3	174	0	0	0	0	0	0	1	5	8	8	3	6	1
1	5090.61296	          	1.2140E-24	1101_01_sE'<-0100   	1	1	1	0	1	0	1	0	3	8	7	6	5	145	0	1	0	0	0	0	0	1	7	6	2	2	4
1	5090.62940	   0.00028	2.8670E-24	1200_00_sA1'<-0000  	1	1	2	0	0	0	0	0	1	7	4	3	3	171	0	0	0	0	0	0	0	1	6	1	6	6	4
1	5090.67901	   0.00001	3.6892E-22	0011_11_sA2'<-0000  	1	0	0	1	1	1	1	0	2	6	0	1	2	80	0	0	0	0	0	0	0	1	6	3	5	5	2
1	5090.68762	   0.00009	3.1489E-23	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	5	2	3	5	98	0	1	0	0	0	0	1	5	5	3	4	2	3
1	5090.69442	   0.00009	4.0665E-23	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	6	1	6	6	147	0	0	0	0	0	0	0	1	5	2	3	3	3
1	5090.77242	   0.00026	3.7961E-23	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	2	2	3	6	92	0	1	0	0	0	0	1	5	1	1	6	3	2
1	5090.89598	   0.00175	6.3182E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	12	4	3	6	323	0	0	0	0	0	0	1	5	12	5	6	3	5
	5090.93412	          	4.6600E-24																												
1	5091.01808	   0.00035	6.0600E-24	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	10	1	6	3	284	0	0	0	0	0	0	1	5	10	2	3	6	6
1	5091.06545	   0.00034	8.5300E-24	0210_10_sE'<-0000   	1	0	2	1	0	1	0	0	3	4	2	3	3	123	0	0	0	0	0	0	1	5	5	4	3	6	2
1	5091.09338	   0.00254	6.8970E-24	0111_11_sE'<-0100   	1	0	1	1	1	1	1	0	3	6	1	6	6	243	0	1	0	0	0	0	0	1	6	2	3	3	7
1	5091.10826	   0.00004	2.8380E-24	0011_11_aE"<-0000   	1	0	0	1	1	1	1	1	6	3	3	4	3	79	0	0	0	0	0	0	0	1	2	1	6	6	2
1	5091.15385	   0.00084	4.2856E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	12	4	3	3	321	0	0	0	0	0	0	0	1	12	5	6	6	5
1	5091.15446	   0.00012	5.2744E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	12	4	3	3	322	0	0	0	0	0	0	0	1	12	5	6	6	5
1	5091.23880	   0.00002	4.6470E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	4	2	3	3	109	0	0	0	0	0	0	1	5	4	4	3	6	1
1	5091.37281	   0.00002	2.0493E-23	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	6	2	3	5	131	0	1	0	0	0	0	1	5	6	3	4	2	4
1	5091.41485	   0.00011	2.4170E-24	0011_11_aA1"<-0000  	1	0	0	1	1	1	1	1	4	2	1	6	3	60	0	0	0	0	0	0	0	1	1	1	6	6	1
	5091.46632	          	1.1070E-24																												
2	5091.52848	          	1.7830E-23																												
1	5091.58297	   0.00062	4.2269E-25	0011_11_aA2"<-0000  	1	0	0	1	1	1	1	1	5	11	7	6	3	274	0	0	0	0	0	0	0	1	11	7	6	6	4
1	5091.59111	   0.00090	1.0023E-24	0111_11_sE'<-0100   	1	0	1	1	1	1	1	0	3	10	2	3	2	196	0	1	0	0	0	0	0	1	10	3	5	5	7
1	5091.62883	   0.00011	5.0690E-24	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	7	2	3	3	172	0	0	0	0	0	0	0	1	6	1	6	6	4
1	5091.65675	   0.00010	7.5461E-24	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	7	2	3	6	175	0	0	0	0	0	0	1	5	6	1	6	3	4
1	5091.68015	          	1.4440E-24	0111_11_aA1"<-0100  	1	0	1	1	1	1	1	1	4	5	3	5	2	107	0	1	0	0	0	0	0	1	5	3	5	5	2
2	5091.83163	          	1.6582E-23																												
1	5091.85001	   0.00003	2.7110E-22	0011_11_aA1"<-0000  	1	0	0	1	1	1	1	1	4	7	0	2	5	96	0	0	0	0	0	0	1	5	7	3	4	2	2
1	5091.90405	   0.00012	7.1635E-23	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	8	6	2	6	177	0	0	0	0	0	0	1	5	7	5	6	3	2
1	5091.95986	   0.00011	8.4780E-24	0011_11_sE'<-0000   	1	0	0	1	1	1	1	0	3	5	2	3	3	135	0	0	0	0	0	0	1	5	5	4	3	6	2
1	5091.98700	   0.00018	5.1353E-24	0401_01_sE'<-0000   	1	0	4	0	1	0	1	0	3	9	1	6	6	239	0	0	0	0	0	0	1	5	9	5	6	3	3
1	5092.01356	   0.00012	7.9740E-23	1001_01_sE'<-0000   	1	1	0	0	1	0	1	0	3	8	6	2	3	178	0	0	0	0	0	0	0	1	7	5	6	6	2
1	5092.08250	   0.00015	1.2829E-23	0111_11_sE'<-0100   	1	0	1	1	1	1	1	0	3	5	1	6	6	208	0	1	0	0	0	0	0	1	5	2	3	3	7
1	5092.08328	   0.00035	2.7115E-23	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	3	2	3	5	62	0	1	0	0	0	0	1	5	3	3	4	2	4
1	5092.12545	   0.00006	5.2270E-23	1001_01_aE"<-0000   	1	1	0	0	1	0	1	1	6	6	2	3	5	76	0	0	0	0	0	0	1	5	5	3	4	2	1
1	5092.17825	   0.00015	2.9638E-23	0011_11_sA1'<-0000  	1	0	0	1	1	1	1	0	1	9	1	6	6	255	0	0	0	0	0	0	0	1	9	2	3	3	5
1	5092.18696	   0.00024	1.4989E-23	0210_10_sE'<-0000   	1	0	2	1	0	1	0	0	3	8	5	6	5	116	0	0	0	0	0	0	1	5	8	3	4	2	2
1	5092.20509	   0.00005	3.7262E-23	0111_11_aE"<-0100   	1	0	1	1	1	1	1	1	6	4	2	3	5	91	0	1	0	0	0	0	1	5	4	3	4	2	2
