ν1	ν2	ν3	ν4	L3	L4	J	K	i	Γ	Nb	E (cm-1)	δ (cm-1)	Transitions
0	0	0	0	0	0	13	1	a	E'	9	1779.603019	4.39E-04	23
0	1	0	0	0	0	10	8	s	E'	9	1781.671787	3.66E-04	70
0	0	0	0	0	0	13	0	s	A2'	5	1782.806779	3.67E-04	27
0	2	0	0	0	0	4	2	s	E'	9	1783.35547	2.83E-04	52
0	0	0	1	0	1	4	3	s	E"	8	1783.663367	2.46E-04	60
0	0	0	1	0	1	4	3	a	E'	10	1784.94625	2.25E-04	61
0	1	0	0	0	0	9	4	a	E"	10	1793.681093	3.02E-04	85
0	1	0	0	0	0	9	3	s	A2"	6	1795.063143	3.17E-04	85
0	2	0	0	0	0	5	5	s	E"	9	1796.174775	3.00E-04	30
0	2	0	0	0	0	4	1	s	E"	9	1796.187689	2.37E-04	49
0	0	0	1	0	1	4	3	s	E"	10	1801.660793	3.00E-04	79
0	0	0	1	0	1	4	3	a	E'	11	1803.566509	2.83E-04	77
0	0	0	1	0	1	4	2	s	A2'	4	1806.703729	3.25E-04	66
0	0	0	1	0	1	4	2	a	A2"	7	1808.289031	3.09E-04	71
0	1	0	0	0	0	10	8	a	E"	9	1813.829356	3.80E-04	54
0	1	0	0	0	0	9	2	s	E'	11	1814.050604	3.17E-04	75
0	0	0	1	0	1	5	5	s	A2"	3	1815.231432	2.99E-04	52
0	0	0	1	0	1	5	5	a	A2'	5	1816.300059	2.81E-04	51
0	0	0	1	0	1	4	2	s	E'	12	1818.129085	2.15E-04	78
0	1	0	0	0	0	11	11	a	E'	9	1818.61475	3.86E-04	42
0	1	0	0	0	0	9	3	a	A2'	7	1819.121902	3.01E-04	85
0	0	0	1	0	1	4	2	a	E"	11	1819.680648	2.37E-04	81
0	0	0	1	0	1	4	1	s	E"	12	1821.903435	3.00E-04	85
0	0	0	1	0	1	4	1	a	E'	13	1823.82748	2.83E-04	82
0	1	0	0	0	0	9	1	s	E"	11	1825.412351	3.01E-04	66
0	0	0	1	0	1	4	1	a	A2'	5	1825.822219	2.83E-04	52
0	1	0	0	0	0	9	0	s	A2'	8	1829.207625	3.09E-04	52
0	0	0	1	0	1	4	0	s	E'	14	1829.383634	2.15E-04	87
0	0	0	0	0	0	14	8	s	E'	5	1830.579022	3.79E-04	31
0	0	0	1	0	1	4	1	s	A2"	8	1830.645168	2.64E-04	62
0	0	0	0	0	0	14	8	a	E"	5	1830.951856	3.92E-04	25
0	0	0	1	0	1	4	0	a	E"	13	1831.846898	2.37E-04	83
0	2	0	0	0	0	5	4	s	E'	9	1833.949831	2.66E-04	42
0	1	0	0	0	0	9	2	a	E"	12	1837.281157	3.01E-04	74
0	0	0	0	0	0	15	12	s	A2'	2	1837.662766	3.95E-04	29
0	0	0	0	0	0	15	12	a	A2"	2	1838.281024	4.08E-04	36
0	1	0	0	0	0	10	7	s	E"	10	1840.016267	5.13E-04	66
0	0	0	1	0	1	5	5	s	E"	10	1845.384311	2.46E-04	58
0	0	0	1	0	1	5	5	a	E'	10	1847.67587	2.66E-04	69
0	1	0	0	0	0	9	1	a	E'	12	1848.144845	3.17E-04	76
0	0	0	1	0	1	5	4	s	E'	11	1854.189679	3.16E-04	65
0	0	0	1	0	1	5	4	a	E"	11	1855.492958	3.00E-04	67
0	0	0	0	0	0	16	15	s	A2"	1	1855.591415	4.09E-04	25
0	0	0	0	0	0	16	15	a	A2'	1	1856.610033	4.22E-04	23
0	1	0	0	0	0	11	10	s	E'	10	1859.806947	3.52E-04	59
0	2	0	0	0	0	5	3	s	A2"	4	1863.739146	3.71E-04	52
0	1	0	0	0	0	10	7	a	E'	10	1868.947703	5.03E-04	67
0	2	0	0	0	0	6	6	s	A2'	5	1871.646361	3.15E-04	33
0	0	0	1	0	1	5	4	s	A2'	6	1878.247196	3.27E-04	74
0	0	0	1	0	1	5	4	a	A2"	5	1880.700015	3.46E-04	85
0	2	0	0	0	0	0	0	a	A2"	3	1881.384047	1.45E-04	14
0	0	0	0	0	0	14	7	s	E"	6	1883.200774	3.91E-04	27
0	0	0	0	0	0	14	7	a	E'	6	1883.528146	3.78E-04	24
0	2	0	0	0	0	5	2	s	E'	12	1885.155147	3.16E-04	59
0	0	0	1	0	1	5	3	s	E"	12	1885.168111	2.46E-04	76
0	0	0	1	0	1	5	3	a	E'	13	1886.780746	2.66E-04	76
0	1	0	0	0	0	10	6	s	A2'	5	1890.078651	3.34E-04	72
0	0	0	1	0	1	6	6	s	E'	9	1890.086648	3.17E-04	41
0	0	0	1	0	1	6	6	a	E"	9	1891.165784	3.32E-04	41
0	1	0	0	0	0	11	10	a	E"	10	1896.817419	3.38E-04	59
0	2	0	0	0	0	1	1	a	E'	5	1897.244836	1.45E-04	28
0	2	0	0	0	0	5	1	s	E"	13	1898.051941	2.37E-04	56
0	2	0	0	0	0	5	0	s	A2'	7	1902.35927	2.98E-04	44
0	0	0	1	0	1	5	3	s	E"	14	1902.745321	3.00E-04	89
0	0	0	1	0	1	5	3	a	E'	14	1904.910362	3.16E-04	88
0	0	0	1	0	1	5	2	s	A2'	8	1908.288381	3.25E-04	78
0	0	0	1	0	1	5	2	a	A2"	6	1910.246365	3.40E-04	74
0	1	0	0	0	0	10	6	a	A2"	6	1916.457523	3.18E-04	78
0	2	0	0	0	0	6	5	s	E"	10	1917.496758	3.32E-04	32
0	0	0	1	0	1	5	2	s	E'	15	1918.6921	2.57E-04	85
0	0	0	0	0	0	15	11	s	E"	3	1920.173959	3.92E-04	23
0	0	0	1	0	1	5	2	a	E"	15	1920.188999	2.37E-04	84
0	0	0	0	0	0	15	11	a	E'	3	1920.680823	4.05E-04	23
0	0	0	1	0	1	5	1	s	E"	16	1923.630958	3.00E-04	94
0	1	0	0	0	0	12	12	s	A2'	5	1924.647954	3.77E-04	41
0	0	0	1	0	1	5	1	s	A2"	7	1924.787435	3.14E-04	61
0	2	0	0	0	0	2	2	a	E"	9	1925.442485	1.76E-04	32
0	0	0	1	0	1	5	1	a	E'	16	1926.1932	3.16E-04	85
0	0	0	1	0	1	6	6	s	E'	10	1926.220639	3.17E-04	53
0	0	0	0	0	0	14	6	s	A2'	3	1928.528105	3.91E-04	31
0	0	0	0	0	0	14	6	a	A2"	3	1928.820539	3.78E-04	30
0	0	0	1	0	1	6	6	a	E"	11	1929.121207	3.32E-04	66
0	0	0	1	0	1	5	0	s	E'	17	1931.493621	2.57E-04	90
0	1	0	0	0	0	10	5	s	E"	11	1932.085587	3.37E-04	61
0	1	0	0	0	0	11	9	s	A2"	4	1934.602811	3.50E-04	70
0	0	0	1	0	1	5	0	a	E"	17	1934.829154	2.37E-04	81
0	2	0	0	0	0	2	1	a	E'	9	1935.999336	1.45E-04	44
0	0	0	1	0	1	6	5	s	A2"	7	1936.989849	3.57E-04	73
0	0	0	1	0	1	5	1	a	A2'	9	1937.344905	2.98E-04	54
0	0	0	1	0	1	6	5	a	A2'	6	1938.312152	3.71E-04	74
0	2	0	0	0	0	2	0	a	A2"	5	1939.518336	1.47E-04	29
0	0	0	0	0	0	17	17	s	E"	1	1952.096234	3.65E-02	9
0	0	0	0	0	0	17	17	a	E'	1	1953.525224	4.21E-02	10
0	2	0	0	0	0	6	4	s	E'	11	1955.741206	2.66E-04	47
0	1	0	0	0	0	10	5	a	E'	11	1956.468604	3.22E-04	69
0	2	0	0	0	0	7	7	s	E"	11	1958.941239	3.32E-04	31
0	0	0	0	0	0	16	14	s	E'	2	1962.105639	4.39E-04	22
0	0	0	0	0	0	16	14	a	E"	2	1962.898766	4.52E-04	22
0	2	0	0	0	0	3	3	a	A2'	8	1965.969677	1.76E-04	35
0	1	0	0	0	0	10	4	s	E'	12	1966.221035	3.20E-04	64
0	0	0	0	0	0	14	5	s	E"	7	1966.683391	3.91E-04	19
0	0	0	0	0	0	14	5	a	E'	7	1966.949219	3.78E-04	25
0	1	0	0	0	0	11	9	a	A2'	5	1967.035307	3.36E-04	63
0	0	0	1	0	1	6	5	s	E"	12	1967.093157	2.84E-04	78
0	1	0	0	0	0	12	12	a	A2"	6	1969.052448	3.66E-04	43
0	0	0	1	0	1	6	5	a	E'	12	1970.308426	2.66E-04	82
0	0	0	1	0	1	6	4	s	E'	13	1975.867702	3.16E-04	76
0	0	0	1	0	1	7	7	s	E"	12	1977.204217	3.33E-04	40
0	0	0	1	0	1	6	4	a	E"	13	1977.519204	3.32E-04	69
0	0	0	1	0	1	7	7	a	E'	11	1978.299396	3.47E-04	35
0	2	0	0	0	0	3	2	a	E"	11	1983.560157	1.84E-04	50
0	2	0	0	0	0	6	3	s	A2"	8	1985.731383	2.65E-04	55
0	1	0	0	0	0	10	4	a	E"	12	1989.07578	3.35E-04	61
0	1	0	0	0	0	10	3	s	A2"	7	1992.622608	3.17E-04	64
0	2	0	0	0	0	3	1	a	E'	11	1994.114907	2.02E-04	57
0	0	0	0	0	0	15	10	s	E'	4	1994.761277	4.66E-04	20
0	0	0	0	0	0	15	10	a	E"	4	1995.184043	4.54E-04	19
0	0	0	0	0	0	14	4	s	E'	8	1997.767648	3.78E-04	16
0	0	0	0	0	0	14	4	a	E"	8	1998.013486	3.90E-04	19
0	0	0	1	0	1	6	4	s	A2'	7	1999.532489	2.86E-04	78
0	1	0	0	0	0	11	8	s	E'	11	2000.646338	3.50E-04	54
0	0	0	1	0	1	6	4	a	A2"	9	2002.500783	2.68E-04	77
0	0	0	1	0	1	6	3	s	E"	14	2006.840164	2.84E-04	86
0	2	0	0	0	0	6	2	s	E'	14	2007.263239	3.16E-04	64
0	0	0	1	0	1	6	3	a	E'	15	2008.926402	2.66E-04	83
0	1	0	0	0	0	10	2	s	E'	13	2011.415337	3.20E-04	58
0	2	0	0	0	0	7	6	s	A2'	7	2012.649169	4.00E-04	46
0	1	0	0	0	0	10	3	a	A2'	6	2014.370591	3.33E-04	72
0	1	0	0	0	0	12	11	s	E"	9	2016.767392	3.69E-04	40
0	2	0	0	0	0	4	4	a	E"	14	2018.816105	2.37E-04	32
0	0	0	1	0	1	7	7	s	A2"	5	2019.28701	4.13E-04	58
0	2	0	0	0	0	6	1	s	E"	15	2020.22501	2.76E-04	51
0	0	0	0	0	0	14	3	s	A2"	4	2021.816931	3.77E-04	21
0	0	0	0	0	0	14	3	a	A2'	4	2022.139516	3.90E-04	18
0	1	0	0	0	0	10	1	s	E"	13	2022.653836	3.35E-04	56
0	0	0	1	0	1	7	7	a	A2'	8	2023.010563	4.00E-04	74
0	0	0	1	0	1	6	3	s	E"	16	2023.563035	3.32E-04	90
0	0	0	1	0	1	6	3	a	E'	16	2025.874635	3.16E-04	90
0	1	0	0	0	0	11	8	a	E"	11	2029.426582	3.36E-04	60
0	0	0	1	0	1	6	2	s	A2'	8	2029.966958	2.82E-04	82
0	0	0	1	0	1	7	6	s	E'	12	2032.044492	3.47E-04	52
0	1	0	0	0	0	10	2	a	E"	14	2032.382732	3.36E-04	56
0	0	0	1	0	1	6	2	a	A2"	10	2032.742559	2.64E-04	81
0	0	0	1	0	1	7	6	a	E"	13	2033.38617	3.32E-04	49
0	0	0	1	0	1	6	2	s	E'	17	2038.878819	2.58E-04	92
0	0	0	0	0	0	14	2	s	E'	9	2039.028494	3.79E-04	18
0	0	0	0	0	0	14	2	a	E"	9	2039.249988	3.92E-04	19
0	0	0	1	0	1	6	2	a	E"	17	2040.264774	2.76E-04	79
0	1	0	0	0	0	10	1	a	E'	14	2043.169548	3.20E-04	57
0	2	0	0	0	0	4	3	a	A2'	6	2043.434288	2.26E-04	50
0	0	0	1	0	1	6	1	a	A2'	9	2045.285861	2.83E-04	57
0	0	0	1	0	1	6	1	s	E"	18	2045.659295	3.32E-04	95
0	1	0	0	0	0	10	0	a	A2"	8	2046.763334	3.75E-04	48
0	0	0	1	0	1	6	1	a	E'	18	2049.076353	3.16E-04	89
0	0	0	0	0	0	14	1	s	E"	10	2049.310806	5.21E-04	13
0	0	0	0	0	0	14	1	a	E'	10	2049.527286	4.52E-04	16
0	0	0	0	0	0	14	0	a	A2"	5	2052.949404	5.23E-04	14
0	0	0	1	0	1	6	0	s	E'	19	2053.986963	2.58E-04	97
0	1	0	0	0	0	12	11	a	E'	9	2054.732731	3.57E-04	49
0	0	0	1	0	1	6	1	s	A2"	11	2056.35552	2.65E-04	69
0	2	0	0	0	0	8	8	s	E'	13	2058.04406	3.49E-04	24
0	1	0	0	0	0	11	7	s	E"	12	2058.259896	3.39E-04	54
0	0	0	1	0	1	6	0	a	E"	19	2058.34788	2.76E-04	87
0	2	0	0	0	0	7	5	s	E"	14	2059.289256	3.32E-04	51
0	0	0	0	0	0	16	13	s	E"	3	2059.962507	5.06E-04	16
0	0	0	0	0	0	16	13	a	E'	3	2060.591035	4.88E-04	20
0	2	0	0	0	0	4	2	a	E"	15	2061.019918	2.26E-04	57
0	0	0	0	0	0	15	9	s	A2"	3	2061.645184	4.04E-04	26
0	0	0	0	0	0	15	9	a	A2'	3	2062.003917	3.91E-04	26
0	0	0	1	0	1	7	6	s	E'	13	2068.180105	3.47E-04	62
0	2	0	0	0	0	4	1	a	E'	15	2071.571361	2.03E-04	53
0	0	0	1	0	1	7	6	a	E"	15	2072.420173	3.32E-04	77
0	2	0	0	0	0	4	0	a	A2"	9	2075.088584	2.02E-04	31
0	0	0	0	0	0	17	16	s	E'	2	2075.280948	1.25E-03	15
0	0	0	0	0	0	17	16	a	E"	2	2076.355668	1.31E-03	15
0	0	0	1	0	1	8	8	s	A2'	5	2076.559593	3.61E-04	40
0	0	0	1	0	1	8	8	a	A2"	7	2077.676534	3.47E-04	39
0	0	0	1	0	1	7	5	s	A2"	6	2078.797779	4.14E-04	72
0	0	0	1	0	1	7	5	a	A2'	9	2080.480945	4.01E-04	69
0	2	0	0	0	0	5	5	a	E'	18	2083.968076	2.49E-04	33
0	1	0	0	0	0	11	7	a	E'	12	2084.13535	3.54E-04	65
0	1	0	0	0	0	13	13	s	E"	10	2085.22738	3.82E-04	27
0	2	0	0	0	0	7	4	s	E'	14	2097.795346	3.01E-04	62
0	1	0	0	0	0	12	10	s	E'	10	2099.478381	3.54E-04	44
0	1	0	0	0	0	11	6	s	A2'	6	2107.710229	3.47E-04	59
0	0	0	1	0	1	7	5	s	E"	16	2108.533941	2.84E-04	74
0	0	0	1	0	1	7	5	a	E'	15	2112.601982	3.01E-04	84
0	2	0	0	0	0	5	4	a	E"	18	2115.606537	2.29E-04	49
0	0	0	1	0	1	7	4	s	E'	16	2117.605406	3.47E-04	81
0	2	0	0	0	0	8	7	s	E"	13	2119.399081	3.61E-04	45
0	0	0	1	0	1	7	4	a	E"	17	2119.743719	3.32E-04	75
0	0	0	0	0	0	15	8	s	E'	5	2121.017619	4.51E-04	16
0	0	0	0	0	0	15	8	a	E"	5	2121.327288	4.40E-04	20
0	0	0	1	0	1	8	8	s	E'	14	2124.549829	3.47E-04	45
0	2	0	0	0	0	7	3	s	A2"	7	2127.936877	2.93E-04	62
0	0	0	1	0	1	8	8	a	E"	14	2129.294579	3.61E-04	66
0	1	0	0	0	0	11	6	a	A2"	5	2131.289811	3.61E-04	64
0	1	0	0	0	0	13	13	a	E'	10	2131.504987	3.96E-04	30
0	1	0	0	0	0	12	10	a	E"	10	2132.311535	3.67E-04	60
0	0	0	1	0	1	8	7	s	E"	15	2139.333662	3.61E-04	45
0	2	0	0	0	0	5	3	a	A2'	10	2140.215505	2.26E-04	54
0	0	0	1	0	1	7	4	s	A2'	10	2140.45135	2.75E-04	78
0	0	0	1	0	1	8	7	a	E'	15	2140.696349	3.47E-04	51
0	0	0	1	0	1	7	4	a	A2"	8	2143.855814	2.93E-04	88
0	0	0	1	0	1	7	3	s	E"	18	2148.597328	2.84E-04	89
0	1	0	0	0	0	11	5	s	E"	13	2149.214995	3.36E-04	44
0	0	0	0	0	0	16	12	s	A2'	2	2149.486151	4.46E-04	22
0	2	0	0	0	0	7	2	s	E'	17	2149.587548	3.47E-04	63
0	0	0	0	0	0	16	12	a	A2"	2	2149.992928	4.33E-04	18
0	0	0	1	0	1	7	3	a	E'	18	2151.331855	3.01E-04	90
0	2	0	0	0	0	5	2	a	E"	19	2157.793869	2.26E-04	55
0	2	0	0	0	0	6	6	a	A2"	12	2161.409603	2.47E-04	34
0	2	0	0	0	0	7	1	s	E"	19	2162.5987	3.32E-04	64
0	0	0	1	0	1	7	3	s	E"	20	2163.947164	3.32E-04	104
0	0	0	1	0	1	7	3	a	E'	19	2166.299911	3.47E-04	95
0	2	0	0	0	0	7	0	s	A2'	11	2166.991274	3.32E-04	40
0	2	0	0	0	0	5	1	a	E'	19	2168.340445	2.47E-04	48
0	2	0	0	0	0	9	9	s	A2"	7	2168.935653	5.92E-04	25
0	1	0	0	0	0	11	5	a	E'	13	2171.000978	3.50E-04	58
0	0	0	1	0	1	7	2	s	A2'	12	2172.02153	3.32E-04	88
0	0	0	0	0	0	15	7	s	E"	6	2173.043341	4.66E-04	14
0	1	0	0	0	0	12	9	s	A2"	7	2173.221197	3.50E-04	52
0	0	0	0	0	0	15	7	a	E'	6	2173.31529	4.76E-04	16
0	2	0	0	0	0	8	6	s	A2'	6	2174.36824	3.61E-04	58
0	0	0	1	0	1	7	2	a	A2"	9	2175.217061	3.47E-04	76
0	0	0	0	0	0	18	18	s	A2'	1	2176.128963	4.35E-03	9
0	0	0	0	0	0	18	18	a	A2"	1	2177.66747	3.11E-03	12
0	0	0	1	0	1	7	2	s	E'	20	2178.575786	3.47E-04	84
0	0	0	1	0	1	7	2	a	E"	21	2179.840151	3.32E-04	79
0	0	0	1	0	1	8	7	s	A2"	8	2181.479536	3.47E-04	73
0	1	0	0	0	0	11	4	s	E'	14	2182.949434	3.50E-04	52
0	0	0	1	0	1	7	1	s	A2"	10	2183.908755	3.47E-04	72
0	1	0	0	0	0	13	12	s	A2'	6	2185.595112	3.78E-04	39
0	0	0	1	0	1	8	7	a	A2'	7	2186.993597	3.61E-04	84
0	0	0	1	0	1	7	1	s	E"	22	2187.904763	3.32E-04	95
0	0	0	1	0	1	9	9	s	E"	13	2188.122723	3.61E-04	37
0	0	0	0	0	0	17	15	s	A2"	1	2189.186811	6.00E-04	19
0	0	0	1	0	1	9	9	a	E'	13	2189.267409	3.75E-04	30
0	0	0	0	0	0	17	15	a	A2'	1	2190.01004	5.95E-04	20
0	0	0	1	0	1	7	1	a	E'	21	2192.36609	3.47E-04	88
0	0	0	1	0	1	8	6	s	E'	16	2193.938098	3.47E-04	64
0	0	0	1	0	1	8	6	a	E"	16	2195.649125	3.61E-04	54
0	0	0	1	0	1	7	0	s	E'	22	2196.707319	3.47E-04	92
0	2	0	0	0	0	6	5	a	E'	20	2200.057726	2.49E-04	48
0	1	0	0	0	0	12	9	a	A2'	6	2201.963481	3.64E-04	60
0	0	0	1	0	1	7	0	a	E"	23	2202.195369	3.32E-04	88
0	1	0	0	0	0	11	4	a	E"	14	2203.362768	3.35E-04	53
0	0	0	1	0	1	7	1	a	A2'	13	2205.423154	3.32E-04	67
0	1	0	0	0	0	11	3	s	A2"	6	2209.061124	3.48E-04	56
0	0	0	0	0	0	15	6	s	A2'	4	2217.862426	4.08E-04	18
0	0	0	0	0	0	15	6	a	A2"	4	2218.105454	4.21E-04	20
0	2	0	0	0	0	8	5	s	E"	17	2221.284363	3.04E-04	55
0	1	0	0	0	0	13	12	a	A2"	5	2224.674686	3.92E-04	53
0	1	0	0	0	0	11	2	s	E'	15	2227.622496	3.50E-04	41
0	1	0	0	0	0	11	3	a	A2'	7	2228.423779	3.59E-04	54
0	0	0	1	0	1	8	6	s	E'	17	2229.737496	2.87E-04	66
0	0	0	0	0	0	16	11	s	E"	4	2230.957825	4.72E-04	16
0	0	0	0	0	0	16	11	a	E'	4	2231.373495	4.94E-04	17
0	2	0	0	0	0	6	4	a	E"	20	2231.68182	2.67E-04	53
0	0	0	1	0	1	8	6	a	E"	18	2235.244623	3.04E-04	84
0	2	0	0	0	0	9	8	s	E'	14	2237.81139	3.75E-04	29
0	1	0	0	0	0	12	8	s	E'	11	2238.363888	3.67E-04	51
0	1	0	0	0	0	11	1	s	E"	15	2238.728514	3.41E-04	37
0	0	0	1	0	1	8	5	s	A2"	9	2240.542266	3.47E-04	85
0	0	0	1	0	1	9	9	s	E"	14	2241.975242	3.63E-04	37
0	1	0	0	0	0	11	0	s	A2'	8	2242.454776	3.55E-04	33
0	0	0	1	0	1	8	5	a	A2'	8	2242.721511	3.61E-04	74
0	1	0	0	0	0	11	2	a	E"	16	2246.350722	3.35E-04	48
0	0	0	1	0	1	9	9	a	E'	15	2247.853752	3.75E-04	15
0	2	0	0	0	0	7	7	a	E'	23	2251.121177	4.25E-04	29
0	0	0	0	0	0	15	5	s	E"	7	2255.594401	4.17E-04	12
0	0	0	0	0	0	15	5	a	E'	7	2255.815259	4.29E-04	14
0	2	0	0	0	0	6	3	a	A2'	10	2256.278128	2.67E-04	49
0	1	0	0	0	0	11	1	a	E'	16	2257.051369	3.55E-04	50
0	1	0	0	0	0	14	14	s	E'	11	2257.549503	4.20E-04	23
0	0	0	1	0	1	9	8	s	A2'	9	2258.83063	3.61E-04	58
0	2	0	0	0	0	8	4	s	E'	18	2259.927778	3.47E-04	64
0	0	0	1	0	1	9	8	a	A2"	8	2260.216953	3.75E-04	49
0	1	0	0	0	0	12	8	a	E"	11	2263.848063	3.79E-04	53
0	0	0	1	0	1	8	5	s	E"	19	2269.48403	3.61E-04	77
0	2	0	0	0	0	6	2	a	E"	21	2273.845184	2.66E-04	54
0	0	0	1	0	1	8	5	a	E'	19	2274.40104	3.47E-04	96
0	1	0	0	0	0	13	11	s	E"	11	2276.253616	3.77E-04	41
0	0	0	1	0	1	8	4	s	E'	20	2279.294005	2.87E-04	84
0	0	0	1	0	1	8	4	a	E"	20	2282.086816	3.04E-04	89
0	2	0	0	0	0	6	1	a	E'	21	2284.384701	2.47E-04	50
0	0	0	0	0	0	15	4	s	E'	8	2286.336181	4.43E-04	13
0	0	0	0	0	0	15	4	a	E"	8	2286.540435	4.32E-04	15
0	2	0	0	0	0	6	0	a	A2"	13	2287.897725	2.47E-04	34
0	2	0	0	0	0	8	3	s	A2"	10	2290.197457	3.08E-04	66
0	2	0	0	0	0	10	10	s	E'	15	2291.598857	4.02E-04	35
0	0	0	0	0	0	17	14	s	E'	3	2294.206386	5.51E-04	16
0	0	0	0	0	0	17	14	a	E"	3	2294.848148	5.41E-04	16
0	1	0	0	0	0	12	7	s	E"	12	2295.214136	3.66E-04	45
0	2	0	0	0	0	7	6	a	A2"	11	2296.767041	3.47E-04	46
0	0	0	1	0	1	8	4	s	A2'	9	2300.79441	3.24E-04	82
0	2	0	0	0	0	9	7	s	E"	15	2301.044686	3.61E-04	36
0	0	0	0	0	0	16	10	s	E'	5	2304.622462	6.07E-04	17
0	0	0	1	0	1	8	4	a	A2"	11	2304.652587	3.08E-04	97
0	0	0	0	0	0	16	10	a	E"	5	2304.969274	6.16E-04	17
0	1	0	0	0	0	14	14	a	E"	11	2305.924363	4.07E-04	24
0	0	0	0	0	0	18	17	s	E"	1	2306.830965	3.65E-02	9
0	0	0	1	0	1	9	8	s	E'	16	2306.959184	3.74E-04	64
0	0	0	0	0	0	18	17	a	E'	1	2307.969354	2.98E-02	13
0	1	0	0	0	0	13	11	a	E'	11	2309.615029	3.90E-04	51
0	0	0	0	0	0	15	3	s	A2"	5	2310.232785	5.04E-04	13
0	0	0	0	0	0	15	3	a	A2'	5	2310.291156	4.94E-04	16
0	0	0	1	0	1	8	3	s	E"	21	2310.329944	3.61E-04	86
0	0	0	1	0	1	10	10	s	E'	16	2311.859534	3.75E-04	38
0	2	0	0	0	0	8	2	s	E'	21	2311.976735	2.85E-04	61
0	0	0	1	0	1	10	10	a	E"	15	2313.03829	3.88E-04	31
0	0	0	1	0	1	9	8	a	E"	16	2313.901643	3.61E-04	66
0	0	0	1	0	1	8	3	a	E'	22	2313.908114	3.47E-04	90
0	1	0	0	0	0	12	7	a	E'	12	2318.110406	3.52E-04	54
0	0	0	1	0	1	9	7	s	E"	17	2321.267843	3.61E-04	52
0	0	0	1	0	1	9	7	a	E'	17	2323.005427	3.75E-04	50
0	0	0	1	0	1	8	3	s	E"	22	2323.53393	3.02E-04	89
0	2	0	0	0	0	8	1	s	E"	23	2325.239517	3.61E-04	71
0	0	0	1	0	1	8	3	a	E'	23	2326.093402	2.85E-04	88
0	0	0	0	0	0	15	2	s	E'	9	2327.145854	5.05E-04	11
0	0	0	0	0	0	15	2	a	E"	9	2327.329721	4.52E-04	12
0	0	0	1	0	1	8	2	s	A2'	10	2333.512525	3.61E-04	79
0	2	0	0	0	0	7	5	a	E'	24	2335.394799	2.87E-04	46
0	0	0	0	0	0	15	1	s	E"	10	2337.316968	6.19E-04	9
0	0	0	0	0	0	15	1	a	E'	10	2337.495534	5.83E-04	12
0	0	0	1	0	1	8	2	s	E'	24	2337.678716	2.85E-04	82
0	0	0	1	0	1	8	2	a	A2"	12	2338.552792	3.47E-04	81
0	0	0	1	0	1	8	2	a	E"	24	2338.841862	3.61E-04	74
0	0	0	0	0	0	15	0	s	A2'	6	2340.705145	1.04E-03	8
0	0	0	1	0	1	8	1	a	A2'	11	2343.444021	3.61E-04	59
0	1	0	0	0	0	12	6	s	A2'	7	2344.025539	4.13E-04	48
0	0	0	1	0	1	8	1	s	E"	25	2350.227591	3.02E-04	95
0	2	0	0	0	0	8	8	a	E"	26	2353.079087	3.08E-04	22
0	0	0	1	0	1	8	1	a	E'	25	2355.882122	2.85E-04	92
0	2	0	0	0	0	9	6	s	A2'	10	2356.235964	3.60E-04	49
0	1	0	0	0	0	13	10	s	E'	12	2357.700979	3.92E-04	44
0	0	0	1	0	1	8	0	s	E'	26	2359.45764	3.47E-04	82
0	0	0	1	0	1	8	1	s	A2"	13	2362.432877	3.47E-04	65
0	0	0	1	0	1	9	7	s	A2"	9	2363.117867	3.73E-04	72
0	1	0	0	0	0	12	6	a	A2"	8	2364.878608	4.01E-04	62
0	0	0	1	0	1	8	0	a	E"	27	2366.152934	3.02E-04	84
0	1	0	0	0	0	14	13	s	E"	12	2366.233991	4.17E-04	31
0	2	0	0	0	0	7	4	a	E"	24	2366.998102	2.67E-04	53
0	0	0	1	0	1	10	10	a	A2"	9	2367.977901	3.25E-04	56
0	0	0	1	0	1	9	7	a	A2'	11	2370.332117	3.60E-04	74
0	0	0	0	0	0	16	9	s	A2"	3	2370.693149	5.04E-04	16
0	0	0	0	0	0	16	9	a	A2'	3	2370.987492	5.14E-04	18
0	0	0	1	0	1	10	10	s	A2'	7	2371.522521	3.40E-04	47
0	0	0	1	0	1	9	6	s	E'	18	2375.631089	3.74E-04	66
0	0	0	1	0	1	9	6	a	E"	18	2377.844792	3.61E-04	57
0	2	0	0	0	0	10	9	s	A2"	10	2378.530857	3.25E-04	44
0	1	0	0	0	0	12	5	s	E"	13	2385.005603	3.76E-04	43
0	1	0	0	0	0	13	10	a	E"	12	2386.516289	3.80E-04	49
0	0	0	1	0	1	10	9	s	E"	16	2390.505746	3.88E-04	43
0	0	0	0	0	0	17	13	s	E"	4	2390.726193	5.44E-04	10
0	0	0	0	0	0	17	13	a	E'	4	2391.235158	5.52E-04	15
0	2	0	0	0	0	7	3	a	A2'	14	2391.574198	2.91E-04	49
0	0	0	1	0	1	10	9	a	E'	17	2391.919138	3.75E-04	36
0	3	0	0	0	0	1	1	s	E"	6	2399.050213	3.48E-04	15
0	3	0	0	0	0	1	0	s	A2'	5	2402.35821	3.33E-04	15
0	2	0	0	0	0	9	5	s	E"	19	2403.187776	3.34E-04	51
0	1	0	0	0	0	12	5	a	E'	13	2404.263804	3.63E-04	54
0	2	0	0	0	0	8	7	a	E'	27	2405.709782	4.28E-04	39
