ν1	ν2	ν3	ν4	L3	L4	J	K	i	Γ	Nb	E (cm-1)	δ (cm-1)	Transitions
0	3	1	0	1	0	5	0	s	E'	188	6140.414893	2.73E-04	20
0	1	1	1	1	1	3	1	s	E"	132	6140.844985	3.04E-04	11
0	1	1	0	1	0	15	13	s	E"	198	6141.293954	1.22E-03	2
1	1	0	0	0	0	16	15	a	A2'	94	6141.309985	3.03E-03	1
0	0	1	1	1	1	11	8	s	A2'	131	6141.394547	3.47E-04	5
1	0	0	1	0	1	11	8	a	A2"	122	6141.478873	3.91E-04	8
0	3	0	1	0	1	13	4	a	E"	233	6141.483617	3.02E-03	1
0	1	0	0	0	0	23	5	a	E'	47	6142.148481	1.99E-03	3
0	1	1	0	1	0	13	3	s	E"	234	6143.099087	8.15E-04	3
0	1	1	1	1	1	3	0	s	A2'	74	6143.320558	1.93E-04	13
0	1	1	1	1	1	3	2	a	A2"	62	6144.49842	2.15E-04	10
1	1	0	1	0	1	5	4	s	A2'	101	6144.974661	7.36E-04	7
0	0	1	1	1	1	10	1	a	A2'	135	6145.676874	3.02E-03	1
1	1	0	1	0	1	5	5	a	E'	189	6145.935073	3.23E-04	7
1	3	0	0	0	0	7	6	s	A2'	122	6146.538371	1.04E-03	7
0	0	1	1	1	1	10	1	a	E'	282	6146.56044	7.59E-04	6
0	1	1	0	1	0	13	3	a	E'	229	6146.669162	3.85E-04	2
0	1	1	0	1	0	16	16	a	A2"	99	6146.707704	3.03E-03	1
0	1	1	1	1	1	3	1	a	E'	130	6146.866646	2.50E-04	13
0	0	1	1	1	1	10	1	s	E"	280	6147.603292	6.43E-04	8
0	1	1	0	1	0	15	13	a	A2'	104	6148.1011	4.37E-04	3
0	0	0	0	0	0	25	2	s	E'	27	6148.217606	2.67E-03	2
0	0	0	0	0	0	25	2	a	E"	27	6148.230558	2.29E-03	2
0	1	1	1	1	1	3	1	a	A2'	75	6148.358709	1.74E-04	11
1	0	0	1	0	1	11	6	s	E'	255	6149.022343	3.79E-04	2
0	2	1	0	1	0	10	5	s	E"	281	6149.03464	3.69E-04	6
0	2	0	2	0	0	10	2	a	E"	282	6149.515712	3.40E-04	3
1	0	0	1	0	1	11	5	a	A2'	132	6149.616863	3.57E-04	5
1	0	0	1	0	1	11	5	s	A2"	123	6150.294783	3.71E-04	5
0	0	1	1	1	1	10	1	s	A2"	144	6150.366196	3.32E-04	6
0	1	1	0	1	0	13	3	a	E'	230	6150.558602	3.02E-03	1
0	1	1	1	1	1	3	0	a	A2"	63	6152.010269	2.02E-04	14
1	0	0	1	0	1	13	13	s	A2"	110	6152.631346	3.95E-04	2
0	1	1	1	1	1	3	1	a	E'	131	6153.367906	2.00E-04	15
1	1	0	1	0	1	5	4	a	E"	191	6153.465683	1.04E-03	4
0	1	1	1	1	1	3	0	a	E"	133	6153.488876	1.93E-04	14
0	2	1	0	1	0	10	5	s	A2"	145	6153.50059	3.82E-04	7
1	0	0	1	0	1	13	13	a	A2'	120	6153.829517	4.85E-04	2
0	0	1	1	1	1	10	0	s	A2'	136	6154.039906	3.47E-04	3
0	2	1	0	1	0	9	4	a	A2"	130	6154.236758	3.17E-04	8
1	1	0	1	0	1	5	3	s	E"	192	6154.508589	1.04E-03	1
1	0	0	1	0	1	12	10	s	A2'	116	6155.252648	3.81E-04	3
1	0	0	1	0	1	12	10	a	A2"	125	6155.56726	6.25E-04	4
0	1	1	1	1	1	3	2	a	E"	134	6156.50071	2.88E-04	18
0	1	1	0	1	0	14	9	s	E"	210	6156.562754	3.92E-04	3
0	2	0	0	0	0	21	6	a	A2"	40	6156.682511	2.56E-03	1
0	1	1	0	1	0	13	2	s	E'	231	6156.742791	3.02E-03	1
0	0	0	0	0	0	25	1	s	E"	28	6157.103429	2.58E-03	2
0	0	0	0	0	0	25	1	a	E'	28	6157.117053	2.69E-03	3
0	0	1	1	1	1	11	7	a	A2'	133	6157.146357	1.42E-03	5
0	2	1	0	1	0	9	4	a	E"	271	6158.376491	3.10E-04	6
0	0	1	1	1	1	10	2	a	E"	283	6158.836548	1.07E-03	6
0	4	0	1	0	1	11	7	s	A2"	125	6158.884603	3.50E-04	3
0	1	1	1	1	1	4	4	s	E'	162	6159.162015	1.02E-03	5
0	0	1	1	1	1	10	2	s	E'	283	6159.93319	3.36E-04	6
0	0	0	0	0	0	25	0	s	A2'	15	6160.06519	2.62E-03	2
0	1	1	0	1	0	15	13	a	E'	198	6160.098431	1.01E-03	2
0	1	1	1	1	1	4	4	a	E"	159	6160.213879	1.03E-03	1
0	0	1	1	1	1	11	7	s	A2"	126	6160.4821	4.46E-04	6
0	1	1	0	1	0	13	2	s	A2'	121	6160.568394	4.58E-04	3
0	0	1	1	1	1	10	1	a	E'	284	6160.58258	4.72E-04	6
1	2	0	0	0	0	10	6	a	A2"	146	6160.656493	1.55E-03	3
0	1	1	1	1	1	4	4	a	A2"	86	6161.476872	2.00E-04	15
0	0	1	1	1	1	11	7	a	A2'	134	6161.716416	3.34E-04	2
0	1	1	0	1	0	16	16	a	E"	193	6161.916024	4.72E-02	1
0	0	1	1	1	1	10	0	a	A2"	147	6162.229406	3.25E-04	4
0	1	1	0	1	0	13	2	a	E"	235	6163.913689	6.10E-04	2
0	1	1	1	1	1	3	1	a	E'	132	6164.760057	3.69E-04	9
0	0	1	1	1	1	10	1	s	E"	285	6164.823885	3.47E-04	5
0	0	1	1	1	1	10	1	a	E'	285	6164.834232	3.47E-04	3
0	0	1	1	1	1	11	8	s	E'	260	6164.988293	1.45E-03	2
0	1	1	0	1	0	13	2	a	A2"	113	6165.45894	5.42E-04	3
0	1	1	0	1	0	14	9	s	E"	212	6165.742274	3.03E-03	1
0	1	1	1	1	1	4	3	s	A2"	87	6166.426909	1.02E-03	6
0	1	1	0	1	0	14	9	a	E'	213	6166.790454	4.18E-04	3
0	3	1	0	1	0	6	5	s	E"	211	6166.885958	4.00E-04	12
0	2	0	2	0	0	10	0	a	A2"	148	6167.690209	3.65E-04	2
0	1	0	0	0	0	23	4	s	E'	49	6168.099548	2.01E-03	4
0	1	1	0	1	0	13	1	s	A2"	114	6168.508499	3.03E-03	1
0	1	1	1	1	1	4	3	s	E"	160	6168.645334	2.92E-04	10
0	1	0	3	0	3	6	0	s	A2'	101	6168.753967	1.03E-03	1
0	1	1	0	1	0	13	1	s	E"	237	6168.981538	4.06E-04	3
0	1	0	0	0	0	23	4	a	E"	48	6170.285657	1.88E-03	5
1	0	0	1	0	1	12	9	s	E"	240	6170.870117	3.02E-03	1
1	1	0	1	0	1	5	3	s	E"	193	6170.958458	1.03E-03	5
0	1	1	0	1	0	13	0	s	E'	233	6171.660931	5.35E-04	2
0	3	1	0	1	0	6	5	s	A2"	114	6171.923752	2.55E-04	14
1	0	0	1	0	1	12	11	s	A2"	127	6173.581239	3.51E-04	4
0	1	1	0	1	0	13	1	a	A2'	122	6173.669554	1.17E-03	2
0	0	1	1	1	1	12	11	a	A2'	117	6174.388261	4.83E-04	4
0	0	0	3	0	3	12	9	s	A2"	128	6174.949361	3.87E-04	3
1	0	0	1	0	1	12	9	a	E'	245	6175.33682	3.02E-03	1
0	1	1	0	1	0	13	1	a	E'	236	6176.288288	3.78E-04	3
1	1	0	1	0	1	5	4	a	A2"	89	6177.693664	4.61E-04	8
1	1	0	1	0	1	5	2	s	A2'	102	6177.721908	1.03E-03	6
0	2	1	0	1	0	9	3	a	E'	269	6178.480887	3.19E-04	6
0	1	1	0	1	0	13	0	a	E"	239	6178.607579	5.26E-04	2
0	2	1	0	1	0	10	8	a	E"	286	6179.311634	7.84E-04	3
1	2	0	0	0	0	11	6	s	A2'	136	6179.34376	5.21E-04	3
0	2	1	0	1	0	9	3	a	E'	270	6181.604084	3.20E-04	3
0	0	1	1	1	1	13	13	a	A2'	123	6182.267447	3.67E-04	2
1	1	0	1	0	1	5	3	a	E'	190	6182.457105	1.04E-03	5
1	3	0	0	0	0	7	5	s	E"	234	6182.843589	1.04E-03	8
1	0	0	1	0	1	13	13	s	A2"	115	6183.467716	3.87E-04	3
0	1	1	1	1	1	4	4	a	E"	161	6183.972108	1.03E-03	7
0	1	1	1	1	1	4	3	s	E"	162	6184.248618	2.49E-04	12
0	2	1	0	1	0	10	4	s	A2'	138	6186.26445	6.51E-04	4
1	0	0	1	0	1	11	5	s	E"	269	6186.716423	1.28E-03	2
0	0	1	1	1	1	12	10	a	E"	242	6186.965638	6.22E-04	2
1	1	0	0	0	0	15	11	s	E"	200	6187.276101	3.92E-04	2
0	2	1	0	1	0	10	8	a	A2"	149	6187.60896	4.25E-04	5
1	0	0	1	0	1	11	5	a	E'	265	6188.331233	1.74E-03	4
0	1	1	1	1	1	4	2	s	E'	165	6188.432395	2.12E-04	11
1	1	0	1	0	1	6	6	s	E'	217	6189.12794	1.03E-03	3
1	1	0	1	0	1	5	2	s	E'	191	6189.187885	1.49E-03	5
1	1	0	1	0	1	6	6	a	E"	214	6189.380659	1.05E-03	3
0	2	1	0	1	0	10	4	s	E'	287	6189.932479	3.25E-04	5
0	1	1	1	1	1	4	3	a	A2'	75	6190.1433	4.76E-04	10
0	1	0	0	0	0	23	3	s	A2"	24	6190.671995	4.70E-03	2
0	4	0	1	0	1	11	6	s	E'	266	6190.690303	3.65E-04	3
0	1	1	1	1	1	4	2	s	E'	166	6190.988048	2.02E-04	14
0	1	1	1	1	1	4	3	a	E'	167	6191.136436	2.06E-04	12
0	1	0	0	0	0	23	3	a	A2'	25	6191.40889	8.72E-02	3
0	2	1	0	1	0	11	11	a	E'	267	6192.88179	4.05E-04	3
0	0	0	3	0	3	13	12	s	A2'	126	6192.96514	3.02E-03	1
0	1	1	1	1	1	4	3	s	A2"	89	6193.313769	2.01E-04	11
0	0	1	1	1	1	12	10	a	A2"	129	6193.325321	3.49E-04	3
0	0	1	1	1	1	11	7	s	E"	271	6193.362495	3.35E-04	4
1	1	0	1	0	1	5	1	s	A2"	90	6193.486134	1.03E-03	5
0	0	1	1	1	1	11	7	a	E'	268	6194.26446	3.71E-04	4
0	2	0	2	0	2	13	13	a	A2'	127	6194.670577	3.75E-04	2
0	0	1	1	1	1	12	10	s	A2'	119	6195.408114	3.62E-04	3
0	1	1	1	1	1	4	4	a	E"	163	6195.536936	1.03E-03	5
0	2	1	0	1	0	9	2	a	E"	272	6195.913996	3.46E-04	6
1	1	0	0	0	0	17	17	s	E"	168	6197.805124	4.72E-02	1
0	2	1	0	1	0	9	2	a	A2"	132	6197.817638	3.17E-04	6
0	3	1	0	1	0	6	4	s	A2'	103	6197.878618	2.91E-04	19
1	2	0	0	0	0	10	5	a	E'	289	6198.265147	3.02E-03	1
0	0	1	1	1	1	12	11	s	E"	244	6199.557428	3.02E-03	1
0	0	0	0	0	0	26	12	a	A2"	8	6199.668956	2.16E-03	2
0	1	1	1	1	1	5	5	s	E"	196	6200.203534	2.88E-04	11
1	1	0	1	0	1	5	0	s	E'	192	6200.302109	3.01E-03	5
0	1	1	1	1	1	4	2	s	A2'	76	6200.831646	2.26E-04	14
1	1	0	1	0	1	5	3	a	E'	193	6201.526324	1.03E-03	6
0	3	1	0	1	0	6	4	s	E'	219	6201.984767	2.59E-04	14
0	1	0	0	0	0	24	12	s	A2'	19	6202.189778	1.98E-03	3
0	1	1	1	1	1	4	1	s	E"	164	6202.309534	1.03E-03	12
1	1	0	0	0	0	15	11	a	E'	203	6203.359871	3.03E-03	1
0	2	1	0	1	0	11	11	a	A2'	139	6203.93107	9.41E-04	3
1	3	0	0	0	0	8	8	s	E'	252	6204.018572	1.05E-03	4
1	1	0	1	0	1	6	5	s	A2"	116	6204.679594	2.71E-03	3
0	1	1	1	1	1	4	1	s	A2"	90	6205.53428	2.00E-04	14
0	1	0	0	0	0	23	2	s	E'	51	6205.700995	2.22E-03	4
0	2	1	0	1	0	9	1	a	A2'	143	6205.834441	3.09E-04	5
0	0	1	1	1	1	11	6	s	E'	271	6206.028854	3.48E-04	3
0	2	1	0	1	0	11	8	s	E'	272	6206.611088	4.72E-04	4
0	1	0	0	0	0	24	12	a	A2"	19	6206.670947	2.21E-03	1
0	0	1	1	1	1	11	6	a	A2"	130	6206.851081	4.17E-04	3
1	1	0	1	0	1	5	2	a	A2"	91	6207.572306	1.03E-03	7
0	1	1	1	1	1	4	3	a	E'	169	6207.577435	2.41E-04	11
0	1	0	0	0	0	23	2	a	E"	50	6207.689653	1.87E-03	4
0	2	1	0	1	0	9	1	a	E'	271	6207.69226	3.64E-04	5
0	1	1	1	1	1	4	0	s	A2'	77	6207.905402	2.69E-04	15
0	0	1	1	1	1	11	6	a	E"	272	6208.160117	6.26E-04	5
0	2	1	0	1	0	12	11	s	E"	246	6208.577835	6.22E-04	2
0	0	1	1	1	1	11	6	a	E"	273	6208.732796	7.48E-04	5
0	1	1	1	1	1	4	2	s	E'	170	6209.208328	2.01E-04	17
0	0	1	1	1	1	11	6	s	A2'	141	6209.456127	1.17E-03	4
0	1	1	1	1	1	4	1	s	E"	166	6209.88931	2.28E-04	15
0	2	1	0	1	0	9	0	a	E"	273	6210.5811	3.66E-04	3
1	1	0	0	0	0	14	6	a	A2"	111	6210.989685	3.02E-03	2
0	1	1	1	1	1	4	2	a	E"	167	6212.59089	4.67E-04	16
0	1	1	1	1	1	4	2	a	E"	168	6213.029274	2.54E-04	21
1	3	0	0	0	0	7	4	s	E'	233	6213.062987	2.85E-04	5
0	1	1	1	1	1	4	0	s	E'	171	6213.208076	2.03E-04	14
0	2	1	0	1	0	11	8	s	A2'	142	6213.581846	6.09E-04	2
0	4	0	1	0	1	11	4	s	E'	273	6214.061122	3.02E-03	1
0	1	1	0	1	0	14	8	s	E'	220	6214.755758	5.88E-04	2
0	0	1	1	1	1	11	7	a	E'	274	6214.825412	7.11E-04	4
1	0	0	1	0	1	11	4	s	A2'	143	6214.864403	3.02E-03	1
0	1	0	0	0	0	23	1	s	E"	51	6215.080981	2.16E-03	4
0	0	1	1	1	1	11	7	s	E"	275	6215.234326	5.92E-04	4
1	1	0	1	0	1	5	2	a	E"	197	6216.922765	1.03E-03	5
0	1	0	0	0	0	23	1	a	E'	52	6217.021947	2.25E-03	4
0	3	1	0	1	0	7	7	s	A2"	112	6217.721979	4.29E-04	10
0	2	1	0	1	0	10	3	s	E"	290	6218.106195	5.14E-04	3
0	1	0	0	0	0	23	0	s	A2'	26	6218.192286	2.24E-03	3
0	1	1	1	1	1	4	3	a	A2'	78	6218.3483	2.24E-04	12
0	2	1	0	1	0	12	11	s	A2"	130	6218.504864	4.59E-04	2
1	0	0	1	0	1	11	4	a	A2"	132	6219.205117	4.11E-04	5
1	1	0	0	0	0	16	14	s	E'	197	6220.461021	1.57E-03	2
0	1	1	1	1	1	4	1	s	E"	169	6220.894179	3.07E-04	14
0	1	1	0	1	0	15	12	s	E'	204	6221.165154	4.05E-04	3
0	1	1	1	1	1	5	5	a	E'	194	6221.37999	2.08E-02	2
1	1	0	1	0	1	5	1	a	E'	195	6222.168049	1.03E-03	5
0	3	1	0	1	0	6	3	s	E"	217	6222.216242	3.15E-04	16
0	4	0	1	0	1	7	1	a	A2'	125	6222.987718	3.02E-03	1
0	1	1	1	1	1	5	5	a	E'	196	6223.495922	2.46E-04	12
0	1	1	1	1	1	4	2	a	A2"	91	6223.648032	2.01E-04	16
0	3	1	0	1	0	7	7	s	E"	238	6224.503284	1.04E-03	7
0	1	1	0	1	0	14	8	a	E"	220	6224.917175	4.64E-04	3
0	3	1	0	1	0	6	3	s	E"	218	6225.312791	2.71E-04	13
1	1	0	1	0	1	6	6	a	E"	219	6225.42632	1.04E-03	7
1	0	0	1	0	1	12	9	s	E"	249	6225.827881	1.46E-03	4
0	1	1	1	1	1	4	1	a	E'	172	6226.026004	3.52E-04	18
1	1	0	1	0	1	5	5	s	A2"	92	6226.106669	5.57E-04	7
1	2	0	0	0	0	12	12	a	A2"	133	6226.847834	3.02E-03	2
0	1	1	1	1	1	4	1	a	A2'	79	6227.403018	3.43E-04	10
1	2	0	0	0	0	10	4	a	E"	292	6228.668461	3.02E-03	1
0	1	1	0	1	0	14	8	s	A2'	107	6228.757103	4.58E-04	4
1	1	0	1	0	1	5	0	a	E"	198	6229.770552	1.03E-03	5
1	3	0	0	0	0	0	0	a	A2"	18	6230.116702	3.00E-03	2
0	1	1	0	1	0	15	12	s	E'	206	6230.544193	5.64E-04	2
0	2	1	0	1	0	10	7	a	A2'	140	6230.829529	3.69E-04	6
1	1	0	1	0	1	5	1	a	A2'	103	6231.629924	1.03E-03	6
0	1	1	1	1	1	4	0	a	E"	170	6231.668415	2.75E-04	16
1	1	0	1	0	1	6	5	s	E"	221	6231.903973	1.04E-03	5
0	1	1	1	1	1	4	1	a	E'	173	6232.3846	2.20E-04	16
0	1	1	0	1	0	16	15	s	E"	199	6233.041768	3.03E-03	1
0	1	1	0	1	0	14	8	a	A2"	113	6234.711798	3.02E-03	1
1	1	0	1	0	1	6	5	a	A2'	105	6234.895556	1.04E-03	2
0	1	1	0	1	0	15	12	a	E"	205	6235.436741	5.46E-04	2
0	2	1	0	1	0	10	2	s	E'	292	6236.197717	3.21E-04	3
0	1	1	1	1	1	4	2	a	E"	171	6236.631027	3.35E-04	17
0	0	0	3	0	3	11	0	a	A2"	134	6236.752669	4.28E-04	2
1	3	0	0	0	0	7	3	s	A2"	113	6237.175684	1.04E-03	7
0	0	1	1	1	1	11	6	s	E'	279	6237.215643	4.11E-04	5
0	0	1	1	1	1	11	6	s	E'	280	6237.289943	3.83E-04	5
0	0	1	1	1	1	11	6	a	E"	281	6237.571147	5.28E-04	6
0	2	1	0	1	0	10	2	s	A2'	141	6237.726781	3.99E-04	4
0	2	1	0	1	0	10	7	a	E'	293	6237.975087	4.89E-04	6
0	1	1	1	1	1	5	4	s	A2'	104	6238.343715	2.25E-04	16
0	3	1	0	1	0	6	2	s	E'	222	6239.835034	2.93E-04	18
0	3	1	0	1	0	6	2	s	A2'	106	6241.848945	2.87E-04	16
0	0	0	0	0	0	27	17	a	E'	10	6243.373482	7.29E-02	2
0	1	1	1	1	1	4	1	a	E'	174	6244.221838	1.02E-03	12
0	0	1	1	1	1	11	5	a	E'	282	6245.343082	4.06E-04	6
1	3	0	0	0	0	1	1	a	E'	59	6245.452048	6.75E-04	4
0	1	1	0	1	0	15	12	a	E"	206	6245.998666	4.63E-04	2
0	1	1	1	1	1	4	0	a	A2"	92	6246.840968	2.10E-04	12
0	1	1	0	1	0	16	15	s	E"	201	6247.421705	1.32E-03	2
1	0	0	1	0	1	13	12	s	E'	244	6247.49208	5.79E-04	2
0	0	1	1	1	1	11	5	s	E"	284	6247.733467	3.40E-04	3
0	2	1	0	1	0	10	1	s	A2"	152	6247.994015	4.16E-04	3
1	0	0	1	0	1	13	12	a	E"	248	6248.567874	3.64E-04	3
0	2	1	0	1	0	10	1	s	E"	293	6249.802428	3.02E-03	1
0	0	1	1	1	1	12	10	s	E'	256	6250.019998	3.54E-04	4
0	3	1	0	1	0	6	1	s	A2"	118	6250.243773	2.46E-04	18
0	0	1	1	1	1	12	10	a	E"	252	6250.297366	3.89E-04	4
0	1	1	1	1	1	5	5	a	A2'	105	6251.496101	1.03E-03	7
0	3	1	0	1	0	6	1	s	E"	222	6251.659864	2.77E-04	16
1	0	0	1	0	1	11	2	s	E'	284	6252.340057	3.49E-04	3
0	0	1	1	1	1	11	5	a	E'	285	6253.260741	4.23E-04	4
0	2	1	0	1	0	10	0	s	E'	295	6253.44237	3.24E-04	4
0	4	0	1	0	1	11	2	s	A2'	148	6253.564958	3.02E-03	1
1	3	0	0	0	0	8	7	s	E"	256	6254.283758	1.04E-03	5
1	3	0	0	0	0	7	2	s	E'	238	6254.375202	3.01E-03	4
0	0	1	1	1	1	13	13	s	E"	249	6254.443898	1.37E-03	2
0	3	1	0	1	0	6	0	s	E'	224	6254.580597	3.79E-04	16
0	0	1	1	1	1	13	13	a	E'	246	6255.58206	4.18E-04	2
0	0	1	1	1	1	11	6	a	A2"	136	6256.864042	3.91E-04	4
0	0	1	1	1	1	11	6	s	A2'	149	6257.123	3.45E-04	4
0	1	1	0	1	0	16	15	a	E'	200	6257.468455	3.03E-03	1
1	0	0	1	0	1	11	2	a	E"	287	6257.66013	8.76E-04	2
0	0	1	1	1	1	11	5	a	E'	286	6257.665043	5.69E-04	4
0	1	1	1	1	1	5	4	s	E'	198	6259.128653	2.52E-04	11
0	1	1	1	1	1	5	4	a	E"	201	6259.199044	1.03E-03	5
0	2	1	0	1	0	13	13	s	A2"	118	6259.702203	4.70E-04	3
0	1	1	1	1	1	5	4	a	A2"	93	6260.237586	2.53E-04	17
0	3	1	0	1	0	7	6	s	E'	240	6261.907954	5.32E-04	8
0	0	1	1	1	1	12	9	a	A2'	124	6262.223498	7.80E-04	3
0	0	1	1	1	1	11	5	s	E"	288	6262.92203	3.78E-04	2
1	1	0	0	0	0	15	10	s	E'	208	6263.743226	3.03E-03	1
0	1	1	1	1	1	5	5	a	E'	200	6263.936107	1.03E-03	4
1	3	0	0	0	0	7	1	s	E"	243	6264.593557	3.01E-03	4
0	2	1	0	1	0	11	10	a	A2"	137	6264.89043	3.51E-04	3
1	1	0	1	0	1	6	5	a	E'	225	6264.91508	4.87E-04	7
1	1	0	1	0	1	6	4	s	A2'	107	6265.942073	3.07E-04	6
0	1	1	1	1	1	5	3	s	A2"	94	6266.510535	3.65E-04	3
0	0	1	1	1	1	12	9	a	E'	258	6267.171198	3.72E-04	4
0	1	1	0	1	0	14	7	s	A2"	118	6267.986222	3.02E-03	1
0	3	1	0	1	0	7	6	s	E'	241	6268.006973	1.06E-03	9
1	3	0	0	0	0	7	0	s	A2'	128	6268.02458	1.03E-03	5
0	1	1	1	1	1	5	4	s	E'	201	6268.417968	9.38E-04	10
1	0	0	1	0	1	13	11	s	A2"	119	6268.487447	1.48E-03	3
0	1	1	1	1	1	5	3	s	E"	202	6268.508348	2.25E-04	13
0	0	1	1	1	1	12	9	s	E"	254	6268.982464	3.63E-04	2
0	0	0	0	0	0	26	11	a	E'	18	6269.897807	2.22E-03	2
0	1	1	1	1	1	6	6	s	A2'	108	6270.213422	3.02E-03	1
1	0	0	1	0	1	11	2	a	A2"	139	6271.34267	3.59E-04	3
0	0	1	1	1	1	12	10	a	E"	256	6271.640477	3.02E-03	1
1	1	0	1	0	1	6	4	a	E"	223	6272.565763	1.04E-03	4
1	3	0	0	0	0	2	2	a	E"	100	6273.256135	1.03E-03	4
1	0	0	1	0	1	11	5	s	A2"	140	6273.421383	3.52E-04	5
0	2	1	0	1	0	13	13	s	E"	250	6273.463531	6.35E-04	4
1	0	0	1	0	1	11	5	a	A2'	150	6273.567047	3.73E-04	6
0	1	1	1	1	1	6	6	s	E'	226	6274.083675	2.58E-04	11
1	0	0	1	0	1	11	2	s	A2'	151	6274.82078	3.78E-04	7
1	1	0	1	0	1	6	3	s	E"	224	6275.405323	3.02E-03	2
0	2	1	0	1	0	10	6	a	E"	296	6275.474032	3.02E-03	1
0	1	1	0	1	0	14	7	a	A2'	111	6275.945979	3.91E-04	2
0	2	1	0	1	0	11	10	a	E"	292	6276.404481	1.10E-03	3
0	1	0	0	0	0	24	11	s	E"	38	6276.726184	2.04E-03	3
0	1	1	0	1	0	14	7	s	E"	229	6277.432701	7.51E-04	3
1	1	0	1	0	1	7	7	s	A2"	118	6279.872949	3.01E-03	5
0	1	0	0	0	0	24	11	a	E'	39	6280.488643	2.25E-03	2
0	0	1	1	1	1	13	12	s	E'	248	6281.415783	3.02E-03	1
0	2	1	0	1	0	10	6	a	E"	297	6281.749016	4.20E-04	3
1	3	0	0	0	0	2	1	a	E'	101	6281.883209	1.01E-03	5
0	1	1	1	1	1	5	4	a	E"	203	6282.66351	2.33E-04	10
0	1	1	1	1	1	5	3	s	E"	204	6283.918927	2.24E-04	17
0	0	1	1	1	1	13	12	a	E"	253	6284.499286	4.59E-04	3
1	3	0	0	0	0	2	0	a	A2"	55	6284.765842	2.21E-04	4
0	0	0	3	0	3	13	11	s	E"	254	6287.540064	3.02E-03	1
0	1	1	1	1	1	5	2	s	E'	203	6288.030714	2.46E-04	14
1	0	0	1	0	1	12	8	s	E'	262	6288.289163	3.54E-04	3
1	0	0	1	0	1	11	1	a	E'	291	6288.812651	3.62E-04	3
0	1	1	1	1	1	5	3	a	A2'	107	6289.10576	3.75E-04	13
0	0	1	1	1	1	11	5	s	E"	295	6289.689859	1.39E-03	5
0	1	1	1	1	1	5	3	a	E'	204	6290.38192	4.44E-04	14
0	0	1	1	1	1	11	4	a	E"	296	6290.689569	3.78E-04	5
0	1	1	1	1	1	5	2	s	E'	205	6290.841436	2.61E-04	14
0	0	1	1	1	1	11	5	a	E'	292	6291.111667	5.23E-04	2
0	0	1	1	1	1	11	4	s	E'	293	6292.524315	3.68E-04	3
0	1	1	1	1	1	5	3	s	A2"	96	6292.826516	2.87E-04	9
0	0	1	1	1	1	11	4	a	A2"	143	6292.957782	4.46E-04	4
0	1	1	1	1	1	5	4	a	E"	206	6294.241979	2.37E-04	9
0	1	1	1	1	1	6	6	a	A2"	119	6294.756252	2.70E-03	3
1	1	0	1	0	1	6	4	a	A2"	120	6296.375898	3.29E-04	7
0	0	1	1	1	1	11	4	s	A2'	152	6296.642144	3.57E-04	6
1	3	0	0	0	0	8	6	s	A2'	124	6296.99908	3.10E-04	8
0	1	0	0	0	0	25	16	s	E'	32	6297.221715	2.74E-03	3
0	1	1	1	1	1	6	6	a	E"	226	6297.646905	3.05E-04	12
0	2	1	0	1	0	12	10	s	A2'	128	6297.779774	3.96E-04	2
1	1	0	1	0	1	6	2	s	A2'	109	6298.725216	1.03E-03	4
1	0	0	1	0	1	11	0	a	E"	298	6299.104195	3.69E-04	2
0	3	1	0	1	0	7	5	s	E"	247	6299.664728	4.16E-04	14
0	1	1	1	1	1	5	2	s	A2'	108	6300.964902	2.27E-04	16
1	1	0	1	0	1	6	3	a	E'	227	6301.498589	1.04E-03	1
0	0	1	1	1	1	11	4	s	E'	294	6301.540012	4.93E-04	7
0	1	1	1	1	1	5	1	s	E"	207	6302.048367	2.75E-04	19
0	0	1	1	1	1	11	4	a	E"	299	6302.088471	4.91E-04	3
1	0	0	1	0	1	11	1	a	A2'	153	6302.181479	3.65E-04	3
0	0	1	1	1	1	11	4	s	E'	295	6302.206596	8.18E-04	8
0	1	1	0	1	0	15	11	s	E"	214	6303.508477	6.84E-04	2
0	3	1	0	1	0	7	5	s	A2"	120	6304.82167	2.84E-04	16
0	1	1	1	1	1	6	6	s	E'	228	6305.062584	1.03E-03	6
0	1	0	0	0	0	25	16	a	E"	31	6305.084176	3.02E-03	1
0	1	1	1	1	1	5	1	s	A2"	97	6305.559367	4.21E-04	10
0	1	1	1	1	1	5	3	a	E'	206	6306.001778	2.46E-04	14
0	2	1	0	1	0	12	10	s	E'	265	6306.061038	3.02E-03	1
0	1	1	1	1	1	5	2	s	E'	207	6308.111876	2.64E-04	17
0	1	1	1	1	1	5	1	s	E"	208	6309.156797	2.31E-04	18
0	1	1	0	1	0	15	11	s	A2"	106	6310.777334	7.18E-04	3
0	1	1	1	1	1	5	2	a	E"	209	6311.613386	2.33E-04	21
0	1	1	1	1	1	5	2	a	E"	210	6312.399761	2.35E-04	21
0	1	1	0	1	0	14	6	s	E'	238	6312.713687	4.36E-04	3
0	2	1	0	1	0	10	5	a	E'	299	6313.27264	3.02E-03	2
1	3	0	0	0	0	3	3	a	A2'	78	6313.512372	2.29E-04	6
0	1	1	1	1	1	5	0	s	E'	208	6313.914707	2.53E-04	14
1	1	0	1	0	1	6	1	s	E"	227	6313.995488	1.04E-03	1
1	3	0	0	0	0	9	9	s	A2"	135	6315.019006	1.05E-03	2
0	1	1	0	1	0	15	11	a	E'	214	6315.023504	4.37E-04	2
