        C3     C4  Uncertainty  C14  C15  C16  C17  C18  C19  C22  C23 C20 C25  C26  C27  C28  C29  C30  C31  C32  C35  C36 C33 C38  C39       Source
4314.71770 0.0005       0.0005    0    1    1    0    1    0    4    1   s  E"   70    0    0    0    0    0    0    5    1   a  E'    4 21CeCaCo.379
4314.96540 0.0005       0.0005    1    1    0    0    0    0    6    6   a A2"   50    0    0    0    0    0    0    6    6   s A2'    1 21CeCaCo.380
4315.03140 0.0005       0.0005    1    1    0    0    0    0    5    3   a A2'   43    0    0    0    0    0    0    5    3   s A2"    1 21CeCaCo.381
4315.23200 0.0007       0.0007    0    0    1    1    1    1    8    6   a A2"  104    0    1    0    0    0    0    7    6   s A2'    4 21CeCaCo.382
4315.24580 0.0005       0.0005    0    1    1    0    1    0    6    3   a  E'  102    0    0    0    0    0    0    7    4   a  E"    3 21CeCaCo.383
4315.37150 0.0008       0.0008    0    1    1    0    1    0   14   13   a A2'   88    0    0    0    0    0    0   14   12   a A2"    1 21CeCaCo.384
4315.58300 0.0005       0.0005    1    1    0    0    0    0    5    4   a  E"   80    0    0    0    0    0    0    5    4   s  E'    2 21CeCaCo.385
4315.92640 0.0005       0.0005    0    1    1    0    1    0    6    5   s A2"   54    0    0    0    0    0    0    7    6   s A2'    1 21CeCaCo.386
4316.05240 0.0010       0.0010    0    3    1    0    1    0    4    2   s  E'  154    0    2    0    0    0    0    3    1   s  E"    6 21CeCaCo.387
4316.18300 0.0005       0.0005    0    1    1    0    1    0    3    3   s  E"   52    0    0    0    0    0    0    4    2   s  E'    2 21CeCaCo.388
4316.23040 0.0005       0.0005    0    1    0    2    0    0    7    5   a  E'   96    0    0    0    0    0    0    6    5   s  E"    1 21CeCaCo.389
4316.27910 0.0005       0.0005    1    1    0    0    0    0    4    1   a  E'   66    0    0    0    0    0    0    4    1   s  E"    3 21CeCaCo.390
4316.34730 0.0005       0.0005    1    1    0    0    0    0    5    5   a  E'   78    0    0    0    0    0    0    5    5   s  E"    1 21CeCaCo.391
4316.51210 0.0005       0.0005    1    1    0    0    0    0    4    2   a  E"   66    0    0    0    0    0    0    4    2   s  E'    2 21CeCaCo.392
4316.91660 0.0005       0.0005    1    1    0    0    0    0    4    3   a A2'   29    0    0    0    0    0    0    4    3   s A2"    1 21CeCaCo.393
4316.94740 0.0005       0.0005    0    1    1    0    1    0    8    8   a A2"   64    0    0    0    0    0    0    9    9   a A2'    1 21CeCaCo.394
4317.01300 0.0005       0.0005    0    2    1    0    1    0   10   10   s A2'   99    0    1    0    0    0    0    9    9   s A2"    4 21CeCaCo.395
4317.17140 0.0005       0.0005    0    1    0    2    0    0   10    4   a  E"  146    0    0    0    0    0    0   10    7   a  E'    3 21CeCaCo.396
4317.51540 0.0005       0.0005    1    1    0    0    0    0    4    4   a  E"   64    0    0    0    0    0    0    4    4   s  E'    1 21CeCaCo.397
4317.78700 0.0005       0.0005    1    1    0    0    0    0    3    1   a  E'   50    0    0    0    0    0    0    3    1   s  E"    2 21CeCaCo.398
4317.91720 0.0005       0.0005    0    1    0    2    0    2    6    4   s  E'   84    0    0    0    0    0    0    5    5   s  E"    1 21CeCaCo.399
4318.03670 0.0005       0.0005    1    1    0    0    0    0    3    2   a  E"   51    0    0    0    0    0    0    3    2   s  E'    1 21CeCaCo.400
4318.10600 0.0005       0.0005    0    1    0    2    0    0    9    6   s A2'   65    0    0    0    0    0    0    8    6   a A2"    1 21CeCaCo.401
4318.46790 0.0005       0.0005    1    1    0    0    0    0    3    3   a A2'   30    0    0    0    0    0    0    3    3   s A2"    1 21CeCaCo.402
4318.56590 0.0005       0.0005    0    1    1    0    1    0    4    0   s  E'   71    0    0    0    0    0    0    5    1   s  E"    4 21CeCaCo.403
4318.73630 0.0005       0.0005    0    2    0    2    0    2    6    1   a  E'  176    0    1    0    0    0    0    5    1   s  E"    7 21CeCaCo.404
4318.82050 0.0006       0.0006    0    1    0    2    0    2    9    4   s  E'  127    0    0    0    0    0    0    8    2   a  E"    5 21CeCaCo.405
4318.84410 0.0005       0.0005    0    1    0    2    0    2    5    0   a  E"   79    0    0    0    0    0    0    4    2   s  E'    2 21CeCaCo.406
4318.94240 0.0005       0.0005    1    1    0    0    0    0    2    1   a  E'   38    0    0    0    0    0    0    2    1   s  E"    2 21CeCaCo.407
4319.12850 0.0005       0.0005    0    1    0    2    0    0    6    1   s  E"   85    0    0    0    0    0    0    5    4   s  E'    2 21CeCaCo.408
4319.20480 0.0005       0.0005    1    1    0    0    0    0    2    2   a  E"   37    0    0    0    0    0    0    2    2   s  E'    1 21CeCaCo.409
4319.47030 0.0005       0.0005    0    1    1    0    1    0    4    2   a  E"   71    0    0    0    0    0    0    5    1   a  E'    4 21CeCaCo.410
4319.47280 0.0005       0.0005    0    1    0    2    0    0    7    4   a  E"   99    0    0    0    0    0    0    6    4   s  E'    2 21CeCaCo.411
4319.54300 0.0005       0.0005    0    1    0    2    0    2   10    5   s  E"  137    0    0    0    0    0    0    9    4   s  E'    4 21CeCaCo.412
4319.72550 0.0005       0.0005    1    1    0    0    0    0    1    1   a  E'   22    0    0    0    0    0    0    1    1   s  E"    1 21CeCaCo.413
4319.87520 0.0005       0.0005    0    1    0    2    0    2    5    1   a  E'   77    0    0    0    0    0    0    4    2   a  E"    2 21CeCaCo.414
4319.95840 0.0005       0.0005    0    1    1    0    1    0    7    6   a  E"  113    0    0    0    0    0    0    8    7   a  E'    2 21CeCaCo.415
4320.01830 0.0013       0.0013    0    1    1    0    1    0   14   10   s A2'  100    0    0    0    0    0    0   14    9   s A2"    2 21CeCaCo.416
4320.20320 0.0005       0.0005    0    2    1    0    1    0    4    4   a  E"  125    0    1    0    0    0    0    5    5   a  E'    6 21CeCaCo.417
4320.22440 0.0006       0.0006    0    1    1    0    1    0   14   12   a  E"  188    0    0    0    0    0    0   14   11   a  E'    3 21CeCaCo.418
4320.36440 0.0005       0.0005    0    1    0    2    0    0    7    1   a  E'  104    0    0    0    0    0    0    6    1   s  E"    4 21CeCaCo.419
4320.40150 0.0005       0.0005    0    2    1    0    1    0    5    0   s  E'  151    0    1    0    0    0    0    4    1   s  E"    5 21CeCaCo.420
4320.44880 0.0005       0.0005    0    1    0    2    0    2    8    3   s  E"  116    0    0    0    0    0    0    7    1   a  E'    5 21CeCaCo.421
4320.55380 0.0005       0.0005    0    1    1    0    1    0    5    1   a  E'   88    0    0    0    0    0    0    6    2   a  E"    3 21CeCaCo.422
4320.62470 0.0005       0.0005    0    3    1    0    1    0    5    5   s  E"  182    0    2    0    0    0    0    4    4   s  E'    7 21CeCaCo.423
4320.73240 0.0009       0.0009    1    1    0    0    0    0    9    0   s A2'   77    0    0    0    0    0    0    9    3   s A2"    3 21CeCaCo.424
4320.80400 0.0005       0.0005    0    1    1    0    1    0   13   13   a A2'   86    0    0    0    0    0    0   13   12   a A2"    1 21CeCaCo.425
4321.10230 0.0005       0.0005    0    2    1    0    1    0    9    8   s  E'  211    0    1    0    0    0    0    8    7   s  E"    8 21CeCaCo.426
4321.15240 0.0005       0.0005    0    1    1    0    1    0    5    3   s  E"   86    0    0    0    0    0    0    6    4   s  E'    2 21CeCaCo.427
4321.34190 0.0005       0.0005    0    1    1    0    1    0    3    2   s A2'   32    0    0    0    0    0    0    4    0   a A2"    2 21CeCaCo.428
4321.51050 0.0005       0.0005    0    1    0    2    0    2    9    5   a  E'  123    0    0    0    0    0    0    8    4   a  E"    4 21CeCaCo.429
4321.61970 0.0005       0.0005    0    2    1    0    1    0    8    8   a  E"  230    0    1    0    0    0    0    8    7   a  E'    8 21CeCaCo.430
4321.92440 0.0005       0.0005    0    1    1    1    1    1    5    4   a A2"   93    0    0    0    1    0    1    6    5   a A2'    6 21CeCaCo.431
4321.93450 0.0005       0.0005    0    3    1    0    1    0    5    4   s A2'   97    0    2    0    0    0    0    4    3   s A2"    5 21CeCaCo.432
4322.01890 0.0007       0.0007    0    1    1    0    1    0    7    4   s A2'   62    0    0    0    0    0    0    8    6   a A2"    1 21CeCaCo.433
4322.04510 0.0005       0.0005    0    1    0    2    0    2    7    0   s  E'  103    0    0    0    0    0    0    6    2   a  E"    3 21CeCaCo.434
4322.13390 0.0005       0.0005    0    1    1    0    1    0    5    1   s A2"   38    0    0    0    0    0    0    6    3   a A2'    2 21CeCaCo.435
4322.30590 0.0005       0.0005    0    3    1    0    1    0    4    1   s A2"   82    0    2    0    0    0    0    3    0   s A2'    5 21CeCaCo.436
4322.31590 0.0005       0.0005    0    1    1    0    1    0   13   10   s A2'   98    0    0    0    0    0    0   13    9   s A2"    2 21CeCaCo.437
4322.36710 0.0007       0.0007    0    1    1    0    1    0    9    6   a  E"  143    0    0    0    0    0    0   10    8   s  E'    2 21CeCaCo.438
4322.65560 0.0005       0.0005    0    1    1    0    1    0    7    3   a  E'  117    0    0    0    0    0    0    8    5   s  E"    3 21CeCaCo.439
4322.71960 0.0005       0.0005    0    1    1    0    1    0    8    7   s  E"  124    0    0    0    0    0    0    8    5   a  E'    3 21CeCaCo.440
4322.86230 0.0005       0.0005    0    2    1    0    1    0    9    8   s  E'  212    0    1    0    0    0    0    8    7   s  E"    8 21CeCaCo.441
4322.92640 0.0005       0.0005    0    2    1    0    1    0    3    2   a A2"   45    0    1    0    0    0    0    4    3   a A2'    2 21CeCaCo.442
4323.07220 0.0005       0.0005    0    1    0    2    0    0    7    2   a  E"  104    0    0    0    0    0    0    6    1   a  E'    4 21CeCaCo.443
4323.20960 0.0005       0.0005    0    3    0    1    0    1   12   11   a A2'   82    0    0    0    0    0    0   12    9   s A2"    2 21CeCaCo.444
4323.33860 0.0005       0.0005    1    1    0    0    0    0    7    0   s A2'   60    0    0    0    0    0    0    7    3   s A2"    2 21CeCaCo.445
4323.91200 0.0005       0.0005    0    1    1    0    1    0    3    2   s  E'   52    0    0    0    0    0    0    4    1   s  E"    3 21CeCaCo.446
4323.94140 0.0005       0.0005    0    1    1    0    1    0    6    4   a  E"   98    0    0    0    0    0    0    7    5   a  E'    2 21CeCaCo.447
4324.14250 0.0005       0.0005    0    1    1    0    1    0    6    6   s  E'   96    0    0    0    0    0    0    7    7   s  E"    1 21CeCaCo.448
4324.42860 0.0005       0.0005    0    2    1    0    1    0    9    6   a  E"  266    0    1    0    0    0    0    9    5   a  E'    9 21CeCaCo.449
4324.51850 0.0005       0.0005    0    2    1    0    1    0    8    6   s  E'  213    0    1    0    0    0    0    7    5   s  E"    7 21CeCaCo.450
4324.88250 0.0005       0.0005    0    3    1    0    1    0    5    3   s  E"  187    0    2    0    0    0    0    4    2   s  E'    9 21CeCaCo.451
4325.03630 0.0005       0.0005    1    1    0    0    0    0   12   11   a  E'  152    0    0    0    0    0    0   11    8   a  E"    3 21CeCaCo.452
4325.08530 0.0005       0.0005    0    1    0    2    0    0   10    8   s  E'  127    0    0    0    0    0    0    9    8   a  E"    1 21CeCaCo.453
4325.21920 0.0005       0.0005    0    2    1    0    1    0    8    7   a A2'  111    0    1    0    0    0    0    8    6   a A2"    4 21CeCaCo.454
4325.27930 0.0005       0.0005    0    1    0    2    0    0    9    0   s A2'   69    0    0    0    0    0    0    8    0   a A2"    3 21CeCaCo.455
4325.34010 0.0005       0.0005    0    2    1    0    1    0    7    4   s A2'  106    0    1    0    0    0    0    6    3   s A2"    5 21CeCaCo.456
4325.52950 0.0013       0.0013    0    1    0    2    0    2    8    5   a A2'   52    0    0    0    0    0    0    7    3   s A2"    2 21CeCaCo.457
4325.55990 0.0007       0.0007    0    1    1    0    1    0   13   12   a  E"  171    0    0    0    0    0    0   13   11   a  E'    2 21CeCaCo.458
4325.71800 0.0008       0.0008    0    1    0    2    0    2   12   11   a A2'   73    0    0    0    0    0    0   12   12   a A2"    1 21CeCaCo.459
4325.90230 0.0005       0.0005    0    2    1    0    1    0   12   12   s  E'  234    0    1    0    0    0    0   11   11   s  E"    9 21CeCaCo.460
4325.98290 0.0005       0.0005    0    1    1    0    1    0   14    9   s  E"  210    0    0    0    0    0    0   14    8   s  E'    5 21CeCaCo.461
4325.99280 0.0005       0.0005    0    1    1    0    1    0   12   10   s A2'   83    0    0    0    0    0    0   12    9   s A2"    2 21CeCaCo.462
4326.09510 0.0005       0.0005    0    2    1    0    1    0   11   11   s  E"  223    0    1    0    0    0    0   10   10   s  E'    8 21CeCaCo.463
4326.19000 0.0005       0.0005    0    1    1    1    1    1    3    0   a A2"   63    0    0    0    1    0    1    4    1   a A2'    5 21CeCaCo.464
4326.21210 0.0005       0.0005    0    1    1    0    1    0    9    8   a A2"   65    0    0    0    0    0    0    9    6   s A2'    2 21CeCaCo.465
4326.41020 0.0005       0.0005    0    1    1    0    1    0    4    1   s  E"   70    0    0    0    0    0    0    5    2   s  E'    3 21CeCaCo.466
4326.47200 0.0005       0.0005    1    1    0    0    0    0    7    6   s A2'   54    0    0    0    0    0    0    6    3   s A2"    2 21CeCaCo.467
4326.54900 0.0005       0.0005    0    1    1    0    1    0    3    3   a  E'   53    0    0    0    0    0    0    4    1   s  E"    3 21CeCaCo.468
4326.57190 0.0005       0.0005    0    1    0    2    0    2    9    3   s  E"  130    0    0    0    0    0    0    8    2   s  E'    5 21CeCaCo.469
4326.78090 0.0005       0.0005    0    1    0    2    0    0   11    6   s A2'   80    0    0    0    0    0    0   11    9   s A2"    1 21CeCaCo.470
4327.15870 0.0005       0.0005    0    0    1    1    1    1   12   10   a  E"  242    0    1    0    0    0    0   11   10   s  E'   10 21CeCaCo.471
4327.28180 0.0005       0.0005    0    1    0    2    0    2    5    1   a A2'   42    0    0    0    0    0    0    4    3   s A2"    1 21CeCaCo.472
4327.36110 0.0005       0.0005    0    1    1    0    1    0   11   10   s A2'   81    0    0    0    0    0    0   11    9   s A2"    1 21CeCaCo.473
4327.37500 0.0005       0.0005    0    1    0    2    0    0    9    1   s  E"  131    0    0    0    0    0    0    8    1   a  E'    6 21CeCaCo.474
4327.47810 0.0005       0.0005    0    2    1    0    1    0    2    0   a  E"   72    0    1    0    0    0    0    3    1   a  E'    4 21CeCaCo.475
4327.52640 0.0005       0.0005    0    1    0    2    0    0    7    3   a A2'   55    0    0    0    0    0    0    6    3   s A2"    2 21CeCaCo.476
4327.71550 0.0005       0.0005    0    1    0    2    0    2    8    1   s A2"   61    0    0    0    0    0    0    7    0   s A2'    3 21CeCaCo.477
4327.96080 0.0005       0.0005    0    1    0    2    0    2    6    2   a A2"   51    0    0    0    0    0    0    5    0   s A2'    2 21CeCaCo.478
4328.39160 0.0005       0.0005    0    1    0    2    0    0    9    5   s  E"  123    0    0    0    0    0    0    8    5   a  E'    3 21CeCaCo.479
4328.46380 0.0009       0.0009    0    3    0    1    0    1   12   10   a  E"  174    0    0    0    0    0    0   12    8   s  E'    3 21CeCaCo.480
4328.48750 0.0005       0.0005    0    2    1    0    1    0    5    1   s  E"  152    0    1    0    0    0    0    4    2   s  E'    5 21CeCaCo.481
4328.81700 0.0007       0.0007    0    1    1    0    1    0    5    2   a A2"   39    0    0    0    0    0    0    6    3   a A2'    2 21CeCaCo.482
4328.91360 0.0005       0.0005    0    1    0    2    0    2    7    2   a  E"  105    0    0    0    0    0    0    6    1   a  E'    4 21CeCaCo.483
4328.91361 0.0005       0.0005    0    1    1    0    1    0    4    0   s  E'   71    0    0    0    0    0    0    5    2   a  E"    3 21CeCaCo.484
4329.24030 0.0005       0.0005    0    1    1    0    1    0    5    4   s  E'   83    0    0    0    0    0    0    6    5   s  E"    1 21CeCaCo.485
4329.35930 0.0005       0.0005    0    1    1    0    1    0   13    9   s  E"  192    0    0    0    0    0    0   13    8   s  E'    4 21CeCaCo.486
4329.49350 0.0018       0.0018    0    2    1    0    1    0    9    5   a  E'  268    0    1    0    0    0    0    9    4   a  E"   10 21CeCaCo.487
4329.51440 0.0005       0.0005    0    1    0    2    0    2    5    2   a A2"   34    0    0    0    0    0    0    4    3   a A2'    1 21CeCaCo.488
4329.53290 0.0012       0.0012    0    2    1    0    1    0    8    6   a  E"  238    0    1    0    0    0    0    8    5   a  E'    9 21CeCaCo.489
4329.54550 0.0005       0.0005    0    1    1    0    1    0   10   10   s A2'   67    0    0    0    0    0    0   10    9   s A2"    1 21CeCaCo.490
4329.67160 0.0008       0.0008    0    1    1    0    1    0    8    8   a A2"   64    0    0    0    0    0    0    8    6   s A2'    1 21CeCaCo.491
4329.87620 0.0005       0.0005    0    2    1    0    1    0   10    4   a A2"  155    0    1    0    0    0    0   10    3   a A2'    6 21CeCaCo.492
4330.02530 0.0005       0.0005    0    1    1    0    1    0    7    7   a  E'  109    0    0    0    0    0    0    8    8   a  E"    1 21CeCaCo.493
4330.09060 0.0005       0.0005    0    2    1    0    1    0    7    7   a A2'  109    0    1    0    0    0    0    7    6   a A2"    3 21CeCaCo.494
4330.12640 0.0005       0.0005    0    1    0    2    0    0    8    7   a  E'  106    0    0    0    0    0    0    7    7   s  E"    1 21CeCaCo.495
4330.24970 0.0005       0.0005    0    1    1    0    1    0    8    5   a  E'  132    0    0    0    0    0    0    9    7   s  E"    2 21CeCaCo.496
4330.46520 0.0005       0.0005    0    1    1    0    1    0   14   10   a A2"  106    0    0    0    0    0    0   14    9   a A2'    2 21CeCaCo.497
4330.54130 0.0005       0.0005    0    1    1    0    1    0   13   11   a  E'  181    0    0    0    0    0    0   13   10   a  E"    3 21CeCaCo.498
4330.64750 0.0012       0.0012    0    1    1    0    1    0    6    2   a  E"  103    0    0    0    0    0    0    7    4   s  E'    3 21CeCaCo.499
4330.71290 0.0014       0.0014    0    1    0    2    0    0    7    1   a  E'  104    0    0    0    0    0    0    6    2   a  E"    3 21CeCaCo.500
4330.72490 0.0005       0.0005    0    1    1    0    1    0   12   12   a  E"  154    0    0    0    0    0    0   12   11   a  E'    1 21CeCaCo.501
4330.84890 0.0005       0.0005    0    2    1    0    1    0   10    9   s  E"  224    0    1    0    0    0    0    9    8   s  E'    7 21CeCaCo.502
4331.77710 0.0005       0.0005    0    1    0    2    0    2    7    1   s A2"   48    0    0    0    0    0    0    6    3   a A2'    2 21CeCaCo.503
4331.88960 0.0005       0.0005    0    1    0    2    0    2    6    0   a  E"   91    0    0    0    0    0    0    5    1   a  E'    4 21CeCaCo.504
4331.92440 0.0005       0.0005    0    1    0    2    0    2    8    3   s  E"  116    0    0    0    0    0    0    7    2   s  E'    4 21CeCaCo.505
4332.18200 0.0005       0.0005    0    1    1    0    1    0    4    1   a  E'   72    0    0    0    0    0    0    5    1   s  E"    4 21CeCaCo.506
4332.21860 0.0005       0.0005    0    0    1    1    1    1    9    6   a A2"  110    0    1    0    0    0    0    8    6   s A2'    3 21CeCaCo.507
4332.25860 0.0005       0.0005    0    1    0    2    0    0    7    1   s  E"  100    0    0    0    0    0    0    6    4   s  E'    2 21CeCaCo.508
4332.39710 0.0005       0.0005    0    2    1    0    1    0    3    3   a  E'   97    0    1    0    0    0    0    4    4   a  E"    4 21CeCaCo.509
4332.69860 0.0005       0.0005    0    1    0    2    0    0    6    0   a A2"   49    0    0    0    0    0    0    5    3   a A2'    1 21CeCaCo.510
4332.71640 0.0005       0.0005    0    1    0    2    0    2   10    6   a  E"  136    0    0    0    0    0    0    9    5   a  E'    3 21CeCaCo.511
4332.80420 0.0008       0.0008    0    1    0    2    0    2   10    8   a A2"   70    0    0    0    0    0    0    9    6   s A2'    2 21CeCaCo.512
4332.85730 0.0005       0.0005    0    2    1    0    1    0    6    1   s A2"   95    0    1    0    0    0    0    5    0   s A2'    4 21CeCaCo.513
4332.98600 0.0005       0.0005    1    1    0    0    0    0    2    1   s  E"   36    0    0    0    0    0    0    1    1   a  E'    1 21CeCaCo.514
4333.02070 0.0005       0.0005    0    1    0    2    0    0    9    3   s A2"   61    0    0    0    0    0    0    8    3   a A2'    2 21CeCaCo.515
4333.02071 0.0005       0.0005    0    1    1    0    1    0   12    9   s  E"  175    0    0    0    0    0    0   12    8   s  E'    3 21CeCaCo.516
4333.17790 0.0005       0.0005    0    3    1    0    1    0    6    6   s  E'  208    0    2    0    0    0    0    5    5   s  E"    9 21CeCaCo.517
4333.26230 0.0005       0.0005    0    1    1    0    1    0    6    5   a A2'   45    0    0    0    0    0    0    7    6   a A2"    1 21CeCaCo.518
4333.72260 0.0005       0.0005    0    1    0    2    0    2   10    5   s A2"   74    0    0    0    0    0    0    9    3   a A2'    3 21CeCaCo.519
4333.92610 0.0005       0.0005    0    1    1    0    1    0    3    3   a  E'   51    0    0    0    0    0    0    4    2   a  E"    2 21CeCaCo.520
4334.14150 0.0005       0.0005    0    3    1    0    1    0    6    4   s A2'  103    0    2    0    0    0    0    5    3   s A2"    4 21CeCaCo.521
4334.25520 0.0005       0.0005    0    2    1    0    1    0    7    6   a  E"  209    0    1    0    0    0    0    7    5   a  E'    7 21CeCaCo.522
4334.33140 0.0005       0.0005    0    1    1    0    1    0    4    2   s A2'   31    0    0    0    0    0    0    5    3   s A2"    1 21CeCaCo.523
4334.47960 0.0005       0.0005    0    2    1    0    1    0    8    5   a  E'  241    0    1    0    0    0    0    8    4   a  E"   10 21CeCaCo.524
4334.53570 0.0005       0.0005    0    1    1    0    1    0    4    0   a  E"   72    0    0    0    0    0    0    5    1   a  E'    4 21CeCaCo.525
4334.66270 0.0005       0.0005    0    1    0    2    0    0    7    2   a  E"  104    0    0    0    0    0    0    6    2   s  E'    3 21CeCaCo.526
4334.74600 0.0005       0.0005    0    1    0    2    0    2    6    1   a  E'   91    0    0    0    0    0    0    5    1   s  E"    4 21CeCaCo.527
4334.89730 0.0005       0.0005    0    2    1    0    1    0    9    7   s A2"  112    0    1    0    0    0    0    8    6   s A2'    3 21CeCaCo.528
4334.91090 0.0005       0.0005    0    1    1    0    1    0   11    9   s  E"  159    0    0    0    0    0    0   11    8   s  E'    3 21CeCaCo.529
4335.00190 0.0005       0.0005    0    1    1    0    1    0    9    6   s  E'  145    0    0    0    0    0    0    9    4   a  E"    4 21CeCaCo.530
4335.00191 0.0005       0.0005    0    3    0    1    0    1   12    9   a  E'  181    0    0    0    0    0    0   12    7   s  E"    4 21CeCaCo.531
4335.02820 0.0007       0.0007    1    1    0    0    0    0   10    0   a A2"   86    0    0    0    0    0    0   10    3   a A2'    3 21CeCaCo.532
4335.05490 0.0005       0.0005    0    2    1    0    1    0   13   13   s A2"  118    0    1    0    0    0    0   12   12   s A2'    5 21CeCaCo.533
4335.11570 0.0006       0.0006    0    2    1    0    1    0    9    4   a A2"  130    0    1    0    0    0    0    9    3   a A2'    7 21CeCaCo.534
4335.11571 0.0006       0.0006    0    1    0    2    0    2    5    2   a  E"   77    0    0    0    0    0    0    4    4   s  E'    1 21CeCaCo.535
4335.16600 0.0005       0.0005    0    1    0    2    0    2    8    4   a  E"  117    0    0    0    0    0    0    7    2   s  E'    4 21CeCaCo.536
4335.55920 0.0005       0.0005    0    1    1    0    1    0    3    1   s  E"   54    0    0    0    0    0    0    4    1   a  E'    3 21CeCaCo.537
4335.62900 0.0005       0.0005    0    1    1    0    1    0   12   11   a  E'  164    0    0    0    0    0    0   12   10   a  E"    2 21CeCaCo.538
4335.67580 0.0005       0.0005    0    2    1    0    1    0    7    3   s  E"  203    0    1    0    0    0    0    6    2   s  E'    7 21CeCaCo.539
4335.70790 0.0008       0.0008    0    1    1    0    1    0   13   10   a A2"   90    0    0    0    0    0    0   13    9   a A2'    2 21CeCaCo.540
4335.71710 0.0005       0.0005    0    2    1    0    1    0    2    1   a  E'   72    0    1    0    0    0    0    3    2   a  E"    4 21CeCaCo.541
4335.82030 0.0005       0.0005    0    1    0    2    0    0    8    6   a A2"   57    0    0    0    0    0    0    7    6   s A2'    1 21CeCaCo.542
4335.83480 0.0005       0.0005    0    1    1    0    1    0   14    9   a  E'  213    0    0    0    0    0    0   14    8   a  E"    5 21CeCaCo.543
4335.98610 0.0005       0.0005    0    1    1    1    1    1    3    3   s  E"  125    0    0    0    1    0    1    4    4   s  E'    8 21CeCaCo.544
4336.07830 0.0005       0.0005    0    2    1    0    1    0    5    2   s A2'   80    0    1    0    0    0    0    4    3   s A2"    3 21CeCaCo.545
4336.29780 0.0005       0.0005    0    2    1    0    1    0    8    5   s  E"  223    0    1    0    0    0    0    7    4   s  E'    8 21CeCaCo.546
4336.31120 0.0005       0.0005    0    1    1    0    1    0    5    2   s  E'   85    0    0    0    0    0    0    6    4   a  E"    2 21CeCaCo.547
4336.44070 0.0005       0.0005    0    1    0    2    0    2    9    6   a  E"  125    0    0    0    0    0    0    8    4   s  E'    4 21CeCaCo.548
4336.44530 0.0005       0.0005    0    1    1    0    1    0   13    8   s  E'  200    0    0    0    0    0    0   13    7   s  E"    5 21CeCaCo.549
4337.06200 0.0005       0.0005    0    3    1    0    1    0    6    3   s  E"  217    0    2    0    0    0    0    5    2   s  E'   12 21CeCaCo.550
4337.13450 0.0005       0.0005    0    0    1    1    1    1   12   11   a  E'  238    0    1    0    0    0    0   11   11   s  E"    9 21CeCaCo.551
4337.41400 0.0005       0.0005    0    1    1    0    1    0    5    5   s A2"   36    0    0    0    0    0    0    6    6   s A2'    1 21CeCaCo.552
4337.51140 0.0005       0.0005    0    1    1    0    1    0    5    3   a  E'   86    0    0    0    0    0    0    6    4   a  E"    2 21CeCaCo.553
4337.51141 0.0005       0.0005    0    1    1    0    1    0   10    9   s  E"  142    0    0    0    0    0    0   10    8   s  E'    2 21CeCaCo.554
4337.72210 0.0005       0.0005    0    1    0    2    0    0    8    1   a  E'  120    0    0    0    0    0    0    7    1   s  E"    5 21CeCaCo.555
4337.76910 0.0006       0.0006    0    1    0    2    0    0   10    7   s  E"  133    0    0    0    0    0    0    9    7   a  E'    2 21CeCaCo.556
4338.02440 0.0005       0.0005    0    1    1    0    1    0    7    4   a A2"   54    0    0    0    0    0    0    8    6   s A2'    1 21CeCaCo.557
4338.26130 0.0005       0.0005    0    2    1    0    1    0   11   10   s A2'  120    0    1    0    0    0    0   10    9   s A2"    5 21CeCaCo.558
4338.36420 0.0005       0.0005    0    1    1    0    1    0    5    1   a A2'   49    0    0    0    0    0    0    6    3   s A2"    2 21CeCaCo.559
4338.43240 0.0005       0.0005    0    1    1    0    1    0    9    7   a  E'  141    0    0    0    0    0    0    9    5   s  E"    3 21CeCaCo.560
4338.53720 0.0005       0.0005    0    2    1    0    1    0    6    6   a  E"  179    0    1    0    0    0    0    6    5   a  E'    5 21CeCaCo.561
4338.65070 0.0005       0.0005    0    1    1    0    1    0    7    6   s  E'  112    0    0    0    0    0    0    7    4   a  E"    3 21CeCaCo.562
4338.81130 0.0005       0.0005    0    1    0    2    0    2   10    4   s A2'   68    0    0    0    0    0    0    9    3   s A2"    3 21CeCaCo.563
4338.88430 0.0005       0.0005    1    2    0    0    0    0    2    0   a A2"   39    0    1    0    0    0    0    1    0   s A2'    2 21CeCaCo.564
4338.96660 0.0005       0.0005    0    1    0    2    0    0    9    4   s  E'  125    0    0    0    0    0    0    8    4   a  E"    4 21CeCaCo.565
4339.03170 0.0005       0.0005    0    1    1    0    1    0    9    7   a A2'   75    0    0    0    0    0    0   10    9   s A2"    1 21CeCaCo.566
4339.08720 0.0012       0.0012    0    2    1    0    1    0    7    5   a  E'  211    0    1    0    0    0    0    7    4   a  E"    8 21CeCaCo.567
4339.41870 0.0005       0.0005    1    2    0    0    0    0    2    1   a  E'   71    0    1    0    0    0    0    1    1   s  E"    2 21CeCaCo.568
4339.46870 0.0005       0.0005    0    1    1    0    1    0    3    0   s  E'   54    0    0    0    0    0    0    4    1   s  E"    3 21CeCaCo.569
4339.60410 0.0005       0.0005    1    1    0    0    0    0    8    0   a A2"   69    0    0    0    0    0    0    8    3   a A2'    2 21CeCaCo.570
4339.66950 0.0005       0.0005    0    1    1    0    1    0    9    9   s  E"  127    0    0    0    0    0    0    9    8   s  E'    1 21CeCaCo.571
