C.1 	  C.2         	C.3       	C.4	  C.5         	 C.6     	C.7	 C.8     	  C.9         	C.10      	  C.11        	  C.12        	C.13              	C.14	C.15	C.16	C.17	C.18	C.19	C.20	C.21	C.22	C.23	C.24	C.25	C.26	C.27	C.28	C.29	C.30	C.31	C.32	C.33	C.34	C.35	C.36	C.37	C.38	C.39	C.40
6433	  4500.08927	1.7497E-24	3	  4500.08936	 0.00007	5	 0.00009	  4500.05886	1.8051E-24	   283.57190	  4783.63080	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	6	4	3	5	55	0	0	0	0	0	0	0	1	6	6	2	2	1
6434	  4500.20693	5.9577E-23	1	  4500.20695	 0.00020	4	 0.00002	  4499.94559	5.9047E-23	  1052.54460	  5552.49020	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	3	5	5	85	0	0	0	0	0	0	1	5	10	3	4	2	3
6435	  4500.25203	1.7028E-22	1	  4500.25205	 0.00007	4	 0.00002	  4500.15203	1.7385E-22	   758.38290	  5258.53500	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	6	1	5	77	0	0	0	0	0	0	0	1	9	6	2	2	2
6436	  4500.33793	3.9067E-23	3	  4500.33801	 0.00009	7	 0.00008	  4500.22915	3.6445E-23	   655.64360	  5155.87280	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	10	5	6	6	139	0	0	0	0	0	0	0	1	9	8	3	3	1
6437	  4500.48202	6.6083E-25	3																																				
6438	  4500.52222	2.3355E-23	3	  4500.52200	 0.00022	3	-0.00022	  4500.33628	2.2328E-23	  1027.53040	  5527.86670	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	4	3	3	173	0	0	0	0	0	0	1	5	10	4	3	6	5
6439	  4500.59803	2.4483E-24	3	  4500.59955	 0.00107	4	 0.00152	  4500.37411	2.2303E-24	   938.78540	  5439.15950	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	12	8	3	3	158	0	0	0	0	0	0	1	5	11	10	3	6	2
6440	  4500.68170	6.4431E-24	3	  4500.68165	 0.00005	4	-0.00005	  4500.49566	5.4016E-24	  1008.50760	  5509.00330	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	12	7	6	5	85	0	0	0	0	0	0	1	5	11	9	4	2	1
6441	  4500.72884	2.7880E-23	3	  4500.72835	 0.00049	3	-0.00049	  4500.45626	2.7280E-23	  1070.35220	  5570.80840	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	2	3	3	178	0	0	0	0	0	0	1	5	10	2	3	6	6
6442	  4500.76972	3.1648E-25	3	  4500.76991	 0.00018	3	 0.00019	  4500.83624	5.5366E-25	  1269.07110	  5769.90730	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	13	9	5	5	87	0	0	0	0	0	0	0	1	13	12	2	2	1
6443	  4500.85170	2.6017E-23	3	  4500.85171	 0.00004	2	 0.00001	  4500.57580	2.5736E-23	  1081.02200	  5581.59780	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	1	6	6	180	0	0	0	0	0	0	1	5	10	1	6	3	7
6444	  4500.87301	8.9704E-23	1	  4500.87295	 0.00008	5	-0.00006	  4500.75885	9.1892E-23	   710.85390	  5211.61270	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	7	6	3	144	0	0	0	0	0	0	0	1	9	7	6	6	2
6445	  4500.88905	1.1225E-22	1	  4500.88902	 0.00004	6	-0.00003	  4500.85712	8.1335E-23	   194.90700	  4695.76410	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	5	3	5	3	86	0	0	0	0	0	0	0	1	4	1	6	6	3
6446	  4500.96474	1.3674E-23	3	  4500.96476	 0.00006	2	 0.00002	  4500.78532	1.5056E-23	  1585.08760	  6085.87300	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	9	6	1	6	266	0	1	0	0	0	0	1	5	8	5	6	3	9
6447	  4500.99003	5.2907E-23	3	  4500.99001	 0.00009	2	-0.00002	  4500.70482	5.1866E-23	  1084.57540	  5585.28020	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	11	0	2	2	93	0	0	0	0	0	0	1	5	10	0	1	5	4
6448	  4501.04835	1.0154E-24	3																																				
6449	  4501.09756	2.0349E-25	3																																				
6450	  4501.12976	5.0541E-23	1	  4501.12979	 0.00007	2	 0.00003	  4500.87593	5.2043E-23	  1382.25770	  5883.13360	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	7	1	6	2	113	0	1	0	0	0	0	1	5	6	0	1	5	6
6451	  4501.12977	1.5259E-23	1	  4501.12964	 0.00013	3	-0.00013	  4501.05686	1.5694E-23	  1269.95950	  5771.01640	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	13	11	6	2	93	0	0	0	0	0	0	1	5	13	12	1	5	1
6452	  4501.15361	8.3496E-25	3																																				
514	  4501.39769	1.0600E-23	3										2																										
6453	  4501.53305	8.7397E-21	1	  4501.53303	 0.00002	4	-0.00002	  4501.51543	9.2090E-21	   166.08740	  4667.60280	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	5	4	3	5	37	0	0	0	0	0	0	1	5	4	3	4	2	1
6454	  4501.62660	5.5681E-23	1	  4501.62661	 0.00004	2	 0.00001	  4501.45097	6.0996E-23	  1554.74320	  6056.19420	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	10	10	3	5	133	0	1	0	0	0	0	1	5	9	9	4	2	5
6455	  4501.62661	3.7189E-24	1	  4501.62664	 0.00006	5	 0.00003	  4501.68916	4.0739E-24	   908.57120	  5410.26030	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	6	1	6	160	0	0	0	0	0	0	1	5	10	7	6	3	3
515	  4501.65940	5.0040E-24	3										2																										
6456	  4501.93634	4.6533E-24	3	  4501.93526	 0.00087	4	-0.00108	  4501.85538	3.9106E-24	   853.20840	  5355.06370	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	6	1	6	153	0	0	0	0	0	0	0	1	10	8	3	3	2
6457	  4502.02000	9.3136E-24	3	  4502.02002	 0.00001	3	 0.00002	  4501.88506	9.6756E-24	  1249.40200	  5751.28710	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	6	1	6	3	186	0	1	0	0	0	0	1	5	5	2	3	6	8
6458	  4502.12922	1.5210E-24	3	  4502.12874	 0.00089	2	-0.00048	  4502.01470	1.2673E-24	  1984.34880	  6486.36350	0310_10_aE"<-0200	1	0	3	1	0	1	0	1	6	4	3	4	3	183	0	2	0	0	0	0	1	5	3	2	3	6	11
6459	  4502.28578	2.8934E-23	3	  4502.28577	 0.00002	3	-0.00001	  4502.21761	3.0411E-23	   860.99630	  5363.21400	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	11	10	3	6	154	0	0	0	0	0	0	1	5	11	11	6	3	1
6460	  4502.34715	7.5733E-25	3	  4502.34657	 0.00037	2	-0.00058	  4502.45577	7.4486E-25	  1938.13270	  6440.58850	0111_11_aE"<-0001	1	0	1	1	1	1	1	1	6	6	2	3	5	131	0	0	0	1	0	1	1	6	5	1	6	2	9
6461	  4502.62889	5.5301E-21	1	  4502.62887	 0.00002	4	-0.00002	  4502.58051	5.8365E-21	   264.51660	  4767.09710	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	6	4	3	2	46	0	0	0	0	0	0	0	1	5	3	5	5	1
516	  4502.93341	2.1493E-23	3										2																										
6462	  4502.93342	1.0840E-23	3	  4502.93349	 0.00007	3	 0.00007	  4502.76421	1.2855E-23	  1505.10040	  6007.86460	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	8	3	4	3	243	0	1	0	0	0	0	1	5	7	2	3	6	10
6463	  4503.12351	3.3864E-22	1	  4503.12342	 0.00004	5	-0.00009	  4503.11920	3.5460E-22	    45.58690	  4548.70610	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	3	1	6	3	55	0	0	0	0	0	0	1	5	2	2	3	6	1
6464	  4503.14118	3.5518E-24	3	  4503.13899	 0.00086	2	-0.00219	  4503.02575	2.3286E-24	  1540.63270	  6043.65840	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	15	14	3	2	99	0	0	0	0	0	0	0	1	15	15	5	5	1
6465	  4503.38696	1.7203E-24	3	  4503.38758	 0.00070	5	 0.00062	  4503.49004	1.3073E-24	   955.64660	  5459.13660	0102_00_sA1'<-0000	1	0	1	0	2	0	0	0	1	11	0	2	2	86	0	0	0	0	0	0	1	5	10	6	1	5	2
6466	  4503.42441	1.2587E-24	3	  4503.42453	 0.00004	4	 0.00012	  4503.34610	6.7282E-25	   710.85390	  5214.20000	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	9	5	6	3	148	0	0	0	0	0	0	0	1	9	7	6	6	2
517	  4503.48349	9.8989E-25	3										2																										
518	  4503.53605	6.6010E-23	1										2																										
6467	  4503.58270	6.2032E-23	1	  4503.58290	 0.00019	7	 0.00020	  4503.40691	6.8012E-23	   655.64360	  5159.05050	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	8	3	6	140	0	0	0	0	0	0	0	1	9	8	3	3	1
6468	  4503.66242	2.0225E-23	3	  4503.66251	 0.00032	2	 0.00009	  4503.47560	1.9670E-23	  1618.01690	  6121.49250	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	10	9	4	3	276	0	1	0	0	0	0	1	5	9	8	3	6	7
6469	  4503.74345	1.9684E-22	1	  4503.74343	 0.00002	3	-0.00002	  4503.69155	2.0208E-22	   592.58330	  5096.27490	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	10	9	4	2	65	0	0	0	0	0	0	0	1	9	9	5	5	1
6470	  4503.75979	2.2280E-24	3	  4503.75913	 0.00171	2	-0.00066	  4503.77118	2.1717E-24	  2023.79980	  6527.57100	0111_11_aE"<-0001	1	0	1	1	1	1	1	1	6	8	8	3	5	152	0	0	0	1	0	1	1	6	7	7	6	2	8
6471	  4503.82093	5.1359E-24	3	  4503.82086	 0.00028	2	-0.00007	  4503.82775	4.7209E-24	  1284.59810	  5788.42590	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	0	1	6	193	0	0	0	0	0	0	0	1	11	2	3	3	7
6472	  4504.00126	2.0769E-24	3	  4504.00104	 0.00022	3	-0.00022	  4504.10069	2.2315E-24	  1007.80540	  5511.90610	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	12	8	3	2	78	0	0	0	0	0	0	0	1	11	9	5	5	1
6473	  4504.07712	2.6242E-23	3	  4504.07671	 0.00033	5	-0.00041	  4503.95847	2.4690E-23	   955.10290	  5459.06140	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	4	3	5	77	0	0	0	0	0	0	0	1	10	6	2	2	2
6474	  4504.34818	3.4615E-25	3	  4504.35045	 0.00001	4	 0.00227	  4504.26138	2.2800E-25	   656.43240	  5160.69380	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	9	6	2	3	143	0	0	0	0	0	0	1	5	9	8	3	6	1
519	  4504.39788	6.8045E-24	3										2																										
6475	  4504.42554	2.5658E-24	3	  4504.42553	 0.00001	3	-0.00001	  4504.30585	2.3443E-24	  1106.16840	  5610.47420	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	5	3	4	3	157	0	1	0	0	0	0	1	5	4	4	3	6	4
6476	  4504.47301	8.4964E-25	3																																				
6477	  4504.71063	8.7482E-25	3	  4504.71131	 0.00048	4	 0.00068	  4504.69628	5.0016E-25	   282.93760	  4787.63390	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	6	4	3	6	98	0	0	0	0	0	0	0	1	5	2	3	3	3
520	  4504.86586	2.5877E-23	3										2																										
6478	  4504.92486	5.6567E-22	1	  4504.92475	 0.00017	6	-0.00011	  4504.89959	5.9337E-22	   104.42210	  4609.32170	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	4	1	6	6	70	0	0	0	0	0	0	0	1	3	2	3	3	1
6479	  4505.05687	1.8713E-24	3	  4505.05687	          	1	-0.00000	  4505.10448	1.5650E-24	  2003.28940	  6508.39390	0111_11_aE"<-0001	1	0	1	1	1	1	1	1	6	7	5	6	2	147	0	0	0	1	0	1	1	6	6	4	3	5	9
6480	  4505.40786	3.3399E-24	3	  4505.40739	 0.00033	5	-0.00047	  4505.37929	3.2269E-24	   908.57120	  5413.95050	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	11	9	4	6	162	0	0	0	0	0	0	1	5	10	7	6	3	3
6481	  4505.52728	3.1503E-21	1	  4505.52720	 0.00008	4	-0.00008	  4505.47875	3.3268E-21	   324.36750	  4829.84630	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	7	6	2	3	110	0	0	0	0	0	0	0	1	6	5	6	6	1
521	  4505.58433	9.8209E-24	3										2																										
6482	  4505.73313	4.8880E-25	3																																				
6483	  4505.83023	1.0224E-23	3	  4505.83023	 0.00000	2	 0.00000	  4505.64755	1.0905E-23	  1618.11850	  6123.76600	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	9	5	6	3	268	0	1	0	0	0	0	1	5	8	4	3	6	10
6484	  4506.09573	5.6802E-21	1	  4506.09570	 0.00003	3	-0.00003	  4506.08049	5.9800E-21	   206.08540	  4712.16590	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	6	6	1	6	94	0	0	0	0	0	0	1	5	5	5	6	3	1
6485	  4506.09574	6.5427E-24	1	  4506.09554	 0.00015	4	-0.00020	  4506.00576	6.8880E-24	   790.67790	  5296.68360	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	7	6	2	78	0	0	0	0	0	0	0	1	10	9	5	5	1
6486	  4506.36383	2.8175E-24	3	  4506.36367	 0.00009	2	-0.00016	  4506.29251	3.2092E-24	  1453.73810	  5960.03060	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	14	12	1	6	189	0	0	0	0	0	0	1	5	14	13	6	3	2
6487	  4506.58021	1.2743E-23	3	  4506.58021	          	1	 0.00000	  4506.38649	1.3109E-23	  1673.50560	  6179.89210	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	10	8	3	6	286	0	1	0	0	0	0	1	5	9	7	6	3	8
6488	  4506.64845	1.0594E-24	3	  4506.64845	          	1	 0.00000	  4506.50947	8.4799E-25	  1994.90330	  6501.41280	0310_10_aE"<-0200	1	0	3	1	0	1	0	1	6	4	2	3	6	183	0	2	0	0	0	0	1	5	3	1	6	3	11
6489	  4506.74296	2.9455E-24	3	  4506.74296	          	1	 0.00000	  4506.83025	2.4760E-24	  1500.75220	  6007.58250	0102_02_sE'<-0000	1	0	1	0	2	0	2	0	3	13	1	6	5	102	0	0	0	0	0	0	1	5	12	3	4	2	4
522	  4506.76112	2.7514E-24	3										2																										
6490	  4506.94094	4.1211E-25	3	  4506.94157	 0.00018	6	 0.00063	  4506.93600	3.1525E-25	    44.79570	  4551.73170	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	3	0	2	6	56	0	0	0	0	0	0	0	1	2	2	3	3	1
6491	  4506.94095	5.2989E-25	3	  4506.93927	 0.00071	2	-0.00168	  4506.93179	4.0535E-25	   908.57120	  5415.50300	0301_01_aE"<-0000	1	0	3	0	1	0	1	1	6	10	6	1	6	165	0	0	0	0	0	0	1	5	10	7	6	3	3
523	  4507.15790	1.4965E-23	3										2																										
6492	  4507.28723	2.3496E-25	3																																				
6493	  4507.35039	1.0364E-24	3	  4507.34899	 0.00066	6	-0.00140	  4507.32289	8.8299E-25	   105.18360	  4612.50650	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	4	0	1	3	71	0	0	0	0	0	0	1	5	3	2	3	6	1
6494	  4507.40684	4.4894E-25	3	  4507.40713	 0.00012	2	 0.00029	  4507.28015	4.3108E-25	  1740.85710	  6248.13730	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	16	15	4	6	201	0	0	0	0	0	0	0	1	16	16	3	3	1
6495	  4507.84144	5.0226E-24	3	  4507.84135	 0.00006	4	-0.00009	  4507.83364	5.2911E-24	   710.85390	  5218.68750	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	10	9	5	3	145	0	0	0	0	0	0	0	1	9	7	6	6	2
6496	  4507.95387	3.8811E-25	3	  4507.95387	          	1	-0.00000	  4508.10882	3.6170E-25	  1935.61820	  6443.72700	0111_11_aA1"<-0001	1	0	1	1	1	1	1	1	4	6	1	6	3	248	0	0	0	1	0	1	1	6	5	0	2	6	17
6497	  4508.20142	3.4547E-21	1	  4508.20566	 0.00002	3	 0.00424	  4508.16173	3.6465E-21	   374.24610	  4882.40780	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	8	8	3	3	119	0	0	0	0	0	0	0	1	7	7	6	6	1
6498	  4508.20601	2.9640E-21	1	  4508.20131	 0.00025	5	-0.00470	  4508.17783	3.1930E-21	   184.55310	  4692.73100	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	5	3	4	3	84	0	0	0	0	0	0	1	5	4	2	3	6	2
6499	  4508.30824	2.8503E-23	3	  4508.30819	 0.00005	3	-0.00005	  4508.24990	3.0317E-23	  1013.05400	  5521.30390	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	12	11	6	2	79	0	0	0	0	0	0	1	5	12	12	1	5	1
524	  4508.45790	2.7280E-23	3										2																										
6500	  4508.53474	2.3077E-24	3	  4508.53477	 0.00002	5	 0.00003	  4508.47987	1.8271E-24	   522.22220	  5030.70210	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	8	5	6	5	70	0	0	0	0	0	0	1	5	7	3	4	2	2
6501	  4508.59301	7.0069E-25	3																																				
6502	  4508.64144	1.0070E-24	3	  4508.63862	 0.00014	3	-0.00282	  4508.54378	5.1224E-25	   265.22630	  4773.77010	0301_01_aE"<-0000	1	0	3	0	1	0	1	1	6	5	4	3	5	40	0	0	0	0	0	0	1	5	5	3	4	2	1
6503	  4508.71219	6.9649E-25	3	  4508.71255	 0.00036	3	 0.00036	  4508.85338	4.9574E-25	  1171.22880	  5680.08220	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	5	6	2	86	0	0	0	0	0	0	1	5	11	6	1	5	2
6504	  4508.82752	2.5049E-24	3	  4508.82702	 0.00016	3	-0.00050	  4508.70734	2.1122E-24	  1244.36670	  5753.07400	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	13	11	6	5	86	0	0	0	0	0	0	1	5	12	9	4	2	2
525	  4509.15484	1.4965E-23	3										2																										
6505	  4509.22782	9.0219E-24	3	  4509.22779	 0.00003	3	-0.00003	  4509.08446	8.7428E-24	  1378.57900	  5887.66340	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	7	0	2	6	215	0	1	0	0	0	0	1	5	6	1	6	3	8
6506	  4509.38092	2.6916E-24	3	  4509.38085	 0.00021	2	-0.00007	  4509.26464	2.0520E-24	   720.17630	  5229.44100	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	8	3	6	144	0	0	0	0	0	0	0	1	10	10	3	3	1
6507	  4509.42283	1.0107E-23	3	  4509.42290	 0.00011	2	 0.00007	  4509.24649	1.0250E-23	  1516.09240	  6025.33890	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	8	2	3	6	243	0	1	0	0	0	0	1	5	7	1	6	3	10
526	  4509.43191	2.9930E-24	3										2																										
6508	  4509.53277	8.7482E-25	3																																				
6509	  4509.60922	2.3014E-24	3	  4509.60922	          	1	 0.00000	  4509.89921	2.0534E-24	  2078.46840	  6588.36760	0111_11_aA1"<-0001	1	0	1	1	1	1	1	1	4	9	9	5	2	163	0	0	0	1	0	1	1	6	8	8	3	5	7
6510	  4509.81176	2.2908E-23	3	  4509.81176	 0.00000	3	 0.00000	  4509.64946	2.3041E-23	   860.99630	  5370.64580	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	12	11	6	6	151	0	0	0	0	0	0	1	5	11	11	6	3	1
6511	  4510.00879	1.1932E-23	3	  4510.00879	 0.00000	3	 0.00000	  4510.12935	1.1456E-23	  1266.92940	  5777.05880	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	12	1	6	2	95	0	0	0	0	0	0	0	1	11	3	5	5	3
6512	  4510.07274	1.9842E-21	1	  4510.07273	 0.00001	3	-0.00001	  4510.01598	2.0862E-21	   282.93760	  4792.95360	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	6	3	5	6	100	0	0	0	0	0	0	0	1	5	2	3	3	3
6513	  4510.07275	5.8218E-24	1	  4510.07314	 0.00002	3	 0.00039	  4510.00561	6.1211E-24	   853.20840	  5363.21400	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	11	10	3	6	154	0	0	0	0	0	0	0	1	10	8	3	3	2
6514	  4510.26412	1.7486E-23	3	  4510.26396	 0.00016	3	-0.00016	  4510.06636	1.8046E-23	  1721.33590	  6231.40230	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	10	7	6	2	140	0	1	0	0	0	0	1	5	9	6	1	5	5
6515	  4510.43765	2.4483E-24	3	  4510.43786	 0.00016	5	 0.00021	  4510.41077	2.6244E-24	   860.99630	  5371.40710	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	11	8	3	6	155	0	0	0	0	0	0	1	5	11	11	6	3	1
6516	  4510.45741	5.8111E-25	3																																				
6517	  4510.61363	2.5679E-24	3	  4510.61353	 0.00008	5	-0.00010	  4510.59946	1.8886E-24	   115.53700	  4626.13650	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	4	1	6	3	72	0	0	0	0	0	0	0	1	3	1	6	6	2
6518	  4510.85627	1.4207E-23	3	  4510.85695	 0.00001	3	 0.00068	  4510.72444	1.2549E-23	  1230.88840	  5741.61280	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	6	2	3	5	100	0	1	0	0	0	0	1	5	5	3	4	2	3
527	  4510.95673	5.0352E-25	3										2																										
6519	  4511.27479	1.6447E-23	3	  4511.27513	 0.00000	3	 0.00034	  4511.09009	1.6300E-23	  1643.73310	  6154.82320	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	9	4	3	5	130	0	1	0	0	0	0	1	5	8	3	4	2	4
6520	  4511.29373	3.7575E-24	3	  4511.29357	 0.00011	6	-0.00016	  4511.25580	3.3825E-24	   195.61170	  4706.86750	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	5	1	6	6	87	0	0	0	0	0	0	1	5	4	1	6	3	3
6521	  4511.32400	1.1224E-24	3	  4511.32231	 0.00092	2	-0.00169	  4511.25081	1.2100E-24	  1649.57510	  6160.82590	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	15	13	6	3	198	0	0	0	0	0	0	1	5	15	14	3	6	1
528	  4511.40773	9.5091E-24	3										2																										
529	  4511.57770	1.9720E-23	3										2																										
6522	  4511.80250	2.5558E-23	3	  4511.80249	 0.00002	3	-0.00001	  4511.59486	2.6262E-23	   938.78540	  5450.38030	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	12	10	3	3	159	0	0	0	0	0	0	1	5	11	10	3	6	2
6523	  4511.88398	1.6930E-24	3																																				
6524	  4512.11081	3.8923E-21	1	  4512.11078	 0.00001	4	-0.00003	  4512.08530	4.1037E-21	   239.40720	  4751.49250	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	6	5	6	3	98	0	0	0	0	0	0	1	5	5	4	3	6	2
6525	  4512.31887	1.1329E-24	3	  4512.31926	 0.00040	3	 0.00039	  4512.40590	1.2509E-24	   853.90340	  5366.30930	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	7	6	3	154	0	0	0	0	0	0	1	5	10	8	3	6	2
6526	  4512.56046	6.3985E-25	3	  4512.56055	 0.00007	5	 0.00009	  4512.51961	6.8846E-25	   374.24610	  4886.76570	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	7	5	6	3	115	0	0	0	0	0	0	0	1	7	7	6	6	1
6527	  4512.64362	1.8082E-23	3	  4512.64367	 0.00020	2	 0.00005	  4512.44707	1.8300E-23	  1681.01450	  6193.46160	0210_10_aE"<-0100	1	0	2	1	0	1	0	1	6	11	11	6	3	267	0	1	0	0	0	0	1	5	10	10	3	6	8
6528	  4512.77854	3.1428E-23	3	  4512.77966	 0.00082	5	 0.00112	  4512.68964	3.0533E-23	   907.96190	  5420.65150	1100_00_aA2"<-0000	1	1	1	0	0	0	0	1	5	11	7	6	3	158	0	0	0	0	0	0	0	1	10	7	6	6	3
6529	  4512.85760	2.1963E-21	1	  4512.85760	 0.00001	4	 0.00000	  4512.79856	2.3208E-21	   357.58360	  4870.38220	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	7	5	6	6	114	0	0	0	0	0	0	0	1	6	4	3	3	2
6530	  4512.88701	1.0724E-21	1	  4512.88714	 0.00012	6	 0.00013	  4512.87181	1.1121E-21	   116.27860	  4629.15040	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	4	0	1	6	72	0	0	0	0	0	0	1	5	3	1	6	3	2
6531	  4512.98603	4.0655E-22	1	  4512.98601	 0.00001	4	-0.00002	  4512.96436	4.2815E-22	    85.86090	  4598.82520	0110_10_sE'<-0000	1	0	1	1	0	1	0	0	3	4	2	3	2	31	0	0	0	0	0	0	0	1	3	3	5	5	1
6532	  4513.00568	2.3434E-24	3																																				
6533	  4513.32379	1.0070E-24	3	  4513.32379	          	1	 0.00000	  4513.48690	7.8170E-25	  2033.53250	  6547.01940	0111_11_aA1"<-0001	1	0	1	1	1	1	1	1	4	7	3	5	2	148	0	0	0	1	0	1	1	6	6	2	3	5	10
6534	  4513.37417	9.1678E-25	3	  4513.37339	 0.00162	2	-0.00078	  4513.36994	6.5254E-25	  2130.08680	  6643.45680	0111_11_aE"<-0001	1	0	1	1	1	1	1	1	6	9	9	5	3	319	0	0	0	1	0	1	1	6	8	8	3	6	14
6535	  4513.47409	5.5384E-25	3																																				
6536	  4513.55475	2.9623E-24	3	  4513.55437	 0.00005	3	-0.00038	  4513.49848	2.5614E-24	  1007.80540	  5521.30390	0110_10_aE"<-0000	1	0	1	1	0	1	0	1	6	12	11	6	2	79	0	0	0	0	0	0	0	1	11	9	5	5	1
6537	  4513.58850	1.0699E-24	3	  4513.58896	 0.00074	4	 0.00046	  4513.43784	9.2368E-25	   995.26290	  5508.70070	0102_02_aE"<-0000	1	0	1	0	2	0	2	1	6	11	4	3	6	170	0	0	0	0	0	0	1	5	10	5	6	3	4
6538	  4513.71968	4.5303E-23	3	  4513.71962	 0.00012	4	-0.00006	  4513.48438	4.6038E-23	  1008.50760	  5521.99200	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	12	9	5	5	86	0	0	0	0	0	0	1	5	11	9	4	2	1
6539	  4513.78527	1.1350E-24	3	  4513.78560	 0.00033	3	 0.00033	  4513.76091	8.7467E-25	   383.97720	  4897.73810	0301_01_aE"<-0000	1	0	3	0	1	0	1	1	6	6	2	3	5	59	0	0	0	0	0	0	1	5	6	3	4	2	2
6540	  4513.83857	1.3271E-23	3	  4513.83871	 0.00010	5	 0.00014	  4513.49160	1.3887E-23	  1124.56160	  5638.05320	1100_00_sA1'<-0000	1	1	1	0	0	0	0	0	1	12	7	6	6	176	0	0	0	0	0	0	1	5	11	7	6	3	4
6541	  4513.86000	5.8321E-25	3	  4513.86000	          	1	 0.00000	  4513.89106	5.1494E-25	  2113.39040	  6627.28150	0111_11_aE"<-0001	1	0	1	1	1	1	1	1	6	8	6	1	6	312	0	0	0	1	0	1	1	6	7	5	6	3	15
