        nu  unc1  unc2  nu1'  nu2'  nu3'  nu4'  L3'  L4'  J'  K' i' Gtot'  Nb'  nu1"  nu2"  nu3"  nu4"  L3"  L4"  J"  K" i" Gtot"  Nb"         Source
9679.16400  0.01  0.01     1     0     1     2    1    2   6   4  s    E' 1205     0     0     0     0    0    0   6   1  s    E"    4  17BaPoYuTe.55
9738.40878  0.01  0.01     2     0     0     2    0    2   7   5  s    E" 1320     0     0     0     0    0    0   6   4  s    E'    2 17BaPoYuTe.277
9684.11398  0.01  0.01     2     0     1     0    1    0   6   2  a    E" 1199     0     0     0     0    0    0   6   1  a    E'    4 17BaPoYuTe.590
9804.82753  0.01  0.01     2     0     1     0    1    0   6   2  s    E' 1210     0     0     0     0    0    0   5   1  s    E"    4 17BaPoYuTe.498
9740.51597  0.01  0.01     2     0     1     0    1    0   6   2  s    E' 1210     0     0     0     0    0    0   6   4  a    E"    2 17BaPoYuTe.493
9834.31742  0.01  0.01     1     0     1     2    1    2   6   4  s   A2'  586     0     0     0     0    0    0   5   3  s   A2"    1  17BaPoYuTe.65
9715.86737  0.01  0.01     1     0     1     2    1    2   6   4  a   A2"  621     0     0     0     0    0    0   6   3  a   A2'    2 17BaPoYuTe.173
9834.61832  0.01  0.01     1     0     1     2    1    2   6   4  a   A2"  621     0     0     0     0    0    0   5   3  a   A2'    1 17BaPoYuTe.179
9716.68226  0.01  0.01     2     0     1     0    1    0   6   2  a   A2"  621     0     0     0     0    0    0   6   3  a   A2'    2 17BaPoYuTe.589
9821.23417  0.01  0.01     1     0     1     2    1    2   7   7  s   A2"  644     0     0     0     0    0    0   6   6  s   A2'    1  17BaPoYuTe.75
9682.35439  0.01  0.01     1     0     1     2    1    2   7   7  s   A2"  644     0     0     0     0    0    0   7   6  s   A2'    1  17BaPoYuTe.70
9642.57184  0.01  0.01     2     0     1     0    1    0   7   6  a    E" 1327     0     0     0     0    0    0   7   5  a    E'    2 17BaPoYuTe.599
9781.15242  0.01  0.01     2     0     1     0    1    0   7   6  a    E" 1327     0     0     0     0    0    0   6   5  a    E'    1 17BaPoYuTe.605
9586.25225  0.01  0.01     2     0     1     0    1    0   6   2  s   A2'  588     0     0     0     0    0    0   7   3  s   A2"    2 17BaPoYuTe.500
9750.92323  0.01  0.01     1     0     1     2    1    2   6   3  s    E" 1205     0     0     0     0    0    0   6   4  s    E'    2  17BaPoYuTe.53
9612.47275  0.01  0.01     1     0     1     2    1    2   6   3  s    E" 1205     0     0     0     0    0    0   7   4  s    E'    3  17BaPoYuTe.49
9825.57125  0.01  0.01     1     0     1     2    1    2   6   3  s    E" 1205     0     0     0     0    0    0   5   2  s    E'    3  17BaPoYuTe.57
9568.66412  0.01  0.01     1     0     1     2    1    2   6   3  s    E" 1205     0     0     0     0    0    0   7   2  s    E'    4  17BaPoYuTe.48
9612.18235  0.01  0.01     1     0     1     2    1    2   6   3  a    E' 1215     0     0     0     0    0    0   7   4  a    E"    3 17BaPoYuTe.170
9750.58374  0.01  0.01     1     0     1     2    1    2   6   3  a    E' 1215     0     0     0     0    0    0   6   4  a    E"    2 17BaPoYuTe.174
9693.23435  0.01  0.01     2     0     1     0    1    0   6   1  a   A2'  589     0     0     0     0    0    0   6   0  a   A2"    3 17BaPoYuTe.591
9827.18615  0.01  0.01     2     0     0     2    0    2   7   5  a   A2'  678     0     0     0     0    0    0   6   6  a   A2"    1 17BaPoYuTe.405
9688.37517  0.01  0.01     2     0     0     2    0    2   7   5  a   A2'  678     0     0     0     0    0    0   7   6  a   A2"    1 17BaPoYuTe.400
9829.37924  0.01  0.01     2     0     0     2    0    2   7   5  s   A2"  647     0     0     0     0    0    0   6   6  s   A2'    1 17BaPoYuTe.294
9690.49856  0.01  0.01     2     0     0     2    0    2   7   5  s   A2"  647     0     0     0     0    0    0   7   6  s   A2'    1 17BaPoYuTe.286
9729.22212  0.01  0.01     1     0     1     2    1    2   6   2  a   A2"  624     0     0     0     0    0    0   6   3  a   A2'    2 17BaPoYuTe.175
9815.56479  0.01  0.01     1     0     1     2    1    2   6   2  a   A2"  624     0     0     0     0    0    0   5   0  s   A2'    2 17BaPoYuTe.181
9820.27127  0.01  0.01     2     0     1     0    1    0   6   1  s   A2"  626     0     0     0     0    0    0   5   0  s   A2'    2 17BaPoYuTe.499
9596.61261  0.01  0.01     1     0     1     2    1    2   6   3  s   A2"  626     0     0     0     0    0    0   7   3  a   A2'    2  17BaPoYuTe.52
9853.61765  0.01  0.01     1     0     1     2    1    2   6   3  s   A2"  626     0     0     0     0    0    0   5   3  a   A2'    1  17BaPoYuTe.63
9569.52391  0.01  0.01     2     0     1     0    1    0   6   0  a    E" 1211     0     0     0     0    0    0   7   1  a    E'    5 17BaPoYuTe.579
9826.21495  0.01  0.01     2     0     1     0    1    0   6   0  a    E" 1211     0     0     0     0    0    0   5   1  a    E'    4 17BaPoYuTe.587
9831.16283  0.01  0.01     2     0     1     0    1    0   6   0  s    E' 1225     0     0     0     0    0    0   5   1  s    E"    4 17BaPoYuTe.502
9584.96196  0.01  0.01     2     0     1     0    1    0   6   1  a    E' 1225     0     0     0     0    0    0   7   2  a    E"    4 17BaPoYuTe.580
9723.10844  0.01  0.01     2     0     1     0    1    0   6   1  a    E' 1225     0     0     0     0    0    0   6   2  a    E"    3 17BaPoYuTe.583
9742.26927  0.01  0.01     2     0     0     2    0    2   7   4  a   A2"  650     0     0     0     0    0    0   6   3  a   A2'    2 17BaPoYuTe.406
9536.18824  0.01  0.01     2     0     0     2    0    2   8   8  s   A2'  700     0     0     0     0    0    0   9   9  s   A2"    1 17BaPoYuTe.296
9750.14934  0.01  0.01     1     0     1     2    1    2   6   2  s   A2'  596     0     0     0     0    0    0   6   3  s   A2"    2  17BaPoYuTe.64
9459.00813  0.01  0.01     2     0     0     2    0    2   7   4  s   A2'  688     0     0     0     0    0    0   8   3  s   A2"    2 17BaPoYuTe.278
9616.67424  0.01  0.01     2     0     0     2    0    2   7   4  s   A2'  688     0     0     0     0    0    0   7   3  s   A2"    2 17BaPoYuTe.282
9754.97902  0.01  0.01     2     0     0     2    0    2   7   4  s   A2'  688     0     0     0     0    0    0   6   3  s   A2"    2 17BaPoYuTe.289
9583.94586  0.01  0.01     1     0     1     2    1    2   6   1  s   A2"  632     0     0     0     0    0    0   7   0  s   A2'    3  17BaPoYuTe.50
9840.69760  0.01  0.01     1     0     1     2    1    2   6   1  s   A2"  632     0     0     0     0    0    0   5   0  s   A2'    2  17BaPoYuTe.58
9678.80900  0.01  0.01     2     0     0     2    0    2   7   4  s    E' 1337     0     0     0     0    0    0   7   5  s    E"    2 17BaPoYuTe.287
9520.76210  0.01  0.01     2     0     0     2    0    2   7   4  s    E' 1337     0     0     0     0    0    0   8   5  s    E"    3 17BaPoYuTe.281
9849.46246  0.01  0.01     1     0     1     2    1    2   6   2  s    E' 1235     0     0     0     0    0    0   5   1  s    E"    4  17BaPoYuTe.59
9592.67353  0.01  0.01     1     0     1     2    1    2   6   2  s    E' 1235     0     0     0     0    0    0   7   1  s    E"    5  17BaPoYuTe.51
9785.64460  0.01  0.01     1     0     1     2    1    2   7   7  a    E' 1338     0     0     0     0    0    0   6   4  a    E"    2 17BaPoYuTe.194
9647.26012  0.01  0.01     1     0     1     2    1    2   7   7  a    E' 1338     0     0     0     0    0    0   7   4  a    E"    3 17BaPoYuTe.190
9593.59452  0.01  0.01     1     0     1     2    1    2   6   2  a    E" 1226     0     0     0     0    0    0   7   1  a    E'    5 17BaPoYuTe.169
9850.29216  0.01  0.01     1     0     1     2    1    2   6   2  a    E" 1226     0     0     0     0    0    0   5   1  a    E'    4 17BaPoYuTe.180
9652.68520  0.01  0.01     2     0     1     0    1    0   7   5  s    E" 1349     0     0     0     0    0    0   7   4  s    E'    3 17BaPoYuTe.509
9791.13808  0.01  0.01     2     0     1     0    1    0   7   5  s    E" 1349     0     0     0     0    0    0   6   4  s    E'    2 17BaPoYuTe.512
9568.55912  0.01  0.01     2     0     0     2    0    2   8   7  s   A2"  736     0     0     0     0    0    0   8   6  s   A2'    1 17BaPoYuTe.310
9726.88072  0.01  0.01     2     0     0     2    0    2   8   7  s   A2"  736     0     0     0     0    0    0   7   6  s   A2'    1 17BaPoYuTe.314
9655.60269  0.01  0.01     2     0     1     0    1    0   7   5  a    E' 1343     0     0     0     0    0    0   7   4  a    E"    3 17BaPoYuTe.597
9619.38793  0.01  0.01     2     0     1     0    1    0   7   5  a    E' 1343     0     0     0     0    0    0   8   7  s    E"    2 17BaPoYuTe.594
9778.03773  0.01  0.01     2     0     1     0    1    0   7   5  a    E' 1343     0     0     0     0    0    0   7   7  s    E"    1 17BaPoYuTe.598
9620.18382  0.01  0.01     2     0     1     0    1    0   8   8  s    E' 1451     0     0     0     0    0    0   8   7  s    E"    2 17BaPoYuTe.519
9778.82913  0.01  0.01     2     0     1     0    1    0   8   8  s    E' 1451     0     0     0     0    0    0   7   7  s    E"    1 17BaPoYuTe.520
9780.02262  0.01  0.01     2     0     1     0    1    0   8   8  a    E" 1443     0     0     0     0    0    0   7   7  a    E'    1 17BaPoYuTe.622
9621.46062  0.01  0.01     2     0     1     0    1    0   8   8  a    E" 1443     0     0     0     0    0    0   8   7  a    E'    2 17BaPoYuTe.616
9743.43286  0.01  0.01     1     0     1     2    1    2   6   0  a    E" 1234     0     0     0     0    0    0   6   1  a    E'    4 17BaPoYuTe.184
9735.34479  0.01  0.01     2     0     0     2    0    2   8   7  a   A2'  709     0     0     0     0    0    0   7   6  a   A2"    1 17BaPoYuTe.416
9577.09809  0.01  0.01     2     0     0     2    0    2   8   7  a   A2'  709     0     0     0     0    0    0   8   6  a   A2"    1 17BaPoYuTe.412
9836.31901  0.01  0.01     1     0     1     2    1    2   7   6  s    E' 1348     0     0     0     0    0    0   6   5  s    E"    1  17BaPoYuTe.78
9759.61720  0.01  0.01     1     0     1     2    1    2   7   6  a    E" 1358     0     0     0     0    0    0   6   2  s    E'    3 17BaPoYuTe.195
9697.56693  0.01  0.01     1     0     1     2    1    2   7   6  a    E" 1358     0     0     0     0    0    0   7   5  a    E'    2 17BaPoYuTe.191
9745.89005  0.01  0.01     1     0     1     2    1    2   6   1  a   A2'  604     0     0     0     0    0    0   6   0  a   A2"    3 17BaPoYuTe.185
9769.32706  0.01  0.01     2     0     0     2    0    2   7   3  s    E" 1365     0     0     0     0    0    0   6   2  s    E'    3 17BaPoYuTe.290
9473.58117  0.01  0.01     2     0     0     2    0    2   7   3  s    E" 1365     0     0     0     0    0    0   8   2  s    E'    5 17BaPoYuTe.279
9631.58368  0.01  0.01     2     0     0     2    0    2   7   3  a    E' 1354     0     0     0     0    0    0   7   2  a    E"    4 17BaPoYuTe.397
9769.72926  0.01  0.01     2     0     0     2    0    2   7   3  a    E' 1354     0     0     0     0    0    0   6   2  a    E"    3 17BaPoYuTe.402
9522.46019  0.01  0.01     2     0     0     2    0    2   8   7  a    E' 1466     0     0     0     0    0    0   9   8  a    E"    1 17BaPoYuTe.420
9597.64561  0.01  0.01     1     0     1     2    1    2   7   5  a   A2'  701     0     0     0     0    0    0   8   6  a   A2"    1 17BaPoYuTe.186
9755.89402  0.01  0.01     1     0     1     2    1    2   7   5  a   A2'  701     0     0     0     0    0    0   7   6  a   A2"    1 17BaPoYuTe.188
9523.56929  0.01  0.01     2     0     0     2    0    2   8   7  s    E" 1457     0     0     0     0    0    0   9   8  s    E'    1 17BaPoYuTe.305
9701.95302  0.01  0.01     2     0     0     2    0    2   8   7  s    E" 1457     0     0     0     0    0    0   8   8  s    E'    1 17BaPoYuTe.309
9780.15252  0.01  0.01     2     0     0     2    0    2   7   2  s    E' 1359     0     0     0     0    0    0   6   2  a    E"    3 17BaPoYuTe.292
9685.75648  0.01  0.01     2     0     0     2    0    2   7   2  s    E' 1359     0     0     0     0    0    0   7   4  a    E"    3 17BaPoYuTe.284
9503.82746  0.01  0.01     2     0     1     0    1    0   7   4  s   A2'  703     0     0     0     0    0    0   8   3  s   A2"    2 17BaPoYuTe.503
9661.49347  0.01  0.01     2     0     1     0    1    0   7   4  s   A2'  703     0     0     0     0    0    0   7   3  s   A2"    2 17BaPoYuTe.507
9707.52790  0.01  0.01     2     0     0     2    0    2   9   9  s    E" 1553     0     0     0     0    0    0   8   8  s    E'    1 17BaPoYuTe.315
9806.25783  0.01  0.01     2     0     1     0    1    0   7   4  a   A2"  669     0     0     0     0    0    0   6   3  a   A2'    2 17BaPoYuTe.604
9510.39874  0.01  0.01     2     0     1     0    1    0   7   4  a   A2"  669     0     0     0     0    0    0   8   3  a   A2'    2 17BaPoYuTe.593
9640.52205  0.01  0.01     2     0     0     2    0    2   7   2  a    E" 1379     0     0     0     0    0    0   7   1  a    E'    5 17BaPoYuTe.396
9778.60473  0.01  0.01     2     0     0     2    0    2   7   2  a    E" 1379     0     0     0     0    0    0   6   1  a    E'    4 17BaPoYuTe.401
9809.49811  0.01  0.01     1     0     1     2    1    2   7   6  a   A2"  671     0     0     0     0    0    0   6   3  a   A2'    2 17BaPoYuTe.192
9671.25603  0.01  0.01     1     0     1     2    1    2   7   6  a   A2"  671     0     0     0     0    0    0   7   3  a   A2'    2 17BaPoYuTe.189
9776.89424  0.01  0.01     2     0     0     2    0    2   7   1  a   A2'  707     0     0     0     0    0    0   6   0  a   A2"    3 17BaPoYuTe.403
9672.16213  0.01  0.01     2     0     0     2    0    2   7   1  a   A2'  707     0     0     0     0    0    0   7   3  s   A2"    2 17BaPoYuTe.398
9870.16479  0.01  0.01     2     0     1     0    1    0   7   4  s    E' 1369     0     0     0     0    0    0   6   5  s    E"    1 17BaPoYuTe.514
9573.47460  0.01  0.01     2     0     1     0    1    0   7   4  s    E' 1369     0     0     0     0    0    0   8   5  s    E"    3 17BaPoYuTe.506
9604.59018  0.01  0.01     1     0     1     2    1    2   8   8  s   A2'  717     0     0     0     0    0    0   9   9  s   A2"    1  17BaPoYuTe.87
9616.98824  0.01  0.01     1     0     1     2    1    2   7   5  s   A2"  673     0     0     0     0    0    0   8   6  s   A2'    1  17BaPoYuTe.69
9643.37934  0.01  0.01     1     0     1     2    1    2   7   5  s   A2"  673     0     0     0     0    0    0   7   0  s   A2'    3  17BaPoYuTe.73
9846.43638  0.01  0.01     1     0     1     2    1    2   7   5  a    E' 1374     0     0     0     0    0    0   6   4  a    E"    2 17BaPoYuTe.196
9830.72723  0.01  0.01     1     0     1     2    1    2   8   8  s    E' 1483     0     0     0     0    0    0   7   7  s    E"    1  17BaPoYuTe.88
9788.98709  0.01  0.01     2     0     0     2    0    2   7   2  s   A2'  711     0     0     0     0    0    0   6   0  a   A2"    3 17BaPoYuTe.295
9684.26228  0.01  0.01     2     0     0     2    0    2   7   2  s   A2'  711     0     0     0     0    0    0   7   3  s   A2"    2 17BaPoYuTe.288
9667.68735  0.01  0.01     2     0     1     0    1    0   7   4  a    E" 1389     0     0     0     0    0    0   7   2  s    E'    4 17BaPoYuTe.608
9510.18474  0.01  0.01     2     0     0     2    0    2   7   1  s    E" 1389     0     0     0     0    0    0   8   2  s    E'    5 17BaPoYuTe.280
9667.73915  0.01  0.01     2     0     0     2    0    2   7   1  s    E" 1389     0     0     0     0    0    0   7   2  s    E'    4 17BaPoYuTe.283
9805.93983  0.01  0.01     2     0     0     2    0    2   7   1  s    E" 1389     0     0     0     0    0    0   6   2  s    E'    3 17BaPoYuTe.291
9788.56389  0.01  0.01     2     0     1     0    1    0   8   7  s   A2"  755     0     0     0     0    0    0   7   6  s   A2'    1 17BaPoYuTe.521
9672.80133  0.01  0.01     2     0     1     0    1    0   7   3  a    E' 1380     0     0     0     0    0    0   7   2  a    E"    4 17BaPoYuTe.609
9663.97386  0.01  0.01     1     0     1     2    1    2   7   4  s    E' 1381     0     0     0     0    0    0   7   1  s    E"    5  17BaPoYuTe.71
9593.67122  0.01  0.01     1     0     1     2    1    2   7   4  s    E' 1381     0     0     0     0    0    0   8   5  s    E"    3  17BaPoYuTe.67
9675.13202  0.01  0.01     2     0     0     2    0    2   7   1  a    E' 1381     0     0     0     0    0    0   7   2  a    E"    4 17BaPoYuTe.408
9813.91280  0.01  0.01     2     0     1     0    1    0   7   3  s    E" 1394     0     0     0     0    0    0   6   2  s    E'    3 17BaPoYuTe.513
9751.85523  0.01  0.01     2     0     1     0    1    0   7   3  s    E" 1394     0     0     0     0    0    0   7   5  a    E'    2 17BaPoYuTe.510
9816.56799  0.01  0.01     2     0     0     2    0    2   7   0  a    E" 1397     0     0     0     0    0    0   6   2  s    E'    3 17BaPoYuTe.404
9678.37341  0.01  0.01     2     0     0     2    0    2   7   0  a    E" 1397     0     0     0     0    0    0   7   2  s    E'    4 17BaPoYuTe.399
9519.38710  0.01  0.01     2     0     0     2    0    2   8   6  s    E' 1500     0     0     0     0    0    0   9   7  s    E"    2 17BaPoYuTe.304
9697.35013  0.01  0.01     2     0     0     2    0    2   8   6  s    E' 1500     0     0     0     0    0    0   8   7  s    E"    2 17BaPoYuTe.308
9697.17444  0.01  0.01     2     0     0     2    0    2   8   6  a    E" 1488     0     0     0     0    0    0   8   7  a    E'    2 17BaPoYuTe.419
9552.90848  0.01  0.01     2     0     1     0    1    0   7   2  s   A2'  720     0     0     0     0    0    0   8   3  s   A2"    2 17BaPoYuTe.504
9710.57469  0.01  0.01     2     0     1     0    1    0   7   2  s   A2'  720     0     0     0     0    0    0   7   3  s   A2"    2 17BaPoYuTe.508
9822.77256  0.01  0.01     2     0     1     0    1    0   7   2  a    E" 1408     0     0     0     0    0    0   6   1  a    E'    4 17BaPoYuTe.606
9684.69818  0.01  0.01     2     0     1     0    1    0   7   2  a    E" 1408     0     0     0     0    0    0   7   1  a    E'    5 17BaPoYuTe.601
9824.70756  0.01  0.01     1     0     1     2    1    2   7   5  s    E" 1409     0     0     0     0    0    0   6   1  a    E'    4  17BaPoYuTe.76
9686.62668  0.01  0.01     1     0     1     2    1    2   7   5  s    E" 1409     0     0     0     0    0    0   7   1  a    E'    5  17BaPoYuTe.74
9688.09007  0.01  0.01     2     0     1     0    1    0   7   2  s    E' 1399     0     0     0     0    0    0   7   1  s    E"    5 17BaPoYuTe.515
9562.47264  0.01  0.01     1     0     1     2    1    2   7   4  a   A2"  686     0     0     0     0    0    0   8   3  a   A2'    2 17BaPoYuTe.187
9858.34173  0.01  0.01     1     0     1     2    1    2   7   4  a   A2"  686     0     0     0     0    0    0   6   3  a   A2'    2 17BaPoYuTe.193
9521.25910  0.01  0.01     2     0     0     2    0    2   9   9  a    E' 1572     0     0     0     0    0    0  10  10  a    E"    1 17BaPoYuTe.432
9859.69113  0.01  0.01     1     0     1     2    1    2   7   4  s   A2'  722     0     0     0     0    0    0   6   3  s   A2"    2  17BaPoYuTe.79
9569.81281  0.01  0.01     2     0     1     0    1    0   7   2  a   A2"  688     0     0     0     0    0    0   8   3  a   A2'    2 17BaPoYuTe.595
9727.43512  0.01  0.01     2     0     1     0    1    0   7   2  a   A2"  688     0     0     0     0    0    0   7   3  a   A2'    2 17BaPoYuTe.600
9848.65057  0.01  0.01     2     0     1     0    1    0   7   1  a    E' 1407     0     0     0     0    0    0   6   2  a    E"    3 17BaPoYuTe.607
9710.51299  0.01  0.01     2     0     1     0    1    0   7   1  a    E' 1407     0     0     0     0    0    0   7   2  a    E"    4 17BaPoYuTe.602
9757.27511  0.01  0.01     1     0     1     2    1    2   7   3  s    E" 1420     0     0     0     0    0    0   7   4  s    E'    3  17BaPoYuTe.72
9599.44190  0.01  0.01     1     0     1     2    1    2   7   3  s    E" 1420     0     0     0     0    0    0   8   4  s    E'    4  17BaPoYuTe.68
9757.57821  0.01  0.01     2     0     0     2    0    2   8   5  a    E' 1516     0     0     0     0    0    0   7   4  a    E"    3 17BaPoYuTe.424
9792.11768  0.01  0.01     1     0     1     2    1    2   8   7  s    E" 1506     0     0     0     0    0    0   7   5  a    E'    2  17BaPoYuTe.86
9702.31552  0.01  0.01     2     0     1     0    1    0   7   1  s   A2"  690     0     0     0     0    0    0   7   0  s   A2'    3 17BaPoYuTe.516
9601.03130  0.01  0.01     2     0     1     0    1    0   8   7  a    E' 1518     0     0     0     0    0    0   9   8  a    E"    1 17BaPoYuTe.613
9794.45777  0.01  0.01     2     0     1     0    1    0   8   7  a    E' 1518     0     0     0     0    0    0   7   5  s    E"    2 17BaPoYuTe.620
9780.92962  0.01  0.01     1     0     1     2    1    2   8   7  a    E' 1519     0     0     0     0    0    0   8   8  a    E"    1 17BaPoYuTe.201
9602.68309  0.01  0.01     1     0     1     2    1    2   8   7  a    E' 1519     0     0     0     0    0    0   9   8  a    E"    1 17BaPoYuTe.199
9842.85399  0.01  0.01     2     0     1     0    1    0   7   1  a   A2'  725     0     0     0     0    0    0   6   0  a   A2"    3 17BaPoYuTe.610
9766.49438  0.01  0.01     2     0     0     2    0    2   8   5  s    E" 1511     0     0     0     0    0    0   7   4  s    E'    3 17BaPoYuTe.302
9643.01184  0.01  0.01     2     0     1     0    1    0   8   6  a    E" 1513     0     0     0     0    0    0   8   5  a    E'    3 17BaPoYuTe.615
9800.99935  0.01  0.01     2     0     1     0    1    0   8   6  a    E" 1513     0     0     0     0    0    0   7   5  a    E'    2 17BaPoYuTe.621
9609.06127  0.01  0.01     2     0     1     0    1    0   8   6  a    E" 1513     0     0     0     0    0    0   9   8  s    E'    1 17BaPoYuTe.614
9733.12240  0.01  0.01     2     0     0     2    0    2   9   8  s    E' 1587     0     0     0     0    0    0   8   7  s    E"    2 17BaPoYuTe.317
9686.21738  0.01  0.01     2     0     0     2    0    2   8   5  s   A2"  772     0     0     0     0    0    0   8   6  s   A2'    1 17BaPoYuTe.299
9844.12448  0.01  0.01     2     0     0     2    0    2   8   5  a   A2'  739     0     0     0     0    0    0   7   6  a   A2"    1 17BaPoYuTe.415
9508.34634  0.01  0.01     2     0     0     2    0    2   8   5  a   A2'  739     0     0     0     0    0    0   9   6  a   A2"    2 17BaPoYuTe.411
9844.23538  0.01  0.01     1     0     1     2    1    2   8   7  a   A2'  739     0     0     0     0    0    0   7   6  a   A2"    1 17BaPoYuTe.207
9845.62838  0.01  0.01     1     0     1     2    1    2   8   7  s   A2"  772     0     0     0     0    0    0   7   6  s   A2'    1  17BaPoYuTe.89
9789.95049  0.01  0.01     2     0     1     0    1    0   9   9  a    E' 1589     0     0     0     0    0    0   8   8  a    E"    1 17BaPoYuTe.626
9611.69466  0.01  0.01     2     0     1     0    1    0   9   9  a    E' 1589     0     0     0     0    0    0   9   8  a    E"    1 17BaPoYuTe.625
9761.76989  0.01  0.01     1     0     1     2    1    2   7   2  a   A2"  698     0     0     0     0    0    0   7   3  a   A2'    2 17BaPoYuTe.197
9762.85579  0.01  0.01     1     0     1     2    1    2   7   2  s   A2'  735     0     0     0     0    0    0   7   3  s   A2"    2  17BaPoYuTe.77
9765.41218  0.01  0.01     2     0     0     2    0    2   8   4  a   A2"  777     0     0     0     0    0    0   7   3  a   A2'    2 17BaPoYuTe.418
9607.80807  0.01  0.01     2     0     0     2    0    2   8   4  a   A2"  777     0     0     0     0    0    0   8   3  a   A2'    2 17BaPoYuTe.414
9676.60191  0.01  0.01     2     0     0     2    0    2   8   4  s    E' 1541     0     0     0     0    0    0   8   5  s    E"    3 17BaPoYuTe.298
9803.79944  0.01  0.01     2     0     1     0    1    0   8   5  s    E" 1533     0     0     0     0    0    0   7   4  s    E'    3 17BaPoYuTe.522
9447.15357  0.01  0.01     2     0     0     2    0    2   8   4  s   A2'  752     0     0     0     0    0    0   9   3  s   A2"    3 17BaPoYuTe.303
9624.04601  0.01  0.01     2     0     0     2    0    2   8   4  s   A2'  752     0     0     0     0    0    0   8   3  s   A2"    2 17BaPoYuTe.306
9781.71222  0.01  0.01     2     0     0     2    0    2   8   4  s   A2'  752     0     0     0     0    0    0   7   3  s   A2"    2 17BaPoYuTe.311
9593.23473  0.01  0.01     2     0     1     0    1    0   8   6  s    E' 1548     0     0     0     0    0    0   9   7  s    E"    2 17BaPoYuTe.517
9771.19816  0.01  0.01     2     0     1     0    1    0   8   6  s    E' 1548     0     0     0     0    0    0   8   7  s    E"    2 17BaPoYuTe.518
9809.60191  0.01  0.01     1     0     1     2    1    2   8   7  a    E' 1549     0     0     0     0    0    0   7   4  a    E"    3 17BaPoYuTe.206
9779.81863  0.01  0.01     1     0     1     2    1    2   8   7  s    E" 1542     0     0     0     0    0    0   8   7  a    E'    2  17BaPoYuTe.83
9601.94439  0.01  0.01     1     0     1     2    1    2   8   7  s    E" 1542     0     0     0     0    0    0   9   7  a    E'    2  17BaPoYuTe.81
9840.24400  0.01  0.01     1     0     1     2    1    2   9   9  s    E" 1629     0     0     0     0    0    0   8   8  s    E'    1  17BaPoYuTe.92
9696.54894  0.01  0.01     1     0     1     2    1    2   8   6  a    E" 1544     0     0     0     0    0    0   8   5  a    E'    3 17BaPoYuTe.202
9778.40433  0.01  0.01     1     0     1     2    1    2   8   6  a    E" 1544     0     0     0     0    0    0   7   2  s    E'    4 17BaPoYuTe.204
9843.50419  0.01  0.01     1     0     1     2    1    2   9   9  a    E' 1621     0     0     0     0    0    0   8   8  a    E"    1 17BaPoYuTe.212
9859.20693  0.01  0.01     1     0     1     2    1    2   8   6  s    E' 1557     0     0     0     0    0    0   7   5  s    E"    2  17BaPoYuTe.84
9624.30491  0.01  0.01     1     0     1     2    1    2   8   6  s    E' 1557     0     0     0     0    0    0   8   2  a    E"    5  17BaPoYuTe.82
9744.31096  0.01  0.01     2     0     0     2    0    2   9   7  a   A2'  835     0     0     0     0    0    0   8   6  a   A2"    1 17BaPoYuTe.433
9748.72864  0.01  0.01     2     0     0     2    0    2   9   7  s   A2"  803     0     0     0     0    0    0   8   6  s   A2'    1 17BaPoYuTe.318
9799.63025  0.01  0.01     2     0     1     0    1    0   9   8  a    E" 1641     0     0     0     0    0    0   8   7  a    E'    2 17BaPoYuTe.628
9681.95809  0.01  0.01     1     0     1     2    1    2   8   8  a    E" 1557     0     0     0     0    0    0   8   4  s    E'    4 17BaPoYuTe.200
9504.89256  0.01  0.01     1     0     1     2    1    2   8   8  a    E" 1557     0     0     0     0    0    0   9   4  s    E'    4 17BaPoYuTe.198
9784.82791  0.01  0.01     2     0     0     2    0    2   8   2  a    E" 1558     0     0     0     0    0    0   7   1  a    E'    5 17BaPoYuTe.425
9785.66720  0.01  0.01     2     0     0     2    0    2   8   2  s    E' 1568     0     0     0     0    0    0   7   1  s    E"    5 17BaPoYuTe.300
9817.37898  0.01  0.01     2     0     1     0    1    0   8   4  a   A2"  796     0     0     0     0    0    0   7   3  a   A2'    2 17BaPoYuTe.618
9482.94444  0.01  0.01     2     0     1     0    1    0   8   4  a   A2"  796     0     0     0     0    0    0   9   3  a   A2'    3 17BaPoYuTe.611
9819.37718  0.01  0.01     2     0     0     2    0    2   8   1  s   A2"  797     0     0     0     0    0    0   7   3  a   A2'    2 17BaPoYuTe.313
9787.21130  0.01  0.01     2     0     0     2    0    2   8   1  s   A2"  797     0     0     0     0    0    0   7   0  s   A2'    3 17BaPoYuTe.312
9661.76827  0.01  0.01     2     0     0     2    0    2   8   1  s   A2"  797     0     0     0     0    0    0   8   3  a   A2'    2 17BaPoYuTe.307
9819.58348  0.01  0.01     1     0     1     2    1    2   8   5  s   A2"  797     0     0     0     0    0    0   7   3  a   A2'    2  17BaPoYuTe.85
9583.42716  0.01  0.01     1     0     1     2    1    2   8   5  s   A2"  797     0     0     0     0    0    0   9   6  s   A2'    2  17BaPoYuTe.80
9822.72056  0.01  0.01     2     0     1     0    1    0   8   4  s   A2'  766     0     0     0     0    0    0   7   3  s   A2"    2 17BaPoYuTe.523
9636.54236  0.01  0.01     2     0     0     2    0    2   8   1  a   A2'  769     0     0     0     0    0    0   8   0  a   A2"    3 17BaPoYuTe.421
