        nu  unc1  unc2  nu1'  nu2'  nu3'  nu4'  L3'  L4'  J'  K' i' Gtot'  Nb'  nu1"  nu2"  nu3"  nu4"  L3"  L4"  J"  K" i" Gtot"  Nb"           E'        Calc'  Obs-Calc'   ErrByte         Source Method  BandMatch
9595.15942  0.01  0.01     2     0     1     0    1    0   5   2  s   A2'  521     0     0     0     0    0    0   6   3  s   A2"    2  9978.477908  9977.373603   1.104305  4.360148 17BaPoYuTe.481     Br       True
9813.04900  0.01  0.01     1     0     1     2    1    2   5   4  a   A2"  486     0     0     0     0    0    0   4   3  a   A2'    1  9979.136903  9979.300666  -0.163763 -3.165538 17BaPoYuTe.165     Br      False
9895.34429  0.01  0.01     1     0     1     2    1    2   3   2  a   A2"  335     0     0     0     0    0    0   3   3  a   A2'    1  9982.002093  9983.733092  -1.730999 -2.783000 17BaPoYuTe.125     CD      False
9815.91879  0.01  0.01     1     0     1     2    1    2   3   2  a   A2"  335     0     0     0     0    0    0   4   3  a   A2'    1  9982.006693  9983.733092  -1.726399 -2.777201 17BaPoYuTe.119     CD      False
9698.72113  0.01  0.01     2     0     0     2    0    2   7   7  s   A2"  614     0     0     0     0    0    0   6   6  s   A2'    1  9982.295650  9982.034395   0.261255  4.122194 17BaPoYuTe.276     Br      False
9718.79975  0.01  0.01     2     0     1     0    1    0   5   2  a   A2"  487     0     0     0     0    0    0   5   3  a   A2'    1  9984.026407  9983.669265   0.357142  3.544639 17BaPoYuTe.569     CD      False
9600.05290  0.01  0.01     2     0     1     0    1    0   5   2  a   A2"  487     0     0     0     0    0    0   6   3  a   A2'    2  9984.030428  9983.669265   0.361163  3.551047 17BaPoYuTe.566     CD      False
9800.52135  0.01  0.01     1     0     1     2    1    2   5   3  a    E' 1009     0     0     0     0    0    0   4   2  a    E"    2  9985.074407  9986.665717  -1.591310 -3.412338 17BaPoYuTe.160     CD      False
9701.45882  0.01  0.01     1     0     1     2    1    2   5   3  a    E' 1009     0     0     0     0    0    0   5   2  a    E"    3  9985.075541  9986.665717  -1.590176 -3.409337 17BaPoYuTe.155     CD      False
9701.74952  0.01  0.01     2     0     0     2    0    2   7   7  a   A2'  650     0     0     0     0    0    0   6   6  a   A2"    1  9986.159819  9986.681025  -0.521206  1.798183 17BaPoYuTe.409     Br      False
9691.79466  0.01  0.01     2     0     1     0    1    0   5   1  s   A2"  489     0     0     0     0    0    0   5   0  s   A2'    2  9989.436478  9988.691655   0.744823  3.851401 17BaPoYuTe.484     Br      False
9793.25738  0.01  0.01     2     0     1     0    1    0   5   1  a   A2'  525     0     0     0     0    0    0   4   0  a   A2"    2  9992.551317  9992.403019   0.148298  4.253686 17BaPoYuTe.572     Br      False
9728.47842  0.01  0.01     2     0     0     2    0    2   6   4  a   A2"  592     0     0     0     0    0    0   5   3  a   A2'    1  9993.705077  9994.780570  -1.075493  1.889621 17BaPoYuTe.390     CD      False
9609.73016  0.01  0.01     2     0     0     2    0    2   6   4  a   A2"  592     0     0     0     0    0    0   6   3  a   A2'    2  9993.707688  9994.780570  -1.072882  1.894619 17BaPoYuTe.385     CD      False
9730.27451  0.01  0.01     2     0     0     2    0    2   6   4  s   A2'  558     0     0     0     0    0    0   5   3  s   A2"    1  9994.791167  9994.409443   0.381724  5.089813 17BaPoYuTe.274   CD_b      False
9611.48046  0.01  0.01     2     0     0     2    0    2   6   4  s   A2'  558     0     0     0     0    0    0   6   3  s   A2"    2  9994.798948  9994.409443   0.389505  5.099834 17BaPoYuTe.271   CD_b      False
9804.16793  0.01  0.01     2     0     1     0    1    0   5   0  a    E" 1027     0     0     0     0    0    0   4   1  a    E'    3  9999.779251  9999.898318  -0.119067  4.285276 17BaPoYuTe.573     Br      False
9587.35265  0.01  0.01     2     0     1     0    1    0   5   0  s    E' 1019     0     0     0     0    0    0   6   1  s    E"    4  9999.977031  9999.930321   0.046710  5.081663 17BaPoYuTe.473     CD      False
9706.01080  0.01  0.01     2     0     1     0    1    0   5   0  s    E' 1019     0     0     0     0    0    0   5   1  s    E"    4  9999.979120  9999.930321   0.048799  5.081231 17BaPoYuTe.477     CD      False
9716.59036  0.01  0.01     2     0     1     0    1    0   5   1  a    E' 1020     0     0     0     0    0    0   5   2  a    E"    3 10000.207081  9999.930321   0.276760  3.189063 17BaPoYuTe.568     CD      False
9805.30423  0.01  0.01     2     0     1     0    1    0   5   1  a    E' 1020     0     0     0     0    0    0   4   1  s    E"    3 10000.210587  9999.930321   0.280266  3.190482 17BaPoYuTe.571     CD      False
9597.93311  0.01  0.01     2     0     1     0    1    0   5   1  a    E' 1020     0     0     0     0    0    0   6   2  a    E"    3 10000.210933  9999.930321   0.280612  3.195476 17BaPoYuTe.565     CD      False
9720.12755  0.01  0.01     2     0     1     0    1    0   5   1  s    E" 1030     0     0     0     0    0    0   5   2  s    E'    3 10003.064749 10003.020518   0.044231  4.683277 17BaPoYuTe.485     Br      False
9680.21360  0.01  0.01     2     0     0     2    0    2   6   4  a    E" 1142     0     0     0     0    0    0   6   5  a    E'    1 10005.340875 10004.850699   0.490176  0.557202 17BaPoYuTe.393     Br      False
9681.19230  0.01  0.01     2     0     0     2    0    2   6   4  s    E' 1154     0     0     0     0    0    0   6   5  s    E"    1 10005.561303 10006.475596  -0.914293  4.825188 17BaPoYuTe.263     Br      False
9604.39738  0.01  0.01     1     0     1     2    1    2   5   3  s    E" 1032     0     0     0     0    0    0   6   2  s    E'    3 10006.045277 10006.503867  -0.458590 -0.479315  17BaPoYuTe.35     CD      False
9822.21627  0.01  0.01     1     0     1     2    1    2   5   3  s    E" 1032     0     0     0     0    0    0   4   2  s    E'    2 10006.045381 10006.503867  -0.458486 -0.483351  17BaPoYuTe.40     CD      False
9741.46757  0.01  0.01     2     0     1     0    1    0   6   5  s   A2"  594     0     0     0     0    0    0   5   3  a   A2'    1 10006.694227 10005.297328   1.396899  3.827585 17BaPoYuTe.501     Br      False
9512.56393  0.01  0.01     2     0     1     0    1    0   6   5  s    E" 1145     0     0     0     0    0    0   7   4  s    E'    3 10008.599113 10008.134484   0.464629  5.385685 17BaPoYuTe.486     CD       True
9651.01661  0.01  0.01     2     0     1     0    1    0   6   5  s    E" 1145     0     0     0     0    0    0   6   4  s    E'    2 10008.600890 10008.134484   0.466406  5.384668 17BaPoYuTe.489     CD       True
9769.94936  0.01  0.01     2     0     1     0    1    0   6   5  s    E" 1145     0     0     0     0    0    0   5   4  s    E'    2 10008.602027 10008.134484   0.467543  5.383823 17BaPoYuTe.494     CD       True
9745.40105  0.01  0.01     1     0     1     2    1    2   5   2  s   A2'  530     0     0     0     0    0    0   5   3  s   A2"    1 10009.917707 10008.168713   1.748994 -1.017896  17BaPoYuTe.43     Br      False
9514.07392  0.01  0.01     2     0     1     0    1    0   6   5  a    E' 1158     0     0     0     0    0    0   7   4  a    E"    3 10010.750162 10010.300394   0.449768  4.207689 17BaPoYuTe.576     CD       True
9771.34266  0.01  0.01     2     0     1     0    1    0   6   5  a    E' 1158     0     0     0     0    0    0   5   4  a    E"    2 10010.750951 10010.300394   0.450557  4.203356 17BaPoYuTe.585     CD       True
9652.46680  0.01  0.01     2     0     1     0    1    0   6   5  a    E' 1158     0     0     0     0    0    0   6   4  a    E"    2 10010.751385 10010.300394   0.450991  4.205953 17BaPoYuTe.581     CD       True
9636.50696  0.01  0.01     2     0     1     0    1    0   6   5  a    E' 1158     0     0     0     0    0    0   7   7  s    E"    1 10010.756279 10010.300394   0.455885  4.216129 17BaPoYuTe.577     CD       True
9612.79025  0.01  0.01     1     0     1     2    1    2   5   1  a    E' 1026     0     0     0     0    0    0   6   2  a    E"    3 10015.068073 10012.797758   2.270315 -3.477536 17BaPoYuTe.151     CD      False
9830.51704  0.01  0.01     1     0     1     2    1    2   5   1  a    E' 1026     0     0     0     0    0    0   4   2  a    E"    2 10015.070097 10012.797758   2.272339 -3.479940 17BaPoYuTe.162     CD      False
9849.01727  0.01  0.01     1     0     1     2    1    2   5   2  a   A2"  497     0     0     0     0    0    0   4   3  a   A2'    1 10015.105173 10016.194220  -1.089047 -3.356949 17BaPoYuTe.163     CD      False
9631.12998  0.01  0.01     1     0     1     2    1    2   5   2  a   A2"  497     0     0     0     0    0    0   6   3  a   A2'    2 10015.107508 10016.194220  -1.086712 -3.350497 17BaPoYuTe.152     CD      False
9538.53643  0.01  0.01     2     0     0     2    0    2   7   7  s    E" 1281     0     0     0     0    0    0   8   8  s    E'    1 10015.800788 10014.865207   0.935581  5.103378 17BaPoYuTe.275     Br      False
9811.47081  0.01  0.01     1     0     1     2    1    2   6   6  s    E' 1161     0     0     0     0    0    0   5   5  s    E"    1 10016.739958 10017.027521  -0.287563 -1.714971  17BaPoYuTe.66     Br      False
9815.14859  0.01  0.01     1     0     1     2    1    2   6   6  a    E" 1154     0     0     0     0    0    0   5   5  a    E'    1 10021.236070 10020.451421   0.784649 -2.606156 17BaPoYuTe.178     CD      False
9696.11254  0.01  0.01     1     0     1     2    1    2   6   6  a    E" 1154     0     0     0     0    0    0   6   5  a    E'    1 10021.239815 10020.451421   0.788394 -2.600560 17BaPoYuTe.172     CD      False
9826.58185  0.01  0.01     1     0     1     2    1    2   5   2  s    E' 1029     0     0     0     0    0    0   4   1  s    E"    3 10021.488207 10022.786180  -1.297973 -1.587809  17BaPoYuTe.41     CD       True
9608.86617  0.01  0.01     1     0     1     2    1    2   5   2  s    E' 1029     0     0     0     0    0    0   6   1  s    E"    4 10021.490551 10022.786180  -1.295629 -1.581126  17BaPoYuTe.36     CD       True
9822.49487  0.01  0.01     1     0     1     2    1    2   5   3  a   A2'  533     0     0     0     0    0    0   4   0  a   A2"    2 10021.788807 10022.839682  -1.050875 -3.718241 17BaPoYuTe.159     CD      False
9604.90378  0.01  0.01     1     0     1     2    1    2   5   3  a   A2'  533     0     0     0     0    0    0   6   0  a   A2"    3 10021.791590 10022.839682  -1.048092 -3.710787 17BaPoYuTe.149     CD      False
9725.17893  0.01  0.01     1     0     1     2    1    2   5   3  s   A2"  499     0     0     0     0    0    0   5   0  s   A2'    2 10022.820748 10023.856864  -1.036116 -1.299844  17BaPoYuTe.46     Br       True
9827.62465  0.01  0.01     1     0     1     2    1    2   5   2  a    E" 1040     0     0     0     0    0    0   4   1  a    E'    3 10023.235971 10023.597276  -0.361305 -2.587972 17BaPoYuTe.161     CD      False
9609.99816  0.01  0.01     1     0     1     2    1    2   5   2  a    E" 1040     0     0     0     0    0    0   6   1  a    E'    4 10023.236017 10023.597276  -0.361259 -2.583315 17BaPoYuTe.150     CD      False
9624.42901  0.01  0.01     2     0     0     2    0    2   6   3  s    E" 1157     0     0     0     0    0    0   6   2  s    E'    3 10026.076907 10026.839620  -0.762713  4.659766 17BaPoYuTe.267     CD       True
9743.14206  0.01  0.01     2     0     0     2    0    2   6   3  s    E" 1157     0     0     0     0    0    0   5   2  s    E'    3 10026.079259 10026.839620  -0.760361  5.629784 17BaPoYuTe.272     CD       True
9831.05223  0.01  0.01     1     0     1     2    1    2   5   1  s    E" 1042     0     0     0     0    0    0   4   1  a    E'    3 10026.663551 10026.442366   0.221185 -1.177605  17BaPoYuTe.42     CD      False
9743.73046  0.01  0.01     1     0     1     2    1    2   5   1  s    E" 1042     0     0     0     0    0    0   5   2  s    E'    3 10026.667659 10026.442366   0.225293 -1.171397  17BaPoYuTe.38     CD      False
9744.80986  0.01  0.01     2     0     0     2    0    2   6   3  a    E' 1165     0     0     0     0    0    0   5   2  a    E"    3 10028.426581 10028.935699  -0.509118  0.126012 17BaPoYuTe.394     Br      False
9735.99549  0.01  0.01     1     0     1     2    1    2   5   0  a    E" 1044     0     0     0     0    0    0   5   1  a    E'    4 10030.625546 10029.804658   0.820888 -3.952730 17BaPoYuTe.167     Br      False
9833.89222  0.01  0.01     1     0     1     2    1    2   5   1  a   A2'  536     0     0     0     0    0    0   4   0  a   A2"    2 10033.186157 10031.980344   1.205813 -3.448462 17BaPoYuTe.166     Br      False
9769.19587  0.01  0.01     1     0     1     2    1    2   6   5  a   A2'  565     0     0     0     0    0    0   5   3  s   A2"    1 10033.712527 10030.929141   2.783386 -2.891912 17BaPoYuTe.176     CD      False
9512.09303  0.01  0.01     1     0     1     2    1    2   6   5  a   A2'  565     0     0     0     0    0    0   7   3  s   A2"    2 10033.715015 10030.929141   2.785874 -2.884125 17BaPoYuTe.168     CD      False
9650.39751  0.01  0.01     1     0     1     2    1    2   6   5  a   A2'  565     0     0     0     0    0    0   6   3  s   A2"    2 10033.715998 10030.929141   2.786857 -2.886201 17BaPoYuTe.171     CD      False
9768.99947  0.01  0.01     1     0     1     2    1    2   6   5  s   A2"  599     0     0     0     0    0    0   5   3  a   A2'    1 10034.226127 10035.133992  -0.907865 -1.426648  17BaPoYuTe.60     CD      False
9750.65263  0.01  0.01     1     0     1     2    1    2   6   5  s   A2"  599     0     0     0     0    0    0   6   6  s   A2'    1 10034.227150 10035.133992  -0.906842 -1.420852  17BaPoYuTe.54     CD      False
9522.06329  0.01  0.01     2     0     1     0    1    0   6   4  s   A2'  569     0     0     0     0    0    0   7   3  s   A2"    2 10043.685275 10043.393180   0.292095  5.386010 17BaPoYuTe.487     CD       True
9660.36717  0.01  0.01     2     0     1     0    1    0   6   4  s   A2'  569     0     0     0     0    0    0   6   3  s   A2"    2 10043.685658 10043.393180   0.292478  5.383334 17BaPoYuTe.490     CD       True
9779.16943  0.01  0.01     2     0     1     0    1    0   6   4  s   A2'  569     0     0     0     0    0    0   5   3  s   A2"    1 10043.686087 10043.393180   0.292907  5.381523 17BaPoYuTe.495     CD       True
9746.22285  0.01  0.01     1     0     1     2    1    2   5   1  s   A2"  504     0     0     0     0    0    0   5   0  s   A2'    2 10043.864668 10046.208565  -2.343897 -1.612272  17BaPoYuTe.47     Br      False
9495.06649  0.01  0.01     2     0     0     2    0    2   6   2  s    E' 1175     0     0     0     0    0    0   7   1  s    E"    5 10045.825162 10045.812526   0.012636  4.671308 17BaPoYuTe.265     CD      False
9633.20438  0.01  0.01     2     0     0     2    0    2   6   2  s    E' 1175     0     0     0     0    0    0   6   1  s    E"    4 10045.828761 10045.812526   0.016235  4.671521 17BaPoYuTe.268     CD      False
9583.77606  0.01  0.01     2     0     0     2    0    2   7   6  s    E' 1286     0     0     0     0    0    0   7   5  s    E"    2 10046.789213 10046.264950   0.524263  4.521086 17BaPoYuTe.285     CD      False
9722.42144  0.01  0.01     2     0     0     2    0    2   7   6  s    E' 1286     0     0     0     0    0    0   6   5  s    E"    1 10046.790443 10046.264950   0.525493  4.519894 17BaPoYuTe.293     CD      False
9526.08538  0.01  0.01     2     0     1     0    1    0   6   4  a   A2"  605     0     0     0     0    0    0   7   3  a   A2'    2 10048.308359 10047.244197   1.064162  3.726208 17BaPoYuTe.578     CD      False
9783.08201  0.01  0.01     2     0     1     0    1    0   6   4  a   A2"  605     0     0     0     0    0    0   5   3  a   A2'    1 10048.308667 10047.244197   1.064470  3.720899 17BaPoYuTe.586     CD      False
9664.33116  0.01  0.01     2     0     1     0    1    0   6   4  a   A2"  605     0     0     0     0    0    0   6   3  a   A2'    2 10048.308688 10047.244197   1.064491  3.723307 17BaPoYuTe.582     CD      False
9785.26681  0.01  0.01     1     0     1     2    1    2   6   6  a   A2"  606     0     0     0     0    0    0   5   3  a   A2'    1 10050.493467 10049.381506   1.111961 -2.383159 17BaPoYuTe.183     Br       True
9499.27778  0.01  0.01     2     0     0     2    0    2   6   2  a    E" 1170     0     0     0     0    0    0   7   1  a    E'    5 10050.598207 10050.565581   0.032626  1.838533 17BaPoYuTe.382   CD_b      False
9637.36876  0.01  0.01     2     0     0     2    0    2   6   2  a    E" 1170     0     0     0     0    0    0   6   1  a    E'    4 10050.606617 10050.565581   0.041036  1.843438 17BaPoYuTe.386   CD_b      False
9471.04798  0.01  0.01     2     0     1     0    1    0   7   7  s   A2"  630     0     0     0     0    0    0   8   6  s   A2'    1 10051.827826 10052.840571  -1.012745  3.779547 17BaPoYuTe.505     CD       True
9629.37509  0.01  0.01     2     0     1     0    1    0   7   7  s   A2"  630     0     0     0     0    0    0   7   6  s   A2'    1 10051.833419 10052.840571  -1.007152  3.782238 17BaPoYuTe.511     CD       True
9473.69657  0.01  0.01     2     0     1     0    1    0   7   7  a   A2'  665     0     0     0     0    0    0   8   6  a   A2"    1 10055.167534 10055.225249  -0.057715  3.026350 17BaPoYuTe.592     CD       True
9770.75756  0.01  0.01     2     0     1     0    1    0   7   7  a   A2'  665     0     0     0     0    0    0   6   6  a   A2"    1 10055.167859 10055.225249  -0.057390  3.021374 17BaPoYuTe.603     CD       True
9631.94488  0.01  0.01     2     0     1     0    1    0   7   7  a   A2'  665     0     0     0     0    0    0   7   6  a   A2"    1 10055.167903 10055.225249  -0.057346  3.023607 17BaPoYuTe.596     CD       True
9534.38155  0.01  0.01     2     0     0     2    0    2   6   2  s   A2'  575     0     0     0     0    0    0   7   3  s   A2"    2 10056.003535 10058.031265  -2.027730  5.388054 17BaPoYuTe.266     CD      False
9639.11635  0.01  0.01     2     0     0     2    0    2   6   2  s   A2'  575     0     0     0     0    0    0   6   0  a   A2"    3 10056.004160 10058.031265  -2.027105  5.385435 17BaPoYuTe.269     CD      False
9824.00166  0.01  0.01     1     0     1     2    1    2   6   5  s    E" 1176     0     0     0     0    0    0   5   4  s    E'    2 10062.654327 10061.854519   0.799808 -1.447396  17BaPoYuTe.62     CD      False
9649.41691  0.01  0.01     1     0     1     2    1    2   6   5  s    E" 1176     0     0     0     0    0    0   6   1  a    E'    4 10062.654767 10061.854519   0.800248 -1.445590  17BaPoYuTe.56     CD      False
9678.77790  0.01  0.01     2     0     0     2    0    2   6   2  a   A2"  610     0     0     0     0    0    0   6   3  a   A2'    2 10062.755428 10062.832188  -0.076760  0.061194 17BaPoYuTe.395     Br      False
9779.23413  0.01  0.01     1     0     1     2    1    2   6   5  a    E' 1187     0     0     0     0    0    0   5   2  a    E"    3 10062.850851 10062.200400   0.650451 -3.669966 17BaPoYuTe.177     Br      False
9783.66331  0.01  0.01     2     0     0     2    0    2   6   1  s    E" 1178     0     0     0     0    0    0   5   2  s    E'    3 10066.600509 10066.566045   0.034464  5.400603 17BaPoYuTe.261     Br      False
9787.48400  0.01  0.01     2     0     0     2    0    2   6   1  a    E' 1192     0     0     0     0    0    0   5   2  a    E"    3 10071.100721 10070.384196   0.716525 -0.060134 17BaPoYuTe.391   CD_b      False
9668.83024  0.01  0.01     2     0     0     2    0    2   6   1  a    E' 1192     0     0     0     0    0    0   6   2  a    E"    3 10071.108063 10070.384196   0.723867 -0.050231 17BaPoYuTe.387   CD_b      False
9538.12583  0.01  0.01     2     0     0     2    0    2   7   6  a    E" 1309     0     0     0     0    0    0   8   7  a    E'    2 10071.795167 10070.968798   0.826369  0.784468 17BaPoYuTe.407     Br      False
9610.60306  0.01  0.01     1     0     1     2    1    2   6   4  a    E" 1185     0     0     0     0    0    0   7   5  a    E'    2 10074.310187 10073.395915   0.914272 -2.859090 17BaPoYuTe.182     Br      False
9703.08131  0.01  0.01     2     0     0     2    0    2   8   8  s    E' 1409     0     0     0     0    0    0   7   7  s    E"    1 10077.330629 10077.476442  -0.145813  5.304747 17BaPoYuTe.301     Br      False
9705.13681  0.01  0.01     2     0     0     2    0    2   8   8  a    E" 1403     0     0     0     0    0    0   7   7  a    E'    1 10080.243895 10079.332186   0.911709  0.379509 17BaPoYuTe.423     Br      False
9586.07555  0.01  0.01     2     0     1     0    1    0   6   3  s    E" 1191     0     0     0     0    0    0   7   4  s    E'    3 10082.110733 10082.237223  -0.126490  3.833904 17BaPoYuTe.488     CD      False
9843.46249  0.01  0.01     2     0     1     0    1    0   6   3  s    E" 1191     0     0     0     0    0    0   5   4  s    E'    2 10082.115157 10082.237223  -0.122066  3.833552 17BaPoYuTe.496     CD      False
9724.53543  0.01  0.01     2     0     1     0    1    0   6   3  s    E" 1191     0     0     0     0    0    0   6   4  s    E'    2 10082.119710 10082.237223  -0.117513  3.840087 17BaPoYuTe.491     CD      False
9729.95451  0.01  0.01     2     0     0     2    0    2   7   5  a    E' 1310     0     0     0     0    0    0   6   4  a    E"    2 10088.239095 10087.875157   0.363938  0.709299 17BaPoYuTe.410     Br      False
9808.16862  0.01  0.01     1     0     1     2    1    2   6   4  s    E' 1205     0     0     0     0    0    0   5   2  a    E"    3 10091.785341 10092.820624  -1.035283 -1.049499  17BaPoYuTe.61     CD      False
9679.16400  0.01  0.01     1     0     1     2    1    2   6   4  s    E' 1205     0     0     0     0    0    0   6   1  s    E"    4 10091.788381 10092.820624  -1.032243 -1.044207  17BaPoYuTe.55     CD      False
9738.40878  0.01  0.01     2     0     0     2    0    2   7   5  s    E" 1320     0     0     0     0    0    0   6   4  s    E'    2 10095.993060 10095.231147   0.761913  4.561018 17BaPoYuTe.277     Br      False
9684.11398  0.01  0.01     2     0     1     0    1    0   6   2  a    E" 1199     0     0     0     0    0    0   6   1  a    E'    4 10097.351837 10098.010432  -0.658595  3.275755 17BaPoYuTe.590     Br      False
9804.82753  0.01  0.01     2     0     1     0    1    0   6   2  s    E' 1210     0     0     0     0    0    0   5   1  s    E"    4 10098.795850 10098.477904   0.317946  3.846772 17BaPoYuTe.498     CD      False
9740.51597  0.01  0.01     2     0     1     0    1    0   6   2  s    E' 1210     0     0     0     0    0    0   6   4  a    E"    2 10098.800555 10098.477904   0.322651  3.854893 17BaPoYuTe.493     CD      False
9834.31742  0.01  0.01     1     0     1     2    1    2   6   4  s   A2'  586     0     0     0     0    0    0   5   3  s   A2"    1 10098.834077 10100.422929  -1.588852 -1.464627  17BaPoYuTe.65     Br      False
9715.86737  0.01  0.01     1     0     1     2    1    2   6   4  a   A2"  621     0     0     0     0    0    0   6   3  a   A2'    2 10099.844898 10100.217421  -0.372523 -3.451260 17BaPoYuTe.173     CD      False
9834.61832  0.01  0.01     1     0     1     2    1    2   6   4  a   A2"  621     0     0     0     0    0    0   5   3  a   A2'    1 10099.844977 10100.217421  -0.372444 -3.453568 17BaPoYuTe.179     CD      False
9716.68226  0.01  0.01     2     0     1     0    1    0   6   2  a   A2"  621     0     0     0     0    0    0   6   3  a   A2'    2 10100.659788 10100.217421   0.442367  3.678821 17BaPoYuTe.589     Br       True
9821.23417  0.01  0.01     1     0     1     2    1    2   7   7  s   A2"  644     0     0     0     0    0    0   6   6  s   A2'    1 10104.808690 10104.688212   0.120478 -0.804641  17BaPoYuTe.75     CD      False
9682.35439  0.01  0.01     1     0     1     2    1    2   7   7  s   A2"  644     0     0     0     0    0    0   7   6  s   A2'    1 10104.812719 10104.688212   0.124507 -0.798665  17BaPoYuTe.70     CD      False
9642.57184  0.01  0.01     2     0     1     0    1    0   7   6  a    E" 1327     0     0     0     0    0    0   7   5  a    E'    2 10106.278967 10105.911189   0.367778  3.926494 17BaPoYuTe.599     CD       True
9781.15242  0.01  0.01     2     0     1     0    1    0   7   6  a    E" 1327     0     0     0     0    0    0   6   5  a    E'    1 10106.279695 10105.911189   0.368506  3.924604 17BaPoYuTe.605     CD       True
9586.25225  0.01  0.01     2     0     1     0    1    0   6   2  s   A2'  588     0     0     0     0    0    0   7   3  s   A2"    2 10107.874235 10108.543727  -0.669492  5.330043 17BaPoYuTe.500     Br      False
9750.92323  0.01  0.01     1     0     1     2    1    2   6   3  s    E" 1205     0     0     0     0    0    0   6   4  s    E'    2 10108.507510 10108.249925   0.257585  0.052794  17BaPoYuTe.53     CD      False
9612.47275  0.01  0.01     1     0     1     2    1    2   6   3  s    E" 1205     0     0     0     0    0    0   7   4  s    E'    3 10108.507933 10108.249925   0.258008  0.056011  17BaPoYuTe.49     CD      False
9825.57125  0.01  0.01     1     0     1     2    1    2   6   3  s    E" 1205     0     0     0     0    0    0   5   2  s    E'    3 10108.508449 10108.249925   0.258524  0.050606  17BaPoYuTe.57     CD      False
9568.66412  0.01  0.01     1     0     1     2    1    2   6   3  s    E" 1205     0     0     0     0    0    0   7   2  s    E'    4 10108.509097 10108.249925   0.259172  0.056937  17BaPoYuTe.48     CD      False
9612.18235  0.01  0.01     1     0     1     2    1    2   6   3  a    E' 1215     0     0     0     0    0    0   7   4  a    E"    3 10108.858592 10108.437905   0.420687 -3.699999 17BaPoYuTe.170   CD_b      False
9750.58374  0.01  0.01     1     0     1     2    1    2   6   3  a    E' 1215     0     0     0     0    0    0   6   4  a    E"    2 10108.868325 10108.437905   0.430420 -3.693225 17BaPoYuTe.174   CD_b      False
9693.23435  0.01  0.01     2     0     1     0    1    0   6   1  a   A2'  589     0     0     0     0    0    0   6   0  a   A2"    3 10110.122160 10110.133371  -0.011211  3.115542 17BaPoYuTe.591     Br      False
9827.18615  0.01  0.01     2     0     0     2    0    2   7   5  a   A2'  678     0     0     0     0    0    0   6   6  a   A2"    1 10111.596449 10112.398146  -0.801697  0.967819 17BaPoYuTe.405     CD      False
9688.37517  0.01  0.01     2     0     0     2    0    2   7   5  a   A2'  678     0     0     0     0    0    0   7   6  a   A2"    1 10111.598193 10112.398146  -0.799953  0.971752 17BaPoYuTe.400     CD      False
9829.37924  0.01  0.01     2     0     0     2    0    2   7   5  s   A2"  647     0     0     0     0    0    0   6   6  s   A2'    1 10112.953760 10113.603024  -0.649264  5.397278 17BaPoYuTe.294     CD       True
9690.49856  0.01  0.01     2     0     0     2    0    2   7   5  s   A2"  647     0     0     0     0    0    0   7   6  s   A2'    1 10112.956889 10113.603024  -0.646135  5.402354 17BaPoYuTe.286     CD       True
9729.22212  0.01  0.01     1     0     1     2    1    2   6   2  a   A2"  624     0     0     0     0    0    0   6   3  a   A2'    2 10113.199648 10112.898561   0.301087 -2.766376 17BaPoYuTe.175   CD_b      False
9815.56479  0.01  0.01     1     0     1     2    1    2   6   2  a   A2"  624     0     0     0     0    0    0   5   0  s   A2'    2 10113.206608 10112.898561   0.308047 -2.762512 17BaPoYuTe.181   CD_b      False
9820.27127  0.01  0.01     2     0     1     0    1    0   6   1  s   A2"  626     0     0     0     0    0    0   5   0  s   A2'    2 10117.913088 10119.184761  -1.271673  5.479846 17BaPoYuTe.499     Br      False
9596.61261  0.01  0.01     1     0     1     2    1    2   6   3  s   A2"  626     0     0     0     0    0    0   7   3  a   A2'    2 10118.835589 10119.184761  -0.349172 -1.374219  17BaPoYuTe.52   CD_b      False
9853.61765  0.01  0.01     1     0     1     2    1    2   6   3  s   A2"  626     0     0     0     0    0    0   5   3  a   A2'    1 10118.844307 10119.184761  -0.340454 -1.371118  17BaPoYuTe.63   CD_b      False
9569.52391  0.01  0.01     2     0     1     0    1    0   6   0  a    E" 1211     0     0     0     0    0    0   7   1  a    E'    5 10120.844337 10121.352952  -0.508615  2.480365 17BaPoYuTe.579     CD      False
9826.21495  0.01  0.01     2     0     1     0    1    0   6   0  a    E" 1211     0     0     0     0    0    0   5   1  a    E'    4 10120.845006 10121.352952  -0.507946  2.474873 17BaPoYuTe.587     CD      False
9831.16283  0.01  0.01     2     0     1     0    1    0   6   0  s    E' 1225     0     0     0     0    0    0   5   1  s    E"    4 10125.131150 10125.268155  -0.137005  4.743558 17BaPoYuTe.502     Br      False
9584.96196  0.01  0.01     2     0     1     0    1    0   6   1  a    E' 1225     0     0     0     0    0    0   7   2  a    E"    4 10125.383719 10125.268155   0.115564  2.849864 17BaPoYuTe.580     CD       True
9723.10844  0.01  0.01     2     0     1     0    1    0   6   1  a    E' 1225     0     0     0     0    0    0   6   2  a    E"    3 10125.386263 10125.268155   0.118108  2.849011 17BaPoYuTe.583     CD       True
9742.26927  0.01  0.01     2     0     0     2    0    2   7   4  a   A2"  650     0     0     0     0    0    0   6   3  a   A2'    2 10126.246798 10126.601015  -0.354217  1.461388 17BaPoYuTe.406     Br      False
