        nu  unc1  unc2  nu1'  nu2'  nu3'  nu4'  L3'  L4'  J'  K' i' Gtot'  Nb'  nu1"  nu2"  nu3"  nu4"  L3"  L4"  J"  K" i" Gtot"  Nb"           E'        Calc'  Obs-Calc'   ErrByte         Source Method  BandMatch
9624.30491  0.01  0.01     1     0     1     2    1    2   8   6  s    E' 1557     0     0     0     0    0    0   8   2  a    E"    5 10322.221999 10322.100552   0.121447 -0.576369  17BaPoYuTe.82     CD      False
9744.31096  0.01  0.01     2     0     0     2    0    2   9   7  a   A2'  835     0     0     0     0    0    0   8   6  a   A2"    1 10325.781924 10324.722104   1.059820  0.672933 17BaPoYuTe.433     Br      False
9748.72864  0.01  0.01     2     0     0     2    0    2   9   7  s   A2"  803     0     0     0     0    0    0   8   6  s   A2'    1 10329.508486 10330.371120  -0.862634  3.945814 17BaPoYuTe.318     Br       True
9799.63025  0.01  0.01     2     0     1     0    1    0   9   8  a    E" 1641     0     0     0     0    0    0   8   7  a    E'    2 10333.299587 10333.084295   0.215292  4.187808 17BaPoYuTe.628     Br      False
9681.95809  0.01  0.01     1     0     1     2    1    2   8   8  a    E" 1557     0     0     0     0    0    0   8   4  s    E'    4 10335.828803 10335.006517   0.822286 -3.384213 17BaPoYuTe.200     CD      False
9504.89256  0.01  0.01     1     0     1     2    1    2   8   8  a    E" 1557     0     0     0     0    0    0   9   4  s    E'    4 10335.832861 10335.006517   0.826344 -3.375230 17BaPoYuTe.198     CD      False
9784.82791  0.01  0.01     2     0     0     2    0    2   8   2  a    E" 1558     0     0     0     0    0    0   7   1  a    E'    5 10336.148337 10336.963514  -0.815177  0.604386 17BaPoYuTe.425     Br      False
9785.66720  0.01  0.01     2     0     0     2    0    2   8   2  s    E' 1568     0     0     0     0    0    0   7   1  s    E"    5 10336.425872 10335.761488   0.664384  4.804233 17BaPoYuTe.300     Br      False
9817.37898  0.01  0.01     2     0     1     0    1    0   8   4  a   A2"  796     0     0     0     0    0    0   7   3  a   A2'    2 10339.601959 10340.235477  -0.633518  3.018148 17BaPoYuTe.618     CD      False
9482.94444  0.01  0.01     2     0     1     0    1    0   8   4  a   A2"  796     0     0     0     0    0    0   9   3  a   A2'    3 10339.602842 10340.235477  -0.632635  3.028580 17BaPoYuTe.611     CD      False
9819.37718  0.01  0.01     2     0     0     2    0    2   8   1  s   A2"  797     0     0     0     0    0    0   7   3  a   A2'    2 10341.600159 10341.618855  -0.018696  4.014337 17BaPoYuTe.313     CD      False
9787.21130  0.01  0.01     2     0     0     2    0    2   8   1  s   A2"  797     0     0     0     0    0    0   7   0  s   A2'    3 10341.604442 10341.618855  -0.014413  4.018268 17BaPoYuTe.312     CD      False
9661.76827  0.01  0.01     2     0     0     2    0    2   8   1  s   A2"  797     0     0     0     0    0    0   8   3  a   A2'    2 10341.605109 10341.618855  -0.013746  4.023444 17BaPoYuTe.307     CD      False
9819.58348  0.01  0.01     1     0     1     2    1    2   8   5  s   A2"  797     0     0     0     0    0    0   7   3  a   A2'    2 10341.806459 10341.618855   0.187604 -0.128147  17BaPoYuTe.85   CD_b      False
9583.42716  0.01  0.01     1     0     1     2    1    2   8   5  s   A2"  797     0     0     0     0    0    0   9   6  s   A2'    2 10341.812587 10341.618855   0.193732 -0.113963  17BaPoYuTe.80   CD_b      False
9822.72056  0.01  0.01     2     0     1     0    1    0   8   4  s   A2'  766     0     0     0     0    0    0   7   3  s   A2"    2 10344.342545 10344.311218   0.031327  5.029196 17BaPoYuTe.523     Br      False
9636.54236  0.01  0.01     2     0     0     2    0    2   8   1  a   A2'  769     0     0     0     0    0    0   8   0  a   A2"    3 10348.895627 10349.211177  -0.315550  1.834378 17BaPoYuTe.421     Br      False
9671.92233  0.01  0.01     2     0     0     2    0    2   8   2  a   A2"  802     0     0     0     0    0    0   8   3  a   A2'    2 10351.759169 10351.597243   0.161926 -0.056792 17BaPoYuTe.413     CD      False
9797.37016  0.01  0.01     2     0     0     2    0    2   8   2  a   A2"  802     0     0     0     0    0    0   7   0  s   A2'    3 10351.763302 10351.597243   0.166059 -0.057168 17BaPoYuTe.417     CD      False
9674.07132  0.01  0.01     2     0     0     2    0    2   8   2  s   A2'  771     0     0     0     0    0    0   8   3  s   A2"    2 10353.359276 10353.436352  -0.077076  4.368494 17BaPoYuTe.297     Br      False
9502.86846  0.01  0.01     2     0     0     2    0    2   9   7  s    E" 1657     0     0     0     0    0    0  10   8  s    E'    2 10356.080055 10357.271810  -1.191755  5.473602 17BaPoYuTe.319     CD      False
9700.43472  0.01  0.01     2     0     0     2    0    2   9   7  s    E" 1657     0     0     0     0    0    0   9   8  s    E'    1 10356.081458 10357.271810  -1.190352  5.471113 17BaPoYuTe.321     CD      False
9676.40871  0.01  0.01     1     0     1     2    1    2   8   6  a   A2"  805     0     0     0     0    0    0   8   3  a   A2'    2 10356.245549 10355.744815   0.500734 -2.136488 17BaPoYuTe.203   CD_b      False
9834.03152  0.01  0.01     1     0     1     2    1    2   8   6  a   A2"  805     0     0     0     0    0    0   7   3  a   A2'    2 10356.254499 10355.744815   0.509684 -2.131695 17BaPoYuTe.205   CD_b      False
9659.19008  0.01  0.01     2     0     0     2    0    2   8   1  a    E' 1583     0     0     0     0    0    0   8   2  a    E"    5 10357.107169 10357.175908  -0.068739  0.530887 17BaPoYuTe.422     Br      False
9701.32772  0.01  0.01     2     0     0     2    0    2   9   7  a    E' 1646     0     0     0     0    0    0   9   8  a    E"    1 10357.763587 10357.341873   0.421714  0.322486 17BaPoYuTe.430   CD_b      False
9503.86246  0.01  0.01     2     0     0     2    0    2   9   7  a    E' 1646     0     0     0     0    0    0  10   8  a    E"    2 10357.769620 10357.341873   0.427747  0.332633 17BaPoYuTe.427   CD_b      False
9503.70636  0.01  0.01     2     0     0     2    0    2  10  10  a    E" 1715     0     0     0     0    0    0  11  11  a    E'    1 10364.705592 10364.978508  -0.272916  0.147766 17BaPoYuTe.436     Br       True
9793.60527  0.01  0.01     1     0     1     2    1    2   9   8  a   A2"  821     0     0     0     0    0    0   8   6  s   A2'    1 10374.385116 10374.535433  -0.150317 -2.949418 17BaPoYuTe.210     CD      False
9780.88572  0.01  0.01     1     0     1     2    1    2   9   8  a   A2"  821     0     0     0     0    0    0   9   9  a   A2'    1 10374.389336 10374.535433  -0.146097 -2.939184 17BaPoYuTe.208     CD      False
9793.71507  0.01  0.01     1     0     1     2    1    2   9   8  a   A2"  821     0     0     0     0    0    0   8   6  s   A2'    1 10374.494916 10374.535433  -0.040517 -2.839618 17BaPoYuTe.211     CD      False
9780.99442  0.01  0.01     1     0     1     2    1    2   9   8  a   A2"  821     0     0     0     0    0    0   9   9  a   A2'    1 10374.498036 10374.535433  -0.037397 -2.830484 17BaPoYuTe.209     CD      False
9837.28001  0.01  0.01     2     0     1     0    1    0   8   3  a    E' 1597     0     0     0     0    0    0   7   2  a    E"    4 10377.701769 10377.800050  -0.098281  4.264810 17BaPoYuTe.623     CD       True
9679.78900  0.01  0.01     2     0     1     0    1    0   8   3  a    E' 1597     0     0     0     0    0    0   8   2  a    E"    5 10377.706089 10377.800050  -0.093961  4.273517 17BaPoYuTe.617     CD       True
9588.13764  0.01  0.01     1     0     1     2    1    2   9   8  s   A2'  855     0     0     0     0    0    0  10   9  s   A2"    1 10378.818788 10378.560841   0.257947 -1.149349  17BaPoYuTe.91     Br      False
9669.99414  0.01  0.01     2     0     1     0    1    0   8   1  a   A2'  780     0     0     0     0    0    0   8   0  a   A2"    3 10382.347407 10382.229796   0.117611  3.105497 17BaPoYuTe.624     Br      False
9854.19165  0.01  0.01     1     0     1     2    1    2   9   8  s    E' 1668     0     0     0     0    0    0   8   7  s    E"    2 10387.086043 10387.400874  -0.314831 -1.801152  17BaPoYuTe.93     Br      False
9629.41729  0.01  0.01     2     0     1     0    1    0   9   7  s   A2"  827     0     0     0     0    0    0   9   6  s   A2'    2 10387.802717 10389.370671  -1.567954  4.763669 17BaPoYuTe.524     Br       True
9597.80431  0.01  0.01     2     0     1     0    1    0  10  10  s   A2'  850     0     0     0     0    0    0  10   9  s   A2"    1 10388.485458 10388.687089  -0.201631  3.769398 17BaPoYuTe.527     CD       True
9795.90197  0.01  0.01     2     0     1     0    1    0  10  10  s   A2'  850     0     0     0     0    0    0   9   9  s   A2"    1 10388.489021 10388.687089  -0.198068  3.770080 17BaPoYuTe.528     CD       True
9807.85092  0.01  0.01     2     0     1     0    1    0   9   7  a   A2'  858     0     0     0     0    0    0   8   6  a   A2"    1 10389.321884 10389.137773   0.184111  3.791816 17BaPoYuTe.627     Br      False
9598.62491  0.01  0.01     2     0     1     0    1    0  10  10  a   A2"  883     0     0     0     0    0    0  10   9  a   A2'    1 10390.113460 10390.791382  -0.677922  2.668700 17BaPoYuTe.630     CD       True
9796.61016  0.01  0.01     2     0     1     0    1    0  10  10  a   A2"  883     0     0     0     0    0    0   9   9  a   A2'    1 10390.113776 10390.791382  -0.677606  2.665821 17BaPoYuTe.631     CD       True
9534.29915  0.01  0.01     2     0     1     0    1    0   8   2  a   A2"  816     0     0     0     0    0    0   9   3  a   A2'    3 10390.957552 10393.645425  -2.687873  2.755707 17BaPoYuTe.612     CD      False
9836.56561  0.01  0.01     2     0     1     0    1    0   8   2  a   A2"  816     0     0     0     0    0    0   7   0  s   A2'    3 10390.958752 10393.645425  -2.686673  2.747006 17BaPoYuTe.619     CD      False
9880.68605  0.01  0.01     1     0     1     2    1    2   8   4  s   A2'  788     0     0     0     0    0    0   7   3  s   A2"    2 10402.308035 10400.663469   1.644566 -0.196985  17BaPoYuTe.90     Br      False
9691.87436  0.01  0.01     2     0     0     2    0    2   9   6  a    E" 1690     0     0     0     0    0    0   9   7  a    E'    2 10403.422679 10402.174302   1.248377  0.090859 17BaPoYuTe.428     CD       True
9494.85099  0.01  0.01     2     0     0     2    0    2   9   6  a    E" 1690     0     0     0     0    0    0  10   7  a    E'    3 10403.426326 10402.174302   1.252024  0.099308 17BaPoYuTe.426     CD       True
9812.63510  0.01  0.01     1     0     1     2    1    2   9   8  a    E" 1712     0     0     0     0    0    0   8   5  a    E'    3 10434.328088 10436.362666  -2.034578 -3.460771 17BaPoYuTe.213     Br      False
9780.57212  0.01  0.01     2     0     0     2    0    2   9   5  s    E" 1712     0     0     0     0    0    0   8   4  s    E'    4 10434.442833 10436.362666  -1.919833  4.696429 17BaPoYuTe.327   CD_b      False
9603.50879  0.01  0.01     2     0     0     2    0    2   9   5  s    E" 1712     0     0     0     0    0    0   9   4  s    E'    4 10434.449091 10436.362666  -1.913575  4.707612 17BaPoYuTe.324   CD_b      False
9649.29142  0.01  0.01     1     0     1     2    1    2  10  10  s   A2'  864     0     0     0     0    0    0  10   9  s   A2"    1 10439.972568 10439.833012   0.139556 -1.305995  17BaPoYuTe.95     CD      False
9847.38557  0.01  0.01     1     0     1     2    1    2  10  10  s   A2'  864     0     0     0     0    0    0   9   9  s   A2"    1 10439.972621 10439.833012   0.139609 -1.308823  17BaPoYuTe.96     CD      False
9579.21348  0.01  0.01     2     0     1     0    1    0  10  10  a    E" 1761     0     0     0     0    0    0  11  11  a    E'    1 10440.212712 10439.884629   0.328083  2.407820 17BaPoYuTe.632     Br      False
9787.40350  0.01  0.01     2     0     0     2    0    2   9   5  a    E' 1707     0     0     0     0    0    0   8   4  a    E"    4 10441.853884 10441.670055   0.183829  1.523126 17BaPoYuTe.434     Br      False
9821.05197  0.01  0.01     2     0     1     0    1    0   9   6  s    E' 1707     0     0     0     0    0    0   8   5  s    E"    3 10442.117573 10441.670055   0.447518  4.131048 17BaPoYuTe.526     Br      False
9487.30562  0.01  0.01     2     0     0     2    0    2   9   5  s   A2"  840     0     0     0     0    0    0  10   6  s   A2'    2 10442.412150 10440.775188   1.636962  4.824710 17BaPoYuTe.320     Br      False
9870.29219  0.01  0.01     1     0     1     2    1    2   9   7  s   A2"  845     0     0     0     0    0    0   8   6  s   A2'    1 10451.072036 10450.997324   0.074712 -0.317984  17BaPoYuTe.94     Br      False
9802.98864  0.01  0.01     2     0     1     0    1    0  10   9  a    E' 1782     0     0     0     0    0    0   9   8  a    E"    1 10459.424507 10459.990613  -0.566106  3.528350 17BaPoYuTe.633     Br      False
9614.94344  0.01  0.01     2     0     0     2    0    2   9   4  s   A2'  881     0     0     0     0    0    0   9   3  s   A2"    3 10471.122283 10470.723207   0.399076  4.675051 17BaPoYuTe.323     CD      False
9791.83868  0.01  0.01     2     0     0     2    0    2   9   4  s   A2'  881     0     0     0     0    0    0   8   3  s   A2"    2 10471.126636 10470.723207   0.403429  4.674212 17BaPoYuTe.326     CD      False
9791.87568  0.01  0.01     2     0     0     2    0    2   9   4  a   A2"  851     0     0     0     0    0    0   8   3  a   A2'    2 10471.712519 10471.508643   0.203876  0.311415 17BaPoYuTe.431     CD      False
9615.05594  0.01  0.01     2     0     0     2    0    2   9   4  a   A2"  851     0     0     0     0    0    0   9   3  a   A2'    3 10471.714342 10471.508643   0.205699  0.318630 17BaPoYuTe.429     CD      False
9645.00313  0.01  0.01     2     0     0     2    0    2   9   2  s   A2'  897     0     0     0     0    0    0   9   3  s   A2"    3 10501.181973 10502.187116  -1.005143  4.362445 17BaPoYuTe.322     CD      False
9788.82959  0.01  0.01     2     0     0     2    0    2   9   2  s   A2'  897     0     0     0     0    0    0   8   0  a   A2"    3 10501.182857 10502.187116  -1.004259  4.358867 17BaPoYuTe.325     CD      False
9488.19732  0.01  0.01     2     0     0     2    0    2  11  11  a   A2'  940     0     0     0     0    0    0  12  12  a   A2"    1 10501.252798 10500.593450   0.659348  0.744311 17BaPoYuTe.439     Br      False
9827.45485  0.01  0.01     2     0     1     0    1    0   9   4  a   A2"  865     0     0     0     0    0    0   8   3  a   A2'    2 10507.291689 10507.160449   0.131240  3.982652 17BaPoYuTe.629     Br      False
9866.18520  0.01  0.01     1     0     1     2    1    2  10   9  s    E" 1824     0     0     0     0    0    0   9   8  s    E'    1 10521.831938 10522.737745  -0.905807 -0.190903  17BaPoYuTe.97     Br      False
9811.31761  0.01  0.01     2     0     0     2    0    2   9   1  a   A2'  905     0     0     0     0    0    0   8   0  a   A2"    3 10523.670877 10523.808666  -0.137789  1.243851 17BaPoYuTe.435     Br       True
9803.95914  0.01  0.01     2     0     1     0    1    0  11  11  s    E" 1876     0     0     0     0    0    0  10  10  s    E'    1 10524.138978 10524.327644  -0.188666  4.309883 17BaPoYuTe.531     Br      False
9814.18650  0.01  0.01     2     0     1     0    1    0  10   8  s    E' 1836     0     0     0     0    0    0   9   7  s    E"    2 10525.043159 10526.137074  -1.093915  4.690005 17BaPoYuTe.529     Br      False
9805.22783  0.01  0.01     2     0     1     0    1    0  11  11  a    E' 1863     0     0     0     0    0    0  10  10  a    E"    1 10526.361819 10526.858347  -0.496528  2.805205 17BaPoYuTe.636     Br      False
9816.93349  0.01  0.01     2     0     1     0    1    0  10   8  a    E" 1827     0     0     0     0    0    0   9   7  a    E'    2 10528.481809 10528.589280  -0.107471  3.838638 17BaPoYuTe.634     Br       True
9771.40846  0.01  0.01     2     0     0     2    0    2  10   7  a   A2'  901     0     0     0     0    0    0   9   6  a   A2"    2 10530.410961 10529.952391   0.458570  0.001040 17BaPoYuTe.437     Br      False
9780.36622  0.01  0.01     2     0     0     2    0    2  10   7  s   A2"  935     0     0     0     0    0    0   9   6  s   A2'    2 10538.751647 10538.631570   0.120077  5.745748 17BaPoYuTe.329     Br      False
9686.39948  0.01  0.01     2     0     1     0    1    0   9   2  s   A2'  915     0     0     0     0    0    0   9   3  s   A2"    3 10542.578323 10541.765408   0.812915  4.088510 17BaPoYuTe.525     Br      False
9662.86126  0.01  0.01     2     0     0     2    0    2   9   1  s   A2"  882     0     0     0     0    0    0   9   0  s   A2'    4 10551.362055 10549.827479   1.534576  5.636169 17BaPoYuTe.316     Br       True
9859.26413  0.01  0.01     1     0     1     2    1    2  11  11  a    E' 1909     0     0     0     0    0    0  10  10  a    E"    1 10580.398119 10580.527695  -0.129576 -3.858452 17BaPoYuTe.214     Br      False
9860.39822  0.01  0.01     1     0     1     2    1    2  11  11  s    E" 1912     0     0     0     0    0    0  10  10  s    E'    1 10580.578058 10580.734889  -0.156831 -1.887852  17BaPoYuTe.98     Br      False
9786.27020  0.01  0.01     2     0     0     2    0    2  10   6  s    E' 1880     0     0     0     0    0    0   9   5  s    E"    3 10584.644838 10584.763547  -0.118709  4.071374 17BaPoYuTe.330     Br       True
9830.96633  0.01  0.01     2     0     1     0    1    0  10   7  a   A2'  925     0     0     0     0    0    0   9   6  a   A2"    2 10589.968831 10589.814963   0.153868  3.332021 17BaPoYuTe.635     Br      False
9812.95950  0.01  0.01     2     0     1     0    1    0  11  10  a   A2"  947     0     0     0     0    0    0  10   9  a   A2'    1 10604.448050 10605.509171  -1.061121  3.046749 17BaPoYuTe.637     Br       True
9801.97204  0.01  0.01     2     0     0     2    0    2  10   4  a   A2"  979     0     0     0     0    0    0   9   3  a   A2'    3 10658.630442 10659.554029  -0.923587  0.151708 17BaPoYuTe.438     Br      False
9873.95447  0.01  0.01     1     0     1     2    1    2  11  10  s   A2' 1000     0     0     0     0    0    0  10   9  s   A2"    1 10664.635618 10664.120991   0.514627 -1.672606  17BaPoYuTe.99     Br      False
9810.60871  0.01  0.01     2     0     1     0    1    0  12  12  s    E' 1984     0     0     0     0    0    0  11  11  s    E"    1 10670.610102 10670.465346   0.144756  3.509095 17BaPoYuTe.534     Br      False
9818.06338  0.01  0.01     2     0     1     0    1    0  11   9  s    E" 1983     0     0     0     0    0    0  10   8  s    E'    2 10671.274975 10670.057447   1.217528  3.503557 17BaPoYuTe.532     Br      False
9815.30479  0.01  0.01     2     0     1     0    1    0  10   4  s   A2'  954     0     0     0     0    0    0   9   3  s   A2"    3 10671.483633 10671.369180   0.114453  3.758947 17BaPoYuTe.530     Br      False
9815.36739  0.01  0.01     2     0     1     0    1    0  12  12  a    E" 1979     0     0     0     0    0    0  11  11  a    E'    1 10676.366622 10675.908459   0.458163  3.612871 17BaPoYuTe.640     Br      False
9823.82226  0.01  0.01     2     0     0     2    0    2  10   1  s   A2" 1003     0     0     0     0    0    0   9   0  s   A2'    4 10712.323055 10711.996725   0.326330  5.158263 17BaPoYuTe.331     Br      False
9665.43365  0.01  0.01     2     0     0     2    0    2  10   2  s   A2'  973     0     0     0     0    0    0  10   3  s   A2"    3 10717.540233 10719.084632  -1.544399  5.081440 17BaPoYuTe.328     Br      False
9831.92803  0.01  0.01     2     0     1     0    1    0  11   8  s    E' 2029     0     0     0     0    0    0  10   7  s    E"    3 10739.893429 10739.762901   0.130528  5.028640 17BaPoYuTe.533     Br      False
9822.24457  0.01  0.01     2     0     1     0    1    0  12  11  a    E' 2062     0     0     0     0    0    0  11  10  a    E"    2 10761.033599 10761.158881  -0.125282  3.201249 17BaPoYuTe.641     Br      False
9817.03969  0.01  0.01     2     0     1     0    1    0  13  13  s   A2" 1029     0     0     0     0    0    0  12  12  s   A2'    1 10829.046945 10827.904599   1.142346  3.861784 17BaPoYuTe.536     Br      False
9819.28328  0.01  0.01     2     0     1     0    1    0  13  13  a   A2' 1059     0     0     0     0    0    0  12  12  a   A2"    1 10832.338758 10832.372143  -0.033385  2.833459 17BaPoYuTe.642     Br      False
9828.27344  0.01  0.01     2     0     1     0    1    0  12  10  s   A2' 1044     0     0     0     0    0    0  11   9  s   A2"    1 10836.082440 10835.120859   0.961581  4.497999 17BaPoYuTe.535     Br      False
9592.33133  0.01  0.01     2     0     1     0    1    0  12  10  a   A2" 1078     0     0     0     0    0    0  12   9  a   A2'    2 10836.703622 10835.817730   0.885892  2.671366 17BaPoYuTe.638     CD      False
9828.19254  0.01  0.01     2     0     1     0    1    0  12  10  a   A2" 1078     0     0     0     0    0    0  11   9  a   A2'    1 10836.704384 10835.817730   0.886654  2.665841 17BaPoYuTe.639     CD      False
9875.92337  0.01  0.01     1     0     1     2    1    2  13  13  s   A2" 1058     0     0     0     0    0    0  12  12  s   A2'    1 10887.930625 10888.533430  -0.602805 -0.799441 17BaPoYuTe.100     Br      False
9829.91504  0.01  0.01     2     0     1     0    1    0  13  12  s    E' 2169     0     0     0     0    0    0  12  11  s    E"    1 10927.352751 10927.151930   0.200821  4.926727 17BaPoYuTe.537     Br      False
