Line Uncertainty Uncertainty' Ratio
89UrTuRaGu.220	9.000e-5	4.983e-4	5.53648	
22HuSuTo.1229	1.000e-3	5.530e-3	5.52998	
89UrTuRaGu.368	9.000e-5	4.971e-4	5.52301	
22CaCeVaCaa.3775	3.000e-5	1.657e-4	5.52239	
89UrTuRaGu.349	9.000e-5	4.963e-4	5.51499	
22HuSuTo.1530	1.000e-3	5.503e-3	5.50322	
22HuSuTo.1575	1.000e-3	5.497e-3	5.49651	
89UrTuRaGu.616	9.000e-5	4.945e-4	5.49450	
89UrTuRaGu.461	9.000e-5	4.938e-4	5.48693	
89UrTuRaGu.638	9.000e-5	4.937e-4	5.48570	
22HuSuTo.591	1.000e-3	5.478e-3	5.47846	
89UrTuRaGu.765	9.000e-5	4.928e-4	5.47510	
89UrTuRaGu.140	9.000e-5	4.921e-4	5.46793	
89UrTuRaGu.716	9.000e-5	4.918e-4	5.46428	
89UrTuRaGu.751	9.000e-5	4.914e-4	5.46000	
23CaCeVo.52	3.500e-5	1.911e-4	5.45945	
89UrTuRaGu.153	9.000e-5	4.911e-4	5.45673	
22CaCeVaCaa.2902	1.700e-4	9.269e-4	5.45251	
89UrTuRaGu.578	9.000e-5	4.906e-4	5.45148	
89UrTuRaGu.317	9.000e-5	4.900e-4	5.44402	
89UrTuRaGu.653	9.000e-5	4.899e-4	5.44283	
89UrTuRaGu.206	9.000e-5	4.893e-4	5.43645	
89UrTuRaGu.400	9.000e-5	4.887e-4	5.42957	
89UrTuRaGu.628	9.000e-5	4.884e-4	5.42615	
22CaCeVaCaa.813	1.700e-4	9.223e-4	5.42508	
22CaCeVaCaa.6102	1.000e-5	5.414e-5	5.41418	
89UrTuRaGu.708	9.000e-5	4.869e-4	5.41054	
10YuPeDrSu.165	3.300e-6	1.785e-5	5.41050	
89UrTuRaGu.520	9.000e-5	4.866e-4	5.40702	
89UrTuRaGu.219	9.000e-5	4.864e-4	5.40491	
89UrTuRaGu.460	9.000e-5	4.863e-4	5.40339	
22CaCeVaCaa.1342	3.200e-4	1.729e-3	5.40275	
21CeCaCo.483	5.000e-4	2.699e-3	5.39768	
22CaCeVaCaa.4898	1.700e-4	9.166e-4	5.39159	
89UrTuRaGu.567	9.000e-5	4.852e-4	5.39100	
22CaCeVaCaa.227	3.200e-4	1.725e-3	5.38940	
89UrTuRaGu.45	9.000e-5	4.848e-4	5.38703	
89UrTuRaGu.315	9.000e-5	4.840e-4	5.37750	
89UrTuRaGu.36	1.104e-4	5.936e-4	5.37713	
22CaCeVaCa.2465	1.400e-4	7.521e-4	5.37195	
22CaCeVaCaa.2659	1.000e-5	5.360e-5	5.36040	
22CaCeVaCa.4219	1.400e-4	7.499e-4	5.35612	
89UrTuRaGu.262	9.000e-5	4.805e-4	5.33935	
89UrTuRaGu.363	9.000e-5	4.791e-4	5.32353	
23CaCeVo.186	3.500e-5	1.863e-4	5.32311	
89UrTuRaGu.509	9.000e-5	4.788e-4	5.31947	
89UrTuRaGu.151	9.000e-5	4.787e-4	5.31919	
89UrTuRaGu.165	9.000e-5	4.781e-4	5.31228	
89UrTuRaGu.234	9.000e-5	4.780e-4	5.31134	
22HuSuTo.745	1.000e-3	5.311e-3	5.31127	
89UrTuRaGu.150	9.000e-5	4.775e-4	5.30567	
89UrTuRaGu.160	1.050e-4	5.570e-4	5.30505	
89UrTuRaGu.662	9.000e-5	4.773e-4	5.30328	
22CaCeVaCaa.3307	4.000e-5	2.120e-4	5.29894	
22HuSuTo.803	1.000e-3	5.295e-3	5.29550	
89UrTuRaGu.648	9.000e-5	4.765e-4	5.29400	
89UrTuRaGu.312	9.000e-5	4.760e-4	5.28907	
89UrTuRaGu.348	9.000e-5	4.757e-4	5.28532	
89UrTuRaGu.149	9.000e-5	4.754e-4	5.28234	
89UrTuRaGu.701	9.000e-5	4.753e-4	5.28094	
22CaCeVaCa.5352	1.400e-4	7.391e-4	5.27910	
89UrTuRaGu.658	9.000e-5	4.748e-4	5.27529	
89UrTuRaGu.367	9.000e-5	4.734e-4	5.25995	
89UrTuRaGu.261	9.000e-5	4.728e-4	5.25376	
89UrTuRaGu.222	9.000e-5	4.719e-4	5.24326	
89UrTuRaGu.696	9.000e-5	4.700e-4	5.22270	
89UrTuRaGu.609	9.000e-5	4.700e-4	5.22230	
89UrTuRaGu.630	9.000e-5	4.700e-4	5.22169	
89UrTuRaGu.753	9.000e-5	4.696e-4	5.21778	
89UrTuRaGu.467	9.000e-5	4.695e-4	5.21674	
22CaCeVaCaa.2357	1.300e-4	6.778e-4	5.21420	
89UrTuRaGu.334	9.000e-5	4.689e-4	5.20976	
89UrTuRaGu.112	9.000e-5	4.676e-4	5.19513	
89UrTuRaGu.614	9.000e-5	4.675e-4	5.19441	
89UrTuRaGu.713	9.000e-5	4.674e-4	5.19365	
89UrTuRaGu.211	9.000e-5	4.674e-4	5.19355	
89UrTuRaGu.217	9.000e-5	4.664e-4	5.18245	
